,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,x,y,labels
20748,24513,-0.6146836935072315,-18.69512774353166,-178.46641235764756,4.0,4.0,-1.0,51.93442353388855,-19866790.14735571,-2119074.8198778434,0
20749,24514,-0.950081421133973,-18.695127721778267,-178.46641232741055,4.0,4.0,-1.0,51.934423543608325,-19866790.14398974,-2119074.8173213797,0
20751,24516,-0.8751920058530231,-18.695134108068387,-178.46641302554994,4.0,4.0,-1.0,51.93442069082811,-19866790.221706264,-2119075.5678391205,0
20752,24517,-1.180302943955439,-18.69513408804633,-178.46641299802036,4.0,4.0,-1.0,51.93442069976936,-19866790.218641683,-2119075.565486127,0
20753,24518,-0.9599212023563268,-18.69513410250819,-178.4664130179049,4.0,4.0,-1.0,51.93442069331104,-19866790.22085522,-2119075.5671856855,0
20755,24520,-1.067733132520743,-18.695134095433374,-178.46641300817726,4.0,4.0,-1.0,51.934420696469715,-19866790.219772346,-2119075.566354253,0
20756,24521,-0.8787997558704319,-18.695134107831603,-178.46641302522434,4.0,4.0,-1.0,51.93442069093271,-19866790.22167002,-2119075.567811293,0
20757,24522,-1.014455161989872,-18.695134098929675,-178.4664130129846,4.0,4.0,-1.0,51.93442069490902,-19866790.220307495,-2119075.566765139,0
20760,24525,-0.9374800617545134,-18.695140486255234,-178.46641371135698,4.0,4.0,-1.0,51.93441784316292,-19866790.298049957,-2119076.317404593,0
20761,24526,-0.9079578904672873,-18.695146870037078,-178.4664144053543,4.0,4.0,-1.0,51.934414994499996,-19866790.375305384,-2119077.0676276167,0
20762,24527,-0.8531349675097317,-18.69514687363475,-178.46641441030098,4.0,4.0,-1.0,51.93441499289385,-19866790.375856046,-2119077.0680504167,0
20763,24528,-0.6491297216368821,-18.695146887021988,-178.46641442870788,4.0,4.0,-1.0,51.93441498692209,-19866790.377905093,-2119077.069623688,0
20764,24529,-0.7747551071734051,-18.695153261211114,-178.46641510871555,4.0,4.0,-1.0,51.934412144037196,-19866790.4536032,-2119077.8187194024,0
20765,24530,-1.140044803300725,-18.69515323724012,-178.46641507575646,4.0,4.0,-1.0,51.934412154726495,-19866790.44993421,-2119077.815902327,0
20767,24532,-0.8523153071132583,-18.695159638903565,-178.46641579304017,4.0,4.0,-1.0,51.934409301085914,-19866790.52978187,-2119078.568226857,0
20769,24534,-0.8008083098281986,-18.695159642283553,-178.46641579768752,4.0,4.0,-1.0,51.93440929957889,-19866790.53029921,-2119078.5686240736,0
20770,24535,-0.9711822301915164,-18.695159631103145,-178.46641578231498,4.0,4.0,-1.0,51.934409304561996,-19866790.52858795,-2119078.5673101493,0
20771,24536,-0.7443696370671659,-18.695166028878475,-178.46641649405288,4.0,4.0,-1.0,51.93440645415922,-19866790.607818246,-2119079.3191777756,0
20773,24538,-0.8341979056963282,-18.69517240645832,-178.46641717721968,4.0,4.0,-1.0,51.934403614252005,-19866790.68386803,-2119080.068672056,0
20777,24542,-0.8845032733147491,-18.695172403157205,-178.46641717268085,4.0,4.0,-1.0,51.93440361572175,-19866790.683362767,-2119080.0682841064,0
20778,24543,-0.7934712431213029,-18.695172409130866,-178.46641718089438,4.0,4.0,-1.0,51.93440361306148,-19866790.68427709,-2119080.0689861327,0
20783,24548,-0.6355842883867808,-18.695185187707466,-178.46641857761432,4.0,4.0,-1.0,51.934397927321704,-19866790.839759246,-2119081.570726732,0
20784,24549,-0.7281784371411959,-18.695185181631157,-178.46641856925964,4.0,4.0,-1.0,51.9343979300229,-19866790.83882921,-2119081.570012644,0
20785,24550,-0.6543325721829661,-18.695185186477172,-178.4664185759227,4.0,4.0,-1.0,51.9343979278683,-19866790.839570932,-2119081.5705821486,0
20786,24551,-0.8354875593993256,-18.695191559088713,-178.46641925074692,4.0,4.0,-1.0,51.93439509466134,-19866790.914692022,-2119082.3194926353,0
20787,24552,-0.9423238807059988,-18.69519155207796,-178.46641924110747,4.0,4.0,-1.0,51.93439509777727,-19866790.913618963,-2119082.31866873,0
20788,24553,-0.6787549967668838,-18.69519156937398,-178.4664192648886,4.0,4.0,-1.0,51.93439509009022,-19866790.91626627,-2119082.3207013616,0
20789,24554,-0.7178709033839823,-18.69519156680704,-178.46641926135922,4.0,4.0,-1.0,51.934395091230726,-19866790.91587338,-2119082.3203996946,0
20790,24555,-0.9601852473688268,-18.695191550905804,-178.46641923949582,4.0,4.0,-1.0,51.93439509829841,-19866790.913439557,-2119082.3185309786,0
20791,24556,-0.6033341755560286,-18.695204344095714,-178.46642065388028,4.0,4.0,-1.0,51.93438941506429,-19866791.070888113,-2119083.8219891074,0
20793,24558,-0.8147523320315031,-18.695204330221948,-178.46642063480456,4.0,4.0,-1.0,51.934389421224296,-19866791.068764616,-2119083.8203586596,0
20794,24559,-0.7349040407962093,-18.69520433546185,-178.4664206420092,4.0,4.0,-1.0,51.93438941889689,-19866791.069566634,-2119083.8209744543,0
20798,24563,-0.8684458860820996,-18.69521071220549,-178.46642132099612,4.0,4.0,-1.0,51.93438658834384,-19866791.14515111,-2119084.570370629,0
20799,24564,-0.6653139885358996,-18.695217111136557,-178.46642203028324,4.0,4.0,-1.0,51.93438374944435,-19866791.22410859,-2119085.3223743048,0
20801,24566,-0.9977820286305814,-18.695217089319264,-178.46642200028563,4.0,4.0,-1.0,51.93438375912138,-19866791.22076927,-2119085.3198103327,0
20802,24567,-0.6235573576807383,-18.69521711387664,-178.46642203405068,4.0,4.0,-1.0,51.93438374822927,-19866791.22452798,-2119085.3226963216,0
20803,24568,-1.1234610474873534,-18.69521708107189,-178.466421988946,4.0,4.0,-1.0,51.93438376277936,-19866791.21950695,-2119085.318841098,0
20804,24569,-0.8305294843908086,-18.695217100294645,-178.4664220153762,4.0,4.0,-1.0,51.934383754252856,-19866791.222449146,-2119085.3211001614,0
20806,24572,-1.0054159752428404,-18.69522347498701,-178.4664226905268,4.0,4.0,-1.0,51.93438092760243,-19866791.29760657,-2119086.070255329,0
20807,24573,-0.773615890839892,-18.695223490198394,-178.46642271144157,4.0,4.0,-1.0,51.93438092085944,-19866791.29993479,-2119086.072042974,0
20810,24576,-0.8158789227672969,-18.69522348742501,-178.46642270762834,4.0,4.0,-1.0,51.934380922088174,-19866791.299510304,-2119086.0717170457,0
20811,24577,-0.7421446377115899,-18.69522349226345,-178.4664227142809,4.0,4.0,-1.0,51.93438091994358,-19866791.30025086,-2119086.0722856596,0
20812,24578,-0.5252247340774829,-18.69522350624207,-178.46642273382759,4.0,4.0,-1.0,51.934380913747184,-19866791.30242679,-2119086.0739284307,0
20813,24579,-0.7182586949029428,-18.695229880089727,-178.46642340728238,4.0,4.0,-1.0,51.934378088972146,-19866791.377395436,-2119086.822984355,0
20815,24581,-0.6529129293178357,-18.695229884377735,-178.46642341317815,4.0,4.0,-1.0,51.93437808707222,-19866791.378051747,-2119086.823488282,0
20816,24582,-0.7609830907874766,-18.695236264108445,-178.46642409423782,4.0,4.0,-1.0,51.93437526118669,-19866791.453866962,-2119087.5732356133,0
20817,24583,-0.6822305713710648,-18.695236269276247,-178.46642410134322,4.0,4.0,-1.0,51.9343752588984,-19866791.454657935,-2119087.573842934,0
20819,24585,-0.7297872362180442,-18.69524265306356,-178.4664247877719,4.0,4.0,-1.0,51.93437243271457,-19866791.531070825,-2119088.3240670254,0
20822,24588,-0.7900125125306658,-18.695249034675374,-178.46642547280914,4.0,4.0,-1.0,51.93436960899271,-19866791.607328817,-2119089.0740354815,0
20824,24590,-0.861793461250727,-18.69525541751406,-178.46642615691243,4.0,4.0,-1.0,51.93436678622493,-19866791.68348285,-2119089.8241481464,0
20825,24591,-0.8224122228243687,-18.695261808202478,-178.4664268509959,4.0,4.0,-1.0,51.93436396148718,-19866791.76074787,-2119090.575183343,0
20827,24593,-0.8557782176092132,-18.69526819419396,-178.46642753841138,4.0,4.0,-1.0,51.93436114032466,-19866791.83727061,-2119091.3256665827,0
20829,24595,-0.9065155996936484,-18.695268190864546,-178.46642753383358,4.0,4.0,-1.0,51.934361141795314,-19866791.836761013,-2119091.325275308,0
20832,24598,-0.8537590807320612,-18.695274583058588,-178.46642822896374,4.0,4.0,-1.0,51.93435831939404,-19866791.91414255,-2119092.0764875035,0
20837,24603,-0.7889011829513493,-18.695287365470374,-178.4664296152718,4.0,4.0,-1.0,51.934352679970296,-19866792.068465654,-2119093.578679722,0
20838,24604,-0.8237312770909284,-18.695287363184732,-178.46642961212916,4.0,4.0,-1.0,51.93435268097801,-19866792.06811582,-2119093.5784111125,0
20839,24605,-1.0259254953462005,-18.695287349916264,-178.46642959388595,4.0,4.0,-1.0,51.93435268682879,-19866792.066084996,-2119093.5768517973,0
20840,24606,-0.6926685612281744,-18.695293761918524,-178.466430314111,4.0,4.0,-1.0,51.934349860202026,-19866792.14626008,-2119094.330391944,0
20842,24608,-0.7859607995794704,-18.695293755796506,-178.4664303056936,4.0,4.0,-1.0,51.93434986289958,-19866792.145323057,-2119094.3296724823,0
20844,24610,-0.8095421007046752,-18.69530014421003,-178.46643099357615,4.0,4.0,-1.0,51.93434704817263,-19866792.221897792,-2119095.0804405045,0
20846,24612,-0.7954944777191031,-18.695300145131906,-178.46643099484365,4.0,4.0,-1.0,51.9343470477661,-19866792.22203889,-2119095.0805488434,0
20847,24613,-0.8841154160625138,-18.695306529340783,-178.46643167673406,4.0,4.0,-1.0,51.934344236390636,-19866792.297946583,-2119095.830822759,0
20848,24614,-0.7733022727929892,-18.69530653661253,-178.46643168673214,4.0,4.0,-1.0,51.93434423319014,-19866792.299059566,-2119095.831677338,0
20850,24616,-0.7740146675223514,-18.695306536565656,-178.46643168666768,4.0,4.0,-1.0,51.93434423321015,-19866792.29905239,-2119095.831671828,0
20851,24617,-0.9940673914072704,-18.695306522125364,-178.46643166681332,4.0,4.0,-1.0,51.934344239568425,-19866792.29684221,-2119095.829974801,0
20852,24618,-0.6033889771804297,-18.69530654776263,-178.4664317020628,4.0,4.0,-1.0,51.934344228281596,-19866792.300766166,-2119095.8329877,0
20856,24622,-0.8109397820257982,-18.695312924704147,-178.46643237314672,4.0,4.0,-1.0,51.934341421607314,-19866792.375470888,-2119096.582407582,0
20858,24624,-0.9678619246662948,-18.69531930533298,-178.4664330486979,4.0,4.0,-1.0,51.93433861480571,-19866792.4506729,-2119097.3322608294,0
20859,24625,-0.8178298779623674,-18.695319315178303,-178.46643306223453,4.0,4.0,-1.0,51.93433861047652,-19866792.45217979,-2119097.3334178547,0
20861,24627,-0.7450969509729929,-18.695319319951228,-178.46643306879696,4.0,4.0,-1.0,51.9343386083774,-19866792.452910315,-2119097.33397877,0
20866,24632,-0.8154760096804239,-18.695325706247576,-178.4664337520193,4.0,4.0,-1.0,51.93433580058627,-19866792.528966278,-2119098.0844980925,0
20868,24634,-0.7298663727276562,-18.695332103310264,-178.46643444923043,4.0,4.0,-1.0,51.93433298956461,-19866792.606579468,-2119098.8362827064,0
20870,24636,-0.9856282805187676,-18.695338478023086,-178.4664351155013,4.0,4.0,-1.0,51.93433018986161,-19866792.680748403,-2119099.585440786,0
20873,24639,-0.6429463883473545,-18.695338500510548,-178.4664351464199,4.0,4.0,-1.0,51.93433017998723,-19866792.684190243,-2119099.5880835187,0
20876,24642,-0.9398297806703796,-18.695344873526267,-178.4664358089399,4.0,4.0,-1.0,51.934327382527954,-19866792.757941633,-2119100.3370421836,0
20877,24643,-3.1754303001985136,-18.69534472759029,-178.46643560730809,4.0,1.0,-1.0,51.93432744657002,-19866792.73549608,-2119100.319891743,-1
20878,24644,-1.307537041114074,-18.6953448493966,-178.4664357757634,4.0,4.0,-1.0,51.93432739311629,-19866792.75424844,-2119100.334206456,0
20879,24645,-0.8581790449593427,-18.69534487888436,-178.46643581630693,4.0,4.0,-1.0,51.93432738017691,-19866792.758761726,-2119100.3376718666,0
20881,24647,-0.5448312218086357,-18.6953448991906,-178.4664358445534,4.0,4.0,-1.0,51.93432737126568,-19866792.76190611,-2119100.3400582625,0
20882,24648,-0.7398013568558781,-18.695344886652524,-178.4664358269876,4.0,4.0,-1.0,51.93432737676813,-19866792.759950697,-2119100.338584784,0
20884,24650,-0.9618739629702304,-18.695344872079687,-178.46643580695095,4.0,4.0,-1.0,51.93432738316278,-19866792.757720225,-2119100.3368721814,0
20886,24652,-0.9411551920272814,-18.695351265745792,-178.46643649795513,4.0,4.0,-1.0,51.93432457813924,-19866792.83464246,-2119101.0882577132,0
20887,24653,-0.9780366396623776,-18.695351263325527,-178.46643649462743,4.0,4.0,-1.0,51.93432457920153,-19866792.834272023,-2119101.087973282,0
20888,24654,-0.7471234724459919,-18.69535127847855,-178.46643651546168,4.0,4.0,-1.0,51.93432457255494,-19866792.836591277,-2119101.0897540688,0
20890,24656,-0.6782185942493015,-18.695351283000125,-178.46643652167853,4.0,4.0,-1.0,51.93432457057133,-19866792.837283336,-2119101.0902854465,0
20893,24659,-0.7253861783474349,-18.69535767249358,-178.46643720643377,4.0,4.0,-1.0,51.93432176888382,-19866792.91350994,-2119101.8411806347,0
20895,24661,-0.9981082346691892,-18.69536404722728,-178.4664378706857,4.0,4.0,-1.0,51.934318975164395,-19866792.987454128,-2119102.590341281,0
20897,24663,-0.6599038435265356,-18.695364069420886,-178.46643790120018,4.0,4.0,-1.0,51.93431896544098,-19866792.990850985,-2119102.59294948,0
20900,24666,-0.8384524673774649,-18.695370450849964,-178.46643857384478,4.0,4.0,-1.0,51.934316170289094,-19866793.06572944,-2119103.342896997,0
20901,24667,-0.6427213001343262,-18.69537046369428,-178.46643859150475,4.0,4.0,-1.0,51.934316164664786,-19866793.067695335,-2119103.344406467,0
20902,24668,-0.6662560754220976,-18.695370462149803,-178.46643858938126,4.0,4.0,-1.0,51.934316165341436,-19866793.06745895,-2119103.3442249587,0
20904,24670,-0.8085334135391804,-18.695383239688347,-178.46643995362476,4.0,4.0,-1.0,51.93431057311409,-19866793.21932584,-2119104.8458453226,0
20905,24671,-0.7219760233699617,-18.695383245368465,-178.4664399614345,4.0,4.0,-1.0,51.93431057062935,-19866793.22019522,-2119104.8465128527,0
20908,24675,-0.8306977588035807,-18.695383238233873,-178.46643995162498,4.0,4.0,-1.0,51.934310573749826,-19866793.219103225,-2119104.8456743923,0
20910,24677,-3.0676294178524586,-18.695389485935053,-178.46644043819433,4.0,1.0,-1.0,51.93430784156044,-19866793.273267876,-2119105.5799062476,-1
20911,24678,-0.7033923468582088,-18.695396034541496,-178.466441339635,4.0,4.0,-1.0,51.93430497932332,-19866793.373615794,-2119106.349500617,0
20912,24679,-0.5951455412471205,-18.695396041644813,-178.46644134940152,4.0,4.0,-1.0,51.93430497622012,-19866793.374703,-2119106.3503354033,0
20914,24681,-0.6553164822701092,-18.695402431951962,-178.46644203200538,4.0,4.0,-1.0,51.93430218469348,-19866793.450690113,-2119107.101326416,0
20916,24683,-0.8617135432855321,-18.695402418407987,-178.46644201338347,4.0,4.0,-1.0,51.93430219060792,-19866793.44861713,-2119107.099734723,0
20918,24685,-2.5904388269755145,-18.695408700234157,-178.46644254537068,4.0,1.0,-1.0,51.93429944793024,-19866793.507837676,-2119107.8379770434,0
20920,24687,-0.8837499095589009,-18.695408811717602,-178.4664426993054,4.0,4.0,-1.0,51.93429939926864,-19866793.524973612,-2119107.8510786146,0
20922,24689,-0.8891601040718342,-18.695408811362697,-178.46644269881742,4.0,4.0,-1.0,51.934299399423246,-19866793.52491929,-2119107.8510369062,0
20923,24690,-1.184197380002388,-18.695408792001725,-178.46644267219762,4.0,4.0,-1.0,51.93429940787428,-19866793.521955986,-2119107.848761598,0
20925,24693,-0.6903970206192298,-18.69541521918274,-178.46644340448432,4.0,4.0,-1.0,51.93429660325729,-19866793.60347377,-2119108.604086098,0
20927,24695,-1.7026384057944597,-18.69541515301384,-178.46644331318043,4.0,1.0,-1.0,51.934296632123726,-19866793.593309868,-2119108.5963099054,0
20928,24696,-0.8337829108436381,-18.69541520977349,-178.46644339154733,4.0,4.0,-1.0,51.93429660736183,-19866793.60203363,-2119108.6029803194,0
20930,24698,-0.7231994183364351,-18.695421613016567,-178.4664440892065,4.0,4.0,-1.0,51.93429381469923,-19866793.679696694,-2119109.3554916517,0
20931,24699,-0.7449317491245893,-18.69542161159047,-178.46644408724572,4.0,4.0,-1.0,51.93429381532042,-19866793.67947842,-2119109.355324056,0
20932,24700,-0.9287696436949772,-18.695421599526814,-178.46644407065918,4.0,4.0,-1.0,51.93429382058093,-19866793.677632015,-2119109.353906332,0
20933,24701,-0.7762485069986269,-18.695421609535448,-178.46644408442023,4.0,4.0,-1.0,51.934293816216275,-19866793.67916389,-2119109.3550825506,0
20935,24703,-0.7774337407813618,-18.69542800474512,-178.4664447717357,4.0,4.0,-1.0,51.934291028561354,-19866793.7556755,-2119110.1066498235,0
20936,24704,-0.6620601268564315,-18.6954280123162,-178.46644478214532,4.0,4.0,-1.0,51.93429102526171,-19866793.75683429,-2119110.1075395783,0
20937,24705,-0.9892266911854222,-18.695427990847023,-178.46644475262693,4.0,4.0,-1.0,51.93429103461767,-19866793.75354832,-2119110.1050165133,0
20939,24707,-0.6478007881719351,-18.695428013251934,-178.46644478343188,4.0,4.0,-1.0,51.93429102485425,-19866793.756977513,-2119110.1076495475,0
20940,24708,-0.781596529261833,-18.695428004471964,-178.4664447713601,4.0,4.0,-1.0,51.9342910286805,-19866793.755633686,-2119110.1066177194,0
20942,24710,-0.6334277797918729,-18.69543440997221,-178.46644547201683,4.0,4.0,-1.0,51.93428823804607,-19866793.83363044,-2119110.8593943752,0
20945,24713,-0.7128841108415145,-18.695434404758164,-178.4664454648479,4.0,4.0,-1.0,51.934288240317976,-19866793.832832396,-2119110.858781618,0
20949,24717,-0.781553069784195,-18.69544719231102,-178.46644683271148,4.0,4.0,-1.0,51.93428267377476,-19866793.985102274,-2119112.3615794335,0
20950,24718,-0.9063394494098702,-18.69544718412232,-178.46644682145268,4.0,4.0,-1.0,51.93428267733815,-19866793.983848948,-2119112.3606170947,0
20952,24720,-0.961783214329671,-18.695447180484067,-178.4664468164504,4.0,4.0,-1.0,51.93428267892068,-19866793.9832921,-2119112.360189527,0
20954,24722,-0.7624614632354678,-18.69544719356393,-178.46644683443412,4.0,4.0,-1.0,51.93428267322997,-19866793.985294037,-2119112.3617266775,0
20956,24724,-0.9899728740513184,-18.69544717863419,-178.46644681390697,4.0,4.0,-1.0,51.934282679724674,-19866793.983008966,-2119112.359972128,0
20957,24725,-0.7199789069986764,-18.695453592628297,-178.46644752503258,4.0,4.0,-1.0,51.934279889914244,-19866794.062171105,-2119113.1137470673,0
20958,24726,-0.7654462846803654,-18.69545358964474,-178.46644752093042,4.0,4.0,-1.0,51.93427989121118,-19866794.061714455,-2119113.1133964406,0
20961,24729,-0.9829248632124744,-18.69545997212884,-178.4664481879282,4.0,4.0,-1.0,51.934277116607525,-19866794.135964308,-2119113.863468341,0
20962,24730,-0.7057117606641441,-18.69545999032002,-178.4664482129396,4.0,4.0,-1.0,51.934277108701274,-19866794.138748564,-2119113.865606175,0
20964,24732,-0.6060880784184519,-18.69545999685744,-178.46644822192798,4.0,4.0,-1.0,51.934277105860026,-19866794.139749147,-2119113.8663744545,0
20965,24733,-0.7704738775273654,-18.69545998607013,-178.46644820709633,4.0,4.0,-1.0,51.93427711054756,-19866794.138098095,-2119113.865106725,0
20966,24734,-0.7975677654362698,-18.695459984292206,-178.46644820465184,4.0,4.0,-1.0,51.93427711132063,-19866794.137825973,-2119113.864897783,0
20967,24735,-0.8545944532461363,-18.695466375398453,-178.46644888572206,4.0,4.0,-1.0,51.934274334471404,-19866794.213642366,-2119114.615982991,0
20969,24737,-0.8475220043649188,-18.695466375862654,-178.46644888636033,4.0,4.0,-1.0,51.93427433427041,-19866794.213713415,-2119114.6160375425,0
20971,24739,-0.5305492651280019,-18.695466396406594,-178.46644891493335,4.0,4.0,-1.0,51.93427432534645,-19866794.216894154,-2119114.6184518756,0
20972,24740,-0.679765920150885,-18.695466386871146,-178.46644890149605,4.0,4.0,-1.0,51.93427432948829,-19866794.21539832,-2119114.617331266,0
20977,24745,-0.9217663290021392,-18.69547276821891,-178.46644956593047,4.0,4.0,-1.0,51.93427155837981,-19866794.289362818,-2119115.3672696804,0
20978,24746,-0.8363197943469913,-18.695479171286387,-178.4664502597286,4.0,4.0,-1.0,51.934268779344166,-19866794.366596073,-2119116.119760631,0
20979,24747,-0.8174656527091884,-18.695479172523697,-178.46645026142983,4.0,4.0,-1.0,51.93426877880757,-19866794.366785455,-2119116.1199060427,0
20980,24748,-0.7340096114987773,-18.695479178000095,-178.4664502689594,4.0,4.0,-1.0,51.93426877643196,-19866794.36762364,-2119116.120549629,0
20981,24749,-0.9373081845653816,-18.695479164659407,-178.46645025061702,4.0,4.0,-1.0,51.934268782219995,-19866794.365581777,-2119116.118981828,0
20982,24750,-0.9697006870887891,-18.69547916253369,-178.46645024769435,4.0,4.0,-1.0,51.93426878314313,-19866794.365256425,-2119116.1187320114,0
20983,24751,-0.9935337884664932,-18.695485558421467,-178.46645093142513,4.0,4.0,-1.0,51.934266008726816,-19866794.44136899,-2119116.870379231,0
20984,24752,-0.6636320861741751,-18.69548558007016,-178.4664509611903,4.0,4.0,-1.0,51.93426599933901,-19866794.444682434,-2119116.8729233947,0
20985,24753,-0.7897888958123076,-18.695485571791508,-178.46645094980786,4.0,4.0,-1.0,51.93426600292878,-19866794.443415347,-2119116.8719504843,0
20988,24756,-0.9014002644662468,-18.695485564467386,-178.46645093973774,4.0,4.0,-1.0,51.93426600610474,-19866794.442294344,-2119116.87108975,0
20990,24758,-0.7811923023484724,-18.69549197027239,-178.4664516363049,4.0,4.0,-1.0,51.93426322889628,-19866794.519835845,-2119117.6239024745,0
20992,24760,-0.8183663559034358,-18.69549836645036,-178.46645231853557,4.0,4.0,-1.0,51.93426045736668,-19866794.59578142,-2119118.375583854,0
20993,24761,-1.0489247562045418,-18.695498351320765,-178.4664522977337,4.0,4.0,-1.0,51.93426046392051,-19866794.593465764,-2119118.3738058186,0
20994,24762,-0.9278720116196836,-18.69549835926436,-178.46645230865542,4.0,4.0,-1.0,51.93426046047989,-19866794.59468156,-2119118.374739351,0
20998,24766,-0.8183328064778834,-18.695504764642674,-178.46645300386,4.0,4.0,-1.0,51.93425768646921,-19866794.672071386,-2119119.1275019897,0
21001,24769,-0.6897334670472901,-18.695511171661625,-178.46645370061265,4.0,4.0,-1.0,51.934254913257064,-19866794.749633532,-2119119.8804574623,0
21005,24773,-0.8053216576811337,-18.695511164076585,-178.46645369018384,4.0,4.0,-1.0,51.93425491654035,-19866794.748472605,-2119119.8795660664,0
21008,24776,-1.1894405309858485,-18.695517537427346,-178.46645434045575,4.0,4.0,-1.0,51.93425215939715,-19866794.820860542,-2119120.6285648667,0
21009,24777,-0.9654424564553209,-18.69551755212629,-178.46645436066558,4.0,4.0,-1.0,51.93425215304069,-19866794.82311029,-2119120.630292294,0
21010,24778,-0.8588071927938472,-18.695523958132053,-178.46645505504242,4.0,4.0,-1.0,51.93424938327917,-19866794.900407966,-2119121.3831287515,0
21011,24779,-0.8724742997128487,-18.695523957235185,-178.4664550538093,4.0,4.0,-1.0,51.93424938366661,-19866794.900270697,-2119121.3830233524,0
21012,24780,-1.006624807632761,-18.695523948432005,-178.4664550417057,4.0,4.0,-1.0,51.93424938747194,-19866794.89892333,-2119121.3819887987,0
21013,24781,-0.8906854982053574,-18.695530355258114,-178.4664557367211,4.0,4.0,-1.0,51.93424661886365,-19866794.97629209,-2119122.134921694,0
21015,24783,-0.7202972728412078,-18.695530366439193,-178.4664557520941,4.0,4.0,-1.0,51.93424661403242,-19866794.978003405,-2119122.1362356986,0
21018,24786,-0.961003721745783,-18.695530350643686,-178.46645573037662,4.0,4.0,-1.0,51.934246620856364,-19866794.975585826,-2119122.1343794055,0
21019,24787,-0.7677452666137015,-18.69553676251204,-178.466456432139,4.0,4.0,-1.0,51.934243851578685,-19866795.05370566,-2119122.8879048964,0
21020,24788,-0.7968741310378391,-18.695543160229672,-178.4664571136565,4.0,4.0,-1.0,51.934241089918935,-19866795.12957184,-2119123.6397674168,0
21022,24790,-0.9083939469444432,-18.695543152911576,-178.4664571035947,4.0,4.0,-1.0,51.934241093077624,-19866795.128451765,-2119123.6389073906,0
21023,24791,-0.7729960329968435,-18.69554316179639,-178.46645711581058,4.0,4.0,-1.0,51.93424108924318,-19866795.12981163,-2119123.639951537,0
21024,24792,-0.8555058658816961,-18.695549555973887,-178.466457792278,4.0,4.0,-1.0,51.9342383306157,-19866795.20511564,-2119124.3913980476,0
21025,24793,-0.8362425979560157,-18.695549557237907,-178.46645779401592,4.0,4.0,-1.0,51.934238330070905,-19866795.205309104,-2119124.3915465963,0
21027,24795,-0.6937444161901567,-18.695555966617178,-178.4664584905985,4.0,4.0,-1.0,51.934235566394825,-19866795.28285232,-2119125.1447796547,0
21030,24798,-0.6920579984723645,-18.695568767129352,-178.4664598575345,4.0,4.0,-1.0,51.93423005142995,-19866795.435018938,-2119126.649101533,0
21031,24799,-1.0000499865059282,-18.695568746918624,-178.4664598297464,4.0,4.0,-1.0,51.9342300601329,-19866795.431925584,-2119126.6467263615,0
21032,24800,-0.7361749732838234,-18.69556876423443,-178.4664598535542,4.0,4.0,-1.0,51.934230052675964,-19866795.434575852,-2119126.648761323,0
21033,24801,-0.6637023994217088,-18.695568768990054,-178.46645986009278,4.0,4.0,-1.0,51.93423005062869,-19866795.435303725,-2119126.649320205,0
21034,24802,-0.7746042343528643,-18.695568761712533,-178.46645985008678,4.0,4.0,-1.0,51.934230053762796,-19866795.434189864,-2119126.648464948,0
21035,24803,-0.8036301071247179,-18.695575160890588,-178.46646053059754,4.0,4.0,-1.0,51.93422729900158,-19866795.509943973,-2119127.40049924,0
21036,24804,-1.0506222235633231,-18.69557514468261,-178.4664605083129,4.0,4.0,-1.0,51.93422730597832,-19866795.507463258,-2119127.3985944707,0
21039,24807,-0.6947996528544991,-18.69557516803208,-178.46646054041645,4.0,4.0,-1.0,51.9342272959284,-19866795.51103701,-2119127.4013385107,0
21040,24808,-1.606164227434192,-18.69557510848385,-178.46646045821578,4.0,1.0,-1.0,51.934227321556136,-19866795.501886472,-2119127.394340376,0
21041,24809,-0.7917204638965814,-18.695581562464604,-178.4664612145301,4.0,4.0,-1.0,51.93422454471693,-19866795.586078998,-2119128.1528151343,0
21042,24810,-0.6940651655040712,-18.69558156887277,-178.4664612233408,4.0,4.0,-1.0,51.93422454196116,-19866795.5870598,-2119128.153568224,0
21043,24811,-0.9992276017733276,-18.69558154884768,-178.46646119580797,4.0,4.0,-1.0,51.93422455057407,-19866795.583994858,-2119128.151214867,0
21044,24812,-0.9118719862162834,-18.695581554579984,-178.46646120368942,4.0,4.0,-1.0,51.93422454810934,-19866795.58487222,-2119128.151888531,0
21048,24816,-0.8228634960669297,-18.695587961158505,-178.46646189432968,4.0,4.0,-1.0,51.93422179317714,-19866795.66175394,-2119128.904792585,0
21050,24818,-1.054366033923543,-18.695587945967237,-178.46646187344297,4.0,4.0,-1.0,51.934221799707295,-19866795.659428842,-2119128.903007302,0
21054,24822,-0.7168233369372956,-18.695594369273845,-178.4664625863068,4.0,4.0,-1.0,51.93421903909348,-19866795.73878448,-2119129.6578772767,0
21056,24824,-0.7415568808564785,-18.695594367650852,-178.46646258407532,4.0,4.0,-1.0,51.93421903979106,-19866795.738536075,-2119129.6576865423,0
21057,24825,-0.5331350144781482,-18.695600782424,-178.4664632850368,4.0,4.0,-1.0,51.93421628435954,-19866795.81656675,-2119130.4115536897,0
21058,24826,-0.8886114013855604,-18.695600759097296,-178.46646325296456,4.0,4.0,-1.0,51.934216294376704,-19866795.812996484,-2119130.4088123245,0
