,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,x,y,labels
685,-0.8350565638863827,-18.63944887198494,-178.5221667134919,4.0,1.0,-1.0,52.1232201532157,-19872996.693857815,-2112532.505530342,1
686,-0.505438080449153,-18.639448897038413,-178.52216668402986,4.0,4.0,-1.0,52.123220113938714,-19872996.69057811,-2112532.508473664,1
687,-0.7333397008221709,-18.63945524845554,-178.52216733812395,4.0,1.0,-1.0,52.12321015692305,-19872996.763391532,-2112533.2546481085,1
689,-0.6707147638902597,-18.639455253215502,-178.52216733252638,4.0,1.0,-1.0,52.1232101494611,-19872996.762768414,-2112533.2552073165,1
692,-0.5836005652224685,-18.639461627246497,-178.52216795848287,4.0,1.0,-1.0,52.12320015751993,-19872996.832449574,-2112534.004038501,1
696,-0.5735301853944748,-18.639480738901952,-178.5221698606146,4.0,1.0,-1.0,52.123170201212815,-19872997.04419391,-2112536.249306007,1
706,-0.6515815017598925,-18.639512597202906,-178.52217304390302,4.0,1.0,-1.0,52.1231202758654,-19872997.398555953,-2112539.9920701473,1
710,-0.5214414622843151,-18.639525356570157,-178.52217430440055,4.0,4.0,-1.0,52.12310028426646,-19872997.538873896,-2112541.4910612116,1
717,-0.6501747047364006,-18.63955085295813,-178.52217686311997,4.0,1.0,-1.0,52.123060342399185,-19872997.82370924,-2112544.486418372,1
718,-0.5853020931692754,-18.63955723654585,-178.52217749481713,4.0,1.0,-1.0,52.1230503433826,-19872997.894029446,-2112545.236372719,1
762,-0.8134372192972705,-18.639742457929362,-178.52219612427564,4.0,1.0,-1.0,52.1227604492974,-19872999.96785128,-2112566.9964966574,-1
772,-0.5363496540563801,-18.63977447307991,-178.5221993344945,4.0,4.0,-1.0,52.12271038672361,-19873000.325211212,-2112570.7576935343,-1
803,-0.8085288358246316,-18.63985130533677,-178.52220715730283,4.0,1.0,-1.0,52.12259029713141,-19873001.19604225,-2112579.7840867336,-1
836,-1.8733165231600424,-18.63994100754515,-178.5222164147254,4.0,1.0,-1.0,52.12245018843214,-19873002.226573817,-2112590.3224703977,-1
1000,-1.8709361454961027,-18.640146417302937,-178.5222373222104,4.0,1.0,-1.0,52.122129745101574,-19873004.5539844,-2112614.454414924,-1
1520,-1.6227255162774554,-18.64106007184441,-178.52233548869276,4.0,1.0,-1.0,52.12071104807046,-19873015.48182723,-2112721.792710727,-1
1553,-1.5790326910390604,-18.64109891752961,-178.52233959067576,4.0,1.0,-1.0,52.120650969236976,-19873015.938457888,-2112726.356406468,-1
1573,-1.0319103145444615,-18.64113131487128,-178.52234295262264,4.0,1.0,-1.0,52.12060087837699,-19873016.312708102,-2112730.1625342374,-1
2474,-0.5976170002646768,-18.648086542732447,-178.52306590418817,4.0,4.0,-1.0,52.11016190041801,-19873096.791308247,-2113547.298421843,-1
2515,-0.625287868465648,-18.6481503138354,-178.52307289743433,4.0,4.0,-1.0,52.110069086665135,-19873097.569792848,-2113554.790733366,-1
2553,-0.602964883214895,-18.648201315896095,-178.52307850136611,4.0,4.0,-1.0,52.10999489514916,-19873098.19361968,-2113560.7828432466,-1
2588,-0.5473400359812786,-18.64826505434346,-178.523085517421,4.0,4.0,-1.0,52.10990222367491,-19873098.97464334,-2113568.2713232026,-1
2592,-0.5180934324929467,-18.648271428882857,-178.52308621757305,4.0,4.0,-1.0,52.10989295841182,-19873099.052583907,-2113569.0202529673,-1
2604,-0.5645642231421562,-18.64829054131066,-178.523088330648,4.0,4.0,-1.0,52.10986518204436,-19873099.287810337,-2113571.265727697,-1
2608,-0.5385068621899336,-18.648316027588358,-178.52309114135187,4.0,4.0,-1.0,52.10982814983072,-19873099.600696456,-2113574.260051631,-1
2632,-0.7412248085061037,-18.6484051833308,-178.5231010124112,4.0,1.0,-1.0,52.109698670456055,-19873100.699537754,-2113584.734757543,-1
2647,-0.5265316756580205,-18.648551614453854,-178.5231171798397,4.0,4.0,-1.0,52.109486234454835,-19873102.49928766,-2113601.9386299197,-1
2649,-0.5253996451915555,-18.648577069541027,-178.52311999188206,4.0,4.0,-1.0,52.10944933364408,-19873102.812322788,-2113604.9292939496,-1
