,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface,x,y,labels
100,2206,-1.181452314421205,-18.648947773356262,-178.48115126461772,4.0,4.0,-1.0,POINT (-178.4811512646177 -18.64894777335626),52.558468061650274,-19868430.87497448,-2113648.4825472645,0
101,2207,-1.0694618703411638,-18.648954152782885,-178.48115194460468,4.0,4.0,-1.0,POINT (-178.4811519446047 -18.64895415278288),52.55845664288425,-19868430.950670283,-2113649.232054232,0
108,2214,-1.209635991596398,-18.64900525852321,-178.48115732458308,4.0,4.0,-1.0,POINT (-178.4811573245831 -18.64900525852321),52.55836526868188,-19868431.54956674,-2113655.236373614,0
114,2220,-1.2265535847387443,-18.64904996672235,-178.48116202629336,4.0,4.0,-1.0,POINT (-178.4811620262934 -18.64904996672235),52.55828548135286,-19868432.072958734,-2113660.4890591395,0
115,2221,-1.079622733618146,-18.649056342331193,-178.4811627045811,4.0,4.0,-1.0,POINT (-178.4811627045811 -18.64905634233119),52.5582741145754,-19868432.14846538,-2113661.238118012,0
116,2222,-1.18312665495352,-18.649056349918705,-178.48116269938419,4.0,4.0,-1.0,POINT (-178.4811626993842 -18.6490563499187),52.55827410104939,-19868432.14788686,-2113661.2390094553,0
117,2223,-1.2895383792675272,-18.649062743542675,-178.48116336467868,4.0,4.0,-1.0,POINT (-178.4811633646787 -18.64906274354268),52.55826270498437,-19868432.221947104,-2113661.9901849227,0
118,2224,-1.2467993535715118,-18.64906274040975,-178.48116336682457,4.0,4.0,-1.0,POINT (-178.4811633668245 -18.64906274040975),52.55826271056868,-19868432.222185984,-2113661.989816842,0
121,2228,-1.6303031746226522,-18.649075540879604,-178.48116468827175,4.0,4.0,-1.0,POINT (-178.4811646882717 -18.6490755408796),52.55823990338104,-19868432.36928881,-2113663.4937212793,0
139,2246,-1.3647350972135883,-18.649209586597546,-178.4811786993209,4.0,4.0,-1.0,POINT (-178.4811786993209 -18.64920958659754),52.55800175002696,-19868433.928991668,-2113679.2425211077,1
143,2250,-1.1053100776122118,-18.649235066413926,-178.48118133057167,4.0,4.0,-1.0,POINT (-178.4811813305717 -18.64923506641393),52.55795662196032,-19868434.221901163,-2113682.2361021247,1
147,2254,-1.6168005734163249,-18.649279726223558,-178.4811858795214,4.0,4.0,-1.0,POINT (-178.4811858795214 -18.64927972622356),52.557877632172676,-19868434.72828793,-2113687.483109555,1
148,2255,-1.7720982336782751,-18.64927973760785,-178.48118587172385,4.0,4.0,-1.0,POINT (-178.4811858717239 -18.64927973760785),52.557877612056465,-19868434.727419913,-2113687.484447076,1
149,2256,-1.277671056400396,-18.649292450815143,-178.48118720200162,4.0,4.0,-1.0,POINT (-178.4811872020016 -18.64929245081515),52.55785515149546,-19868434.875505757,-2113688.9781010994,1
150,2257,-1.4268915283097463,-18.649298835736737,-178.48118784690098,4.0,4.0,-1.0,POINT (-178.481187846901 -18.64929883573674),52.557843875410974,-19868434.947295625,-2113689.7282551844,1
151,2258,-1.4785908486189219,-18.64931158839164,-178.4811891486744,4.0,4.0,-1.0,POINT (-178.4811891486744 -18.64931158839164),52.55782136205562,-19868435.092208378,-2113691.2265440132,1
152,2259,-1.2419321091233089,-18.64933069377519,-178.48119111581718,4.0,4.0,-1.0,POINT (-178.4811911158172 -18.64933069377519),52.55778765477226,-19868435.31118971,-2113693.471204882,1
153,2260,-1.646263773228353,-18.64933709780289,-178.48119174696185,4.0,4.0,-1.0,POINT (-178.4811917469619 -18.64933709780289),52.55777636192215,-19868435.381448414,-2113694.2236038814,1
157,2264,-1.5319992359886665,-18.64939445864109,-178.4811976088588,4.0,4.0,-1.0,POINT (-178.4811976088588 -18.64939445864109),52.557675338674024,-19868436.033991795,-2113700.9628385273,1
163,2270,-1.842400820400024,-18.649439101260725,-178.48120214016205,4.0,4.0,-1.0,POINT (-178.481202140162 -18.64943910126073),52.55759687239515,-19868436.53841417,-2113706.207831257,2
165,2272,-1.3073329394150723,-18.64948368446482,-178.48120670813273,4.0,4.0,-1.0,POINT (-178.4812067081328 -18.64948368446482),52.5575186483893,-19868437.04691834,-2113711.4458447234,2
168,2275,-1.3524014060106275,-18.64951556264162,-178.48120994640072,4.0,4.0,-1.0,POINT (-178.4812099464007 -18.64951556264162),52.55746280060521,-19868437.407400683,-2113715.191164521,2
