,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface,x,y,labels
27,119,-1.6197396504349262,-18.633268569993366,-178.52151999669948,4.0,1.0,-1.0,POINT (-178.5215199966995 -18.63326856999337),52.16703231338397,-19872924.701673795,-2111806.447180878,0
28,120,-1.5639034906214049,-18.6332749581521,-178.52152063125095,4.0,1.0,-1.0,POINT (-178.521520631251 -18.6332749581521),52.16700413399486,-19872924.772311736,-2111807.1976444833,0
29,121,-1.824998053569288,-18.633287704593254,-178.52152193563418,4.0,1.0,-1.0,POINT (-178.5215219356342 -18.63328770459325),52.16694791323425,-19872924.917515013,-2111808.6950619896,0
30,122,-1.5365311163258433,-18.63328772684147,-178.5215219091234,4.0,1.0,-1.0,POINT (-178.5215219091234 -18.63328772684147),52.16694781511068,-19872924.91456385,-2111808.6976756505,0
62,156,-5.002837642134726,-18.634557297970932,-178.52165787993297,4.0,1.0,-1.0,POINT (-178.521657879933 -18.63455729797094),52.16138969279382,-19872940.05076513,-2111957.8440284627,1
63,157,-4.601697975949731,-18.63458274722944,-178.5216605973091,4.0,1.0,-1.0,POINT (-178.5216605973091 -18.63458274722944),52.16127911883086,-19872940.35326206,-2111960.833761346,1
64,158,-4.4999544021823965,-18.634608182881568,-178.52166333710957,4.0,1.0,-1.0,POINT (-178.5216633371096 -18.63460818288157),52.16116863703974,-19872940.658255253,-2111963.821896223,1
65,159,-4.3291508791386,-18.634639996338038,-178.52166675050304,4.0,1.0,-1.0,POINT (-178.521666750503 -18.63463999633803),52.16103049925914,-19872941.038232476,-2111967.5592847657,1
453,555,-0.7959536740591137,-18.63881380942434,-178.5221034677238,4.0,1.0,-1.0,POINT (-178.5221034677238 -18.63881380942435),52.14335560374093,-19872989.65337111,-2112457.897525677,2
460,562,-1.0820608275886354,-18.63886486215864,-178.52210879130686,4.0,1.0,-1.0,POINT (-178.5221087913069 -18.63886486215864),52.1431449185875,-19872990.24598967,-2112463.895259328,2
468,570,-0.5747644581785215,-18.638890235361046,-178.52211127225397,4.0,1.0,-1.0,POINT (-178.522111272254 -18.63889023536105),52.14304025761521,-19872990.522167437,-2112466.876132855,2
471,573,-0.5131644037253701,-18.63889657423003,-178.52211189804942,4.0,4.0,-1.0,POINT (-178.5221118980494 -18.63889657423003),52.143014115787075,-19872990.591830667,-2112467.620830675,2
474,576,-1.0092620551596487,-18.638921873792448,-178.52211446775578,4.0,1.0,-1.0,POINT (-178.5221144677558 -18.63892187379245),52.142909799502384,-19872990.87788907,-2112470.593053444,2
480,582,-1.0794305016856132,-18.638972556045932,-178.52211951556112,4.0,1.0,-1.0,POINT (-178.5221195155611 -18.63897255604593),52.14270092252264,-19872991.43980819,-2112476.5472663697,2
481,583,-0.8109622440280267,-18.63898525083423,-178.52212074995475,4.0,1.0,-1.0,POINT (-178.5221207499548 -18.63898525083423),52.142648623987036,-19872991.57722026,-2112478.038665853,2
483,585,-1.2239865307306057,-18.638985218846358,-178.52212078790527,4.0,1.0,-1.0,POINT (-178.5221207879053 -18.63898521884636),52.142648755756454,-19872991.581444893,-2112478.034907876,2
484,586,-0.92737094864438,-18.638997916895477,-178.52212201929436,4.0,1.0,-1.0,POINT (-178.5221220192944 -18.63899791689547),52.14259645200218,-19872991.7185225,-2112479.526690558,2
487,589,-0.7791420989514389,-18.638997928467614,-178.52212200568349,4.0,1.0,-1.0,POINT (-178.5221220056835 -18.63899792846761),52.1425964043392,-19872991.717007343,-2112479.528050065,2
490,592,-0.5735169674302629,-18.639016959201545,-178.52212387406087,4.0,1.0,-1.0,POINT (-178.5221238740608 -18.63901695920155),52.142518031441796,-19872991.924994163,-2112481.7638046793,2
492,594,-0.7526203094506704,-18.63902328228624,-178.52212451925138,4.0,1.0,-1.0,POINT (-178.5221245192514 -18.63902328228624),52.142491995633456,-19872991.99681644,-2112482.506648697,2
498,600,-0.8201471356258946,-18.639054975823004,-178.52212766900257,4.0,1.0,-1.0,POINT (-178.5221276690026 -18.639054975823),52.142361525722656,-19872992.34744514,-2112486.230046047,2
