,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev
609,0.32783924180102986,-18.623786485677954,-178.478529748946,4.0,4.0,-1.0,52.47351409809016,52.9106330871582
610,0.0005210099252508371,-18.623786509030406,-178.47852973294258,4.0,4.0,-1.0,52.473514151886775,52.47420883178711
611,0.20733007930107306,-18.623786494275734,-178.47852974305394,4.0,4.0,-1.0,52.47351411789805,52.74995422363281
612,0.3753215314222871,-18.62379929865357,-178.47853112670055,4.0,4.0,-1.0,52.47354361199359,52.97397232055664
613,0.27176580378181825,-18.623831354702816,-178.4785345622929,4.0,4.0,-1.0,52.473617427232966,52.83597183227539
614,0.22027634290134301,-18.62383776923859,-178.47853524821963,4.0,4.0,-1.0,52.473632193839876,52.767333984375
615,0.3547913400566358,-18.62385699626942,-178.47853732089612,4.0,4.0,-1.0,52.4736764473073,52.94673156738281
616,-1.554761094335845,-18.623863546086813,-178.47853791648043,4.0,1.0,-1.0,52.473691519742715,50.40067672729492
617,0.28069121231874306,-18.623863414623475,-178.47853800616738,4.0,4.0,-1.0,52.47369121723386,52.84794616699219
618,0.34618613462589565,-18.623869822963712,-178.47853869830416,4.0,4.0,-1.0,52.47370596275141,52.93528747558594
619,-0.022776400215207104,-18.62388267803829,-178.47854005855123,4.0,4.0,-1.0,52.47373553801481,52.44336700439453
620,-0.0356924105235521,-18.623908340364775,-178.4785428153565,4.0,4.0,-1.0,52.473794562094554,52.426204681396484
621,0.27276461166025,-18.623933985152473,-178.4785455888946,4.0,4.0,-1.0,52.47385352397123,52.83753967285156
622,-10.139370658849657,-18.6239539864966,-178.4785471497341,0.0,1.0,-1.0,52.47389949540957,38.95473861694336
623,0.02004698544101302,-18.62397251631249,-178.4785497160503,4.0,4.0,-1.0,52.4739420727974,52.50067138671875
624,-0.031678017458034446,-18.624011046259906,-178.4785538544496,4.0,4.0,-1.0,52.47403056950134,52.431793212890625
625,-0.10115719534178425,-18.624023894101118,-178.47855523135465,4.0,4.0,-1.0,52.47406006782876,52.33918380737305
626,-0.2324333154838314,-18.624056020219047,-178.47855867630793,4.0,4.0,-1.0,52.47413380459693,52.164222717285156
627,-0.027723849382482513,-18.6240624301026,-178.4785593766218,4.0,4.0,-1.0,52.47414851263693,52.43718338012695
628,-0.05914360726956147,-18.62406243234445,-178.47855937508564,4.0,4.0,-1.0,52.47414851778194,52.39529037475586
629,-0.11859281043007286,-18.62406243658591,-178.47855937217932,4.0,4.0,-1.0,52.474148527513535,52.31602478027344
630,-0.29428473736243177,-18.624120283303036,-178.47856557588347,4.0,4.0,-1.0,52.474281200109544,52.08190155029297
631,-0.11598862631717566,-18.624120270581713,-178.4785655846001,4.0,4.0,-1.0,52.47428117094569,52.31962966918945
632,-0.10248222636028004,-18.624158836769688,-178.47856972543414,4.0,4.0,-1.0,52.47436956149795,52.33772659301758
633,-0.08870028030855792,-18.62416526468392,-178.47857041600494,4.0,4.0,-1.0,52.47438428894657,52.356117248535156
634,0.10406808163202186,-18.624184538532656,-178.47857249475646,4.0,4.0,-1.0,52.47442844039233,52.61318588256836
635,-0.11062396558190812,-18.6242167057642,-178.47857593206734,4.0,4.0,-1.0,52.474502099779784,52.327003479003906
636,-0.17504155538199484,-18.624236003194348,-178.47857799666969,4.0,4.0,-1.0,52.47454627224761,52.24115753173828
637,-0.0745387154781838,-18.62424885728742,-178.4785793795136,4.0,4.0,-1.0,52.47457568883419,52.37519073486328
638,-0.2847197097330536,-18.624268167948504,-178.47858143573885,4.0,4.0,-1.0,52.474619870952665,52.094993591308594
640,-0.4072111537659566,-18.624274609564313,-178.47858211846798,4.0,4.0,-1.0,52.47463460638846,51.93168640136719
641,-0.13335972558979847,-18.624274590024434,-178.4785821318556,4.0,4.0,-1.0,52.474634561691346,52.29682159423828
642,-0.13216340877693256,-18.624281022502828,-178.4785828204833,4.0,4.0,-1.0,52.47464927485362,52.298431396484375
643,-0.3117527023036928,-18.624281035316827,-178.4785828117039,4.0,4.0,-1.0,52.474649304162085,52.05897903442383
644,-0.3338851687196893,-18.62428746962284,-178.4785834990918,4.0,4.0,-1.0,52.4746640201256,52.029483795166016
645,-0.16103603468036454,-18.62429388969531,-178.47858419585873,4.0,4.0,-1.0,52.474678702164965,52.25996398925781
646,-0.29371720029553217,-18.62431963172325,-178.4785869417239,4.0,4.0,-1.0,52.474737557750814,52.08311462402344
647,-0.37083566882847663,-18.624326070839142,-178.4785876257745,4.0,4.0,-1.0,52.47475227645555,51.98030471801758
648,-0.19115559890497025,-18.624358227988246,-178.4785910718572,4.0,4.0,-1.0,52.474825761511966,52.21995162963867
649,-0.17693134564478896,-18.62439039930244,-178.47859450657546,4.0,4.0,-1.0,52.474899244551125,52.238990783691406
650,0.015250584474415518,-18.62440969082838,-178.478596574792,4.0,4.0,-1.0,52.4749432921526,52.495277404785156
651,-0.1081081570985134,-18.62440969963058,-178.47859656876167,4.0,4.0,-1.0,52.47494331224789,52.3307991027832
652,-0.019144211195680327,-18.624416128362004,-178.4785972590751,4.0,4.0,-1.0,52.47495798797445,52.449432373046875
