,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface,x,y,labels
1,52678,-3.9030903695527694,26.31077978344631,-77.61208996478607,3.0,3.0,-1.0,POINT (-77.61208996478607 26.31077978344631),-32.07055043917535,239224.5674262496,2912737.4403158478,0
3,52680,-3.982649021941022,26.31078612599716,-77.61209065854544,3.0,3.0,-1.0,POINT (-77.61209065854544 26.31078612599716),-32.070528699227,239224.51234916842,2912738.14459108,0
5,52682,-3.95191702980796,26.31078612691476,-77.61209065542545,3.0,3.0,-1.0,POINT (-77.61209065542545 26.31078612691476),-32.070528696081965,239224.5126628372,2912738.144686466,0
10,52696,-3.778138966801435,26.310811517323515,-77.6120933806444,3.0,3.0,-1.0,POINT (-77.6120933806444 26.31081151732351),-32.070441680318254,239224.29737558722,2912740.963925928,0
11,52697,-3.898409015997215,26.31081786144212,-77.61209407861234,3.0,3.0,-1.0,POINT (-77.61209407861234 26.31081786144212),-32.07041994163592,239224.2418817347,2912741.6683834037,0
12,52699,-4.019344730518057,26.310824206112898,-77.6120947766688,3.0,3.0,-1.0,POINT (-77.6120947766688 26.3108242061129),-32.07039820239152,239224.1863802918,2912742.37290225,0
13,52700,-3.973959755729776,26.310824207468112,-77.61209477206098,3.0,3.0,-1.0,POINT (-77.61209477206098 26.31082420746811),-32.07039819774764,239224.18684353947,2912742.373043127,0
16,52705,-3.837556116065733,26.31083055945422,-77.61209544391085,3.0,3.0,-1.0,POINT (-77.61209544391085 26.31083055945422),-32.07037643476724,239224.1339759162,2912743.0783197246,0
17,52707,-3.7223423465859455,26.310836912335844,-77.61209611803852,3.0,3.0,-1.0,POINT (-77.61209611803852 26.31083691233584),-32.07035467004971,239224.08088281102,2912743.7837001625,0
18,52710,-3.8695175133494657,26.310843258044343,-77.61209681884007,3.0,3.0,-1.0,POINT (-77.61209681884007 26.31084325804434),-32.07033293123641,239224.0251095555,2912744.488339557,0
22,52716,-3.8321021504694808,26.31085596099965,-77.61209818682786,3.0,3.0,-1.0,POINT (-77.61209818682786 26.31085596099965),-32.070289418074026,239223.91694630365,2912745.8988291197,0
