,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface,x,y,labels
132,68604,-5.326228452000967,26.35875975855103,-77.55673940038625,2.0,1.0,-1.0,POINT (-77.55673940038625 26.35875975855103),-31.872324313306308,244858.02686681744,2917943.797752959,0
134,68606,-4.984573180879962,26.358766187105036,-77.55674012843909,2.0,1.0,-1.0,POINT (-77.5567401284391 26.35876618710503),-31.87231950172464,244857.96830726016,2917944.5115836686,0
151,68625,-4.944268612530308,26.35881744032597,-77.55674570541981,2.0,1.0,-1.0,POINT (-77.55674570541981 26.35881744032597),-31.87228109604257,244857.52414895824,2917950.202323369,0
158,68637,-5.111620785628304,26.35884306386752,-77.55674847837734,2.0,1.0,-1.0,POINT (-77.55674847837734 26.35884306386752),-31.872261866070403,244857.3036140037,2917953.047322422,0
163,68642,-5.060173139034156,26.358849477307945,-77.55674918047316,2.0,1.0,-1.0,POINT (-77.55674918047316 26.35884947730794),-31.87225704983757,244857.24761273278,2917953.75942694,0
170,68649,-5.140004987089659,26.358868704742754,-77.55675126559956,2.0,1.0,-1.0,POINT (-77.55675126559957 26.35886870474275),-31.872242603451014,244857.08169322932,2917955.8942705877,0
174,68653,-5.636098746049704,26.358875081270124,-77.55675191714272,2.0,1.0,-1.0,POINT (-77.55675191714272 26.35887508127012),-31.872237810055594,244857.03065768725,2917956.6021844796,0
178,68657,-5.153990988934984,26.358881527348448,-77.55675265966643,2.0,1.0,-1.0,POINT (-77.55675265966642 26.35888152734845),-31.87223296314369,244856.97069217043,2917957.3179858397,0
180,68659,-5.097551519037513,26.358881531353283,-77.55675266491285,2.0,1.0,-1.0,POINT (-77.55675266491284 26.35888153135328),-31.87223296013144,244856.970177208,2917957.318440025,0
185,68666,-5.103074014263238,26.358900769322386,-77.5567547580277,2.0,1.0,-1.0,POINT (-77.55675475802768 26.35890076932238),-31.872218487398637,244856.80348350728,2917959.454466877,0
188,68669,-5.970436103903649,26.358907121791635,-77.5567553754787,2.0,1.0,-1.0,POINT (-77.5567553754787 26.35890712179163),-31.872213706006733,244856.7557986562,2917960.1596472617,0
204,68687,-4.985706441997153,26.358958513550075,-77.55676105395143,2.0,1.0,-1.0,POINT (-77.55676105395143 26.35895851355007),-31.87217497998063,244856.3018144692,2917965.86594032,0
205,68688,-5.158812735555569,26.35895850126705,-77.5567610378602,2.0,1.0,-1.0,POINT (-77.5567610378602 26.35895850126705),-31.87217498924656,244856.3033939049,2917965.8645473095,0
225,68713,-5.260216564656207,26.359029103869283,-77.55676871874033,1.0,1.0,-1.0,POINT (-77.55676871874033 26.35902910386928),-31.872121658319887,244855.69171329748,2917973.703681923,0
242,68731,-5.150054526106118,26.35908691448937,-77.55677502766095,1.0,1.0,-1.0,POINT (-77.55677502766095 26.35908691448937),-31.872077879132124,244855.18889458486,2917980.1225387077,1
243,68732,-5.064117681807076,26.35909334479896,-77.55677573586554,1.0,1.0,-1.0,POINT (-77.55677573586553 26.35909334479896),-31.87207300337468,244855.13232093974,2917980.836524751,1
256,68749,-5.089240122033863,26.35913831843259,-77.55678063670605,1.0,1.0,-1.0,POINT (-77.55678063670604 26.35913831843259),-31.872038867753872,244854.74187072951,2917985.8300449303,1
262,68756,-4.852045732768481,26.359157615486016,-77.55678276120871,1.0,1.0,-1.0,POINT (-77.55678276120871 26.35915761548602),-31.872024202490138,244854.57217464148,2917987.9726815894,1
265,68759,-5.278168743692085,26.359157585251218,-77.55678272159858,1.0,1.0,-1.0,POINT (-77.55678272159858 26.35915758525122),-31.872024225476714,244854.57606257178,2917987.9692526744,1
270,68765,-5.718988083054438,26.35917040918684,-77.5567840826273,1.0,1.0,-1.0,POINT (-77.5567840826273 26.35917040918684),-31.8720144734707,244854.46836367916,2917989.393050033,1
