,Height_raw,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,x,y,crs,alg,sea_level,Height_adj
28,-32.09394073486328,26.6005533567307,-78.0000032823536,4.0,4.0,-1.0,-8682920.64726527,3073654.1960088,-0.30623445748725864,52.37927184357079,-32.199430980084585,0.07702114844615501
29,-32.27560806274414,26.600559680938822,-78.00000399993776,4.0,4.0,-1.0,-8682920.727146374,3073654.9833573597,-0.3096123741904213,53.170655021746846,-32.199411531407605,-0.05563305250491689
30,-32.496578216552734,26.600559673095848,-78.00000406336103,4.0,4.0,-1.0,-8682920.73420662,3073654.98238093,-0.31673395132670024,53.17036582379521,-32.19941153851533,-0.2169690550472574
31,-32.147979736328125,26.600591338556356,-78.0000072888289,4.0,4.0,-1.0,-8682921.09326406,3073658.9246545606,-0.2929297283082599,57.12888536822226,-32.19931421281857,0.03748062511260329
32,-32.060855865478516,26.600622994530546,-78.00001058681957,4.0,4.0,-1.0,-8682921.460394703,3073662.865748258,-0.2772749697886221,61.087011107457414,-32.19921682529921,0.10102090485376965
33,-32.11418151855469,26.600648316044982,-78.00001325909035,4.0,4.0,-1.0,-8682921.757870525,3073666.01821753,-0.2685440264846122,64.25347256277395,-32.19913886476663,0.062029549371641915
34,-32.16074752807617,26.6006546453969,-78.0000139365234,4.0,4.0,-1.0,-8682921.833282027,3073666.806207135,-0.2674113011635777,65.04506161575932,-32.19911936813161,0.028016269967541026
35,-32.35803985595703,26.600660969472514,-78.00001465715503,4.0,4.0,-1.0,-8682921.913502373,3073667.5935398964,-0.2711283975707177,65.83646187128649,-32.199099873287864,-0.11604618013267244
36,-32.33020782470703,26.60067996191871,-78.00001664061116,4.0,4.0,-1.0,-8682922.1342997,3073669.9580557034,-0.2622656281369178,68.21124773790463,-32.19904135718566,-0.09576802049257888
37,-32.01064682006836,26.60069896741535,-78.00001854009204,4.0,4.0,-1.0,-8682922.345748944,3073672.3241966586,-0.2439414415618355,70.58674726998763,-32.19898279774821,0.13750895416159134
38,-32.36330032348633,26.600743280056076,-78.00002328644148,4.0,4.0,-1.0,-8682922.874110145,3073677.8410208104,-0.23640407420157228,76.12880983455763,-32.19884607790367,-0.12007228568907068
39,-32.02183532714844,26.600755957374904,-78.00002451540642,4.0,4.0,-1.0,-8682923.010917898,3073679.4193188995,-0.2199648269386838,77.71294081727575,-32.19880697244335,0.12921156202096876
40,-32.466941833496094,26.600768607925705,-78.00002597016378,4.0,4.0,-1.0,-8682923.172860745,3073680.994284603,-0.2288651132065569,79.29618534583011,-32.19876787742249,-0.19580072106957505
41,-32.304290771484375,26.600768613699387,-78.00002592348025,4.0,4.0,-1.0,-8682923.16766396,3073680.9950034125,-0.22362317520239472,79.29639830918659,-32.19876787216302,-0.07704499004669639
42,-31.92281723022461,26.60078762861884,-78.0000278045699,4.0,4.0,-1.0,-8682923.3770659,3073683.3623193167,-0.2031476710690976,81.67286933090124,-32.19870916854281,0.20143581893970552
43,-32.255001068115234,26.600793950381274,-78.00002856339415,4.0,4.0,-1.0,-8682923.461537832,3073684.1493650093,-0.21112418980882985,82.46439494929076,-32.1986896105439,-0.04111444734745079
44,-32.35959243774414,26.6008066153411,-78.00002992052886,4.0,4.0,-1.0,-8682923.612613376,3073685.7261251276,-0.2090345889422025,84.04837472326803,-32.19865046301624,-0.11750788616264705
45,-32.36772918701172,26.60081294971009,-78.00003058645433,4.0,4.0,-1.0,-8682923.68674386,3073686.514740438,-0.20656634687336428,84.84046268829695,-32.198630882533706,-0.12346303285077433
46,-32.2587890625,26.600825623091758,-78.0000318824009,4.0,4.0,-1.0,-8682923.831007972,3073688.09254932,-0.19759582497226624,86.42482771286588,-32.1985917083023,-0.04395164068487986
47,-32.231807708740234,26.60082562404962,-78.0000318746563,4.0,4.0,-1.0,-8682923.830145847,3073688.09266857,-0.19672620879787495,86.42486304530308,-32.19859170742856,-0.024251859140595713
48,-34.235069274902344,26.600844560659368,-78.00003444088794,4.0,1.0,-1.0,-8682924.115817446,3073690.450236264,-0.2531055598713614,88.79900606191765,-32.19853298408821,-1.4869276646548117
49,-32.188594818115234,26.60084463279535,-78.00003385345657,4.0,4.0,-1.0,-8682924.050424885,3073690.459217041,-0.18715104062983556,88.80162193817114,-32.19853291937152,0.007256064013575219
50,-31.90191650390625,26.600863651556423,-78.00003576268072,4.0,4.0,-1.0,-8682924.262958746,3073692.8270127913,-0.16974638598847136,91.1788733839206,-32.19847409334209,0.21652434375191895
51,-32.21883773803711,26.600869977156833,-78.00003651759206,4.0,4.0,-1.0,-8682924.346995093,3073693.614536824,-0.17724310966559997,91.97083298454592,-32.1984544902604,-0.014882334850307238
52,-32.24211120605469,26.600895324130846,-78.00003918042083,4.0,4.0,-1.0,-8682924.643419834,3073696.7701825635,-0.16715887653583295,95.14035439434203,-32.19837600762272,-0.03193219622993475
53,-32.64487075805664,26.600895309832755,-78.0000392960205,4.0,4.0,-1.0,-8682924.656288331,3073696.7684024847,-0.1801391952240774,95.13982691397764,-32.19837602068783,-0.3259973220762304
54,-32.24814987182617,26.600908000723887,-78.00004051075614,4.0,4.0,-1.0,-8682924.791512083,3073698.348392392,-0.1619597865954585,96.72548863056372,-32.19833673985615,-0.03636985224540867
55,-31.9019775390625,26.600927030025346,-78.00004240482666,4.0,4.0,-1.0,-8682925.00235905,3073700.717501712,-0.14274913127171907,99.10388438482885,-32.19827779949275,0.21633646120886837
56,-41.578914642333984,26.600939368901862,-78.00004651195647,4.0,1.0,-1.0,-8682925.459562648,3073702.253666948,-0.4492783576689039,100.6770590720167,-32.198238799579954,-6.849073344120962
57,-47.57780838012695,26.600939157471092,-78.00004823391684,3.0,0.0,-1.0,-8682925.6512504,3073702.227344242,-0.6426131090919363,100.66939403129744,-32.19823898962814,-11.229020224367869
58,-32.269962310791016,26.600939697330332,-78.0000438398992,4.0,4.0,-1.0,-8682925.162110593,3073702.294555631,-0.1492664715074561,100.68899546716659,-32.19823850362662,-0.05236740124305549
59,-32.400821685791016,26.600952373412817,-78.00004520717893,4.0,4.0,-1.0,-8682925.314315477,3073703.872702507,-0.14816683363749483,102.27446469716968,-32.19819918741079,-0.1479399113494729
60,-32.5233154296875,26.600958710165568,-78.00004590736579,4.0,4.0,-1.0,-8682925.392259922,3073704.661615595,-0.14946589066021687,103.06721781756927,-32.198179524541736,-0.2373901090368255
61,-32.47162628173828,26.600965053442355,-78.00004655765989,4.0,4.0,-1.0,-8682925.46465033,3073705.451340956,-0.14515839501218863,103.86024238354678,-32.19815985207026,-0.19966489252455377
62,-32.33768081665039,26.600965058197666,-78.0000465192147,4.0,4.0,-1.0,-8682925.460370632,3073705.4519329835,-0.14084150686560193,103.86041783206421,-32.19815984771762,-0.10186785742111588
63,-32.29735565185547,26.60097774355263,-78.0000478382131,4.0,4.0,-1.0,-8682925.607200861,3073707.0312346155,-0.1342807430577082,105.44651673106773,-32.19812049292787,-0.07245414863531628
64,-32.174259185791016,26.600984089941054,-78.00004846828104,4.0,4.0,-1.0,-8682925.677339703,3073707.8213474997,-0.1276947618940678,106.23970930027633,-32.198100807675296,0.01740738297170422
65,-32.02812194824219,26.600984095129203,-78.00004842633699,4.0,4.0,-1.0,-8682925.672670513,3073707.8219934176,-0.12298499587862288,106.23990072672524,-32.19810080292418,0.12410594526255991
66,-31.915620803833008,26.600996785658676,-78.00004972533169,4.0,4.0,-1.0,-8682925.81727394,3073709.401939526,-0.11414554952103195,107.8264257727304,-32.19806142033003,0.20621717775708812
67,-32.35452651977539,26.600996770076673,-78.00004985130495,4.0,4.0,-1.0,-8682925.83129722,3073709.3999995966,-0.1282906957650809,107.82585084668412,-32.1980614346036,-0.11423919364653101
68,-31.91146469116211,26.600996785806192,-78.00004972413913,4.0,4.0,-1.0,-8682925.817141186,3073709.4019578933,-0.11401164117691209,107.82643121769344,-32.19806142019485,0.2092516626983345
69,-33.89765930175781,26.6010030593854,-78.00005096005816,4.0,1.0,-1.0,-8682925.954723064,3073710.1830063034,-0.17542913882152078,108.61712286612833,-32.19804178842579,-1.2409345766654203
70,-32.01618957519531,26.60102850328633,-78.0000530843437,4.0,4.0,-1.0,-8682926.19119745,3073713.3507229276,-0.10450830968923697,111.79286198990965,-32.197962910515606,0.13271739973574
71,-32.076011657714844,26.601047538414058,-78.00005510115491,4.0,4.0,-1.0,-8682926.415707845,3073715.7205601027,-0.09882668798334038,114.17330330900124,-32.197903755755945,0.08899656416516648
72,-31.93830108642578,26.601053889981998,-78.00005572846365,4.0,4.0,-1.0,-8682926.485539535,3073716.5113183097,-0.09187259752884813,114.96710847869144,-32.19788402368319,0.18952819668442528
73,-31.93916893005371,26.60106023703586,-78.00005639568982,4.0,4.0,-1.0,-8682926.559814813,3073717.301514569,-0.08939560930969392,115.76078398538331,-32.19786429195842,0.18888015503039376
74,-31.836170196533203,26.601060240692583,-78.0000563661278,4.0,4.0,-1.0,-8682926.556523982,3073717.301969824,-0.08607617955989966,115.76091891589074,-32.19786428860364,0.26408218408263107
75,-32.03208541870117,26.601066581704508,-78.00005708953051,4.0,4.0,-1.0,-8682926.637052806,3073718.091413915,-0.08989616391625077,116.55445043536005,-32.19784455758397,0.12102502193843111
76,-32.484676361083984,26.60106656563608,-78.00005721943182,4.0,4.0,-1.0,-8682926.651513353,3073718.089413424,-0.10448238419264477,116.55385751094968,-32.197844572328,-0.20942328586405742
77,-32.324249267578125,26.601066571331703,-78.00005717338698,4.0,4.0,-1.0,-8682926.646387663,3073718.0901225195,-0.09931214764011642,116.55406767988204,-32.19784456710181,-0.09229133157528925
78,-36.26364517211914,26.601079128729403,-78.00005963885752,4.0,1.0,-1.0,-8682926.92084259,3073719.653495111,-0.22131828176769197,118.13665223374173,-32.19780520784095,-2.9685746088657012
79,-32.18086624145508,26.601098319707656,-78.00006047005894,4.0,4.0,-1.0,-8682927.013371507,3073722.042736439,-0.0823973853170159,120.52364546967716,-32.19774582111926,0.012324216407843721
80,-32.429237365722656,26.601104660924904,-78.00006120939132,4.0,4.0,-1.0,-8682927.095673611,3073722.832206354,-0.08797984512973755,121.3173741507959,-32.19772606794394,-0.16903236878224095
81,-32.1980094909668,26.60110466913438,-78.00006114302494,4.0,4.0,-1.0,-8682927.088285739,3073722.833228418,-0.08052776444074716,121.31767709101564,-32.19772606040425,-0.0002069399628971538
82,-32.39478302001953,26.601136416577667,-78.00006454196834,4.0,4.0,-1.0,-8682927.46665439,3073726.785727538,-0.07495556638640721,125.28824141877622,-32.19762720354964,-0.14394854591051748
83,-32.42591857910156,26.60121267837078,-78.00007259167396,4.0,4.0,-1.0,-8682928.36274352,3073736.280186967,-0.048824713636761885,134.8248578392636,-32.197389472349165,-0.16685499420840164
84,-32.635921478271484,26.601231747666308,-78.00007466651975,4.0,4.0,-1.0,-8682928.593714297,3073738.6542817918,-0.04916153055366124,137.21016151461754,-32.197329945999755,-0.32022698822492907
85,-32.10899353027344,26.601250847074365,-78.000076531641,4.0,4.0,-1.0,-8682928.801338645,3073741.032125969,-0.02589878120888578,139.59693960344467,-32.19727035686458,0.06445318760012345
86,-32.76545333862305,26.60125082376634,-78.00007672005539,4.0,4.0,-1.0,-8682928.82231284,3073741.029224161,-0.04705527819501931,139.59607939141137,-32.19727037834562,-0.4148450317495845
87,-32.33986282348633,26.60128901494611,-78.0000806364565,4.0,4.0,-1.0,-8682929.258284615,3073745.7839629943,-0.021247571671072052,144.37069421614487,-32.197151095637246,-0.10419751279004154
88,-32.21488952636719,26.60129538386672,-78.00008127444256,4.0,4.0,-1.0,-8682929.3293049,3073746.5768832504,-0.01526745793092843,145.1667662301626,-32.19713119749952,-0.012965813862719043
89,-32.312381744384766,26.60131447651673,-78.00008332527807,4.0,4.0,-1.0,-8682929.557602864,3073748.9538873844,-0.0126626826691556,147.55470714828866,-32.19707149261304,-0.0841909884695184
90,-32.32918930053711,26.601314475920066,-78.00008333010119,4.0,4.0,-1.0,-8682929.558139771,3073748.9538131002,-0.01320425701723238,147.5546851258953,-32.19707149316378,-0.09646261825189528
91,-32.09061050415039,26.601320850971376,-78.00008393637815,4.0,4.0,-1.0,-8682929.625630213,3073749.747496796,-0.0036370221885153597,148.35117570111518,-32.197051572989096,0.07771536928930833
92,-32.18722915649414,26.601333579917398,-78.00008531404914,4.0,4.0,-1.0,-8682929.778991846,3073751.332230356,-0.003051845635109629,149.9433126000807,-32.19701174507612,0.007142520199658912
93,-32.197750091552734,26.601333579543898,-78.00008531706834,4.0,4.0,-1.0,-8682929.779327942,3073751.332183857,-0.003390862563144026,149.943298816044,-32.19701174542098,-0.0005390855514574407
94,-40.59355163574219,26.601352389606742,-78.00008975402356,4.0,1.0,-1.0,-8682930.273247538,3073753.67400712,-0.2685648019661979,152.32190671664821,-32.1969522220829,-6.130573765618123
95,-32.37586975097656,26.60135904911638,-78.00008807135227,4.0,4.0,-1.0,-8682930.085933426,3073754.503105699,-0.0019626214607004755,153.12900913116556,-32.19693201892712,-0.13064705266241022
96,-32.26995849609375,26.601378165447347,-78.00009007079643,4.0,4.0,-1.0,-8682930.308510533,3073756.8830593997,0.00662140063352723,155.51933264477063,-32.19687216759502,-0.05336221320631134
97,-32.21221160888672,26.601390911920987,-78.00009140864559,4.0,4.0,-1.0,-8682930.45743922,3073758.4699759143,0.011829823513476612,157.1132136474416,-32.196832243903025,-0.011228870981688514
98,-32.09021759033203,26.60139091625259,-78.00009137363166,4.0,4.0,-1.0,-8682930.453541487,3073758.470515194,0.015761435963996817,157.11337352762374,-32.196832239897745,0.07784210505444214
99,-32.10244369506836,26.6014036620227,-78.00009273249051,4.0,4.0,-1.0,-8682930.604808962,3073760.0573443,0.018633578104042314,158.707393669379,-32.19679230112355,0.06888635036746664
100,-32.14692687988281,26.601409696960687,-78.000093184577,4.0,4.0,-1.0,-8682930.655135,3073760.8086850145,0.041190640891249686,159.46008003033833,-32.196773438253004,0.036394257722183174
101,-44.29920959472656,26.601422062142444,-78.00009806026087,3.0,1.0,-1.0,-8682931.197893646,3073762.3481316916,-0.35017548290487,161.04479311982027,-32.196733715731725,-8.836329741072785
102,-31.905649185180664,26.601454491170788,-78.00009797570416,4.0,4.0,-1.0,-8682931.188480835,3073766.385498127,0.04956707548071293,165.0623324440441,-32.196632960469664,0.2124547583043298
103,-32.05447006225586,26.601486491374416,-78.00010149729972,4.0,4.0,-1.0,-8682931.580503061,3073770.369477637,0.04459351839018666,169.06554982843068,-32.19653249111486,0.10372344285308913
104,-31.78746223449707,26.60149930737068,-78.00010281389658,4.0,4.0,-1.0,-8682931.727065952,3073771.965051123,0.052993696736859164,170.66781849089838,-32.19649225823959,0.2986433685078242
105,-32.108970642089844,26.601499295954852,-78.00010290617331,4.0,4.0,-1.0,-8682931.737338152,3073771.9636298693,0.04263220626417308,170.6673971177023,-32.196492268821785,0.06390179670763024
106,-31.68684959411621,26.60151211854118,-78.00010417903376,4.0,4.0,-1.0,-8682931.879032327,3073773.560023988,0.05595763554744693,172.27001181091273,-32.19645201554029,0.37207386964247136
107,-32.03535842895508,26.601544132650165,-78.00010776770348,4.0,4.0,-1.0,-8682932.278521214,3073777.5457367017,0.04371998632726104,176.27567623091628,-32.19635135298308,0.11754508556054637
108,-32.33027267456055,26.601563344798226,-78.00010994809234,4.0,4.0,-1.0,-8682932.52124099,3073779.9376233523,0.033409515274801294,178.67982438224635,-32.19629090144874,-0.09782354770599602
109,-32.03627014160156,26.601569764349208,-78.00011056275216,4.0,4.0,-1.0,-8682932.589664608,3073780.7368489243,0.04258379182503802,179.48192109654445,-32.196270727115554,0.11682055362078222
110,-32.146366119384766,26.601595399597947,-78.00011339220995,4.0,4.0,-1.0,-8682932.904638411,3073783.928403794,0.037677935561553966,182.68897689813093,-32.19619003392125,0.03637772487524681
111,-47.68677520751953,26.601626909188862,-78.00012135414617,2.0,0.0,-1.0,-8682933.790957097,3073787.851307547,-0.46518149510061235,186.67919832848992,-32.19608956984894,-11.310149061922877
112,-31.96026039123535,26.601627463997527,-78.00011684003314,4.0,4.0,-1.0,-8682933.288448334,3073787.9203805234,0.04165145657345448,186.6993599817253,-32.19608906204303,0.17218459416823212
113,-32.1253776550293,26.601627458134793,-78.00011688742403,4.0,4.0,-1.0,-8682933.29372386,3073787.9196506217,0.03633007355655238,186.69914359181774,-32.19608906749319,0.05162822576431867
114,-32.37237548828125,26.60164027581461,-78.00011836003179,4.0,4.0,-1.0,-8682933.457653807,3073789.5154356756,0.02746502575473997,188.30330205551448,-32.196048658059226,-0.12874076590759276
115,-31.997501373291016,26.601640289125115,-78.0001182524373,4.0,4.0,-1.0,-8682933.445676444,3073789.5170928156,0.03954649871107563,188.30379333709172,-32.196048645681834,0.14496448376161397
116,-32.03463363647461,26.601646702122146,-78.00011896424589,4.0,4.0,-1.0,-8682933.524914613,3073790.3155029668,0.037878052095603465,189.10612411249622,-32.19602843022059,0.11783850100516738
117,-32.614463806152344,26.6016466815345,-78.00011913066477,4.0,4.0,-1.0,-8682933.543440279,3073790.312939829,0.019191357699209988,189.10536423515322,-32.19602844936779,-0.30551044470900973
118,-32.17824935913086,26.601646697022918,-78.00011900546512,4.0,4.0,-1.0,-8682933.529503118,3073790.314868121,0.03324966279306096,189.10593590482495,-32.196028434963,0.012980961756509313
119,-32.017005920410156,26.60167236158841,-78.00012176506486,4.0,4.0,-1.0,-8682933.836700356,3073793.5100750355,0.03643705250557261,192.3158747220105,-32.19594752821779,0.13064988245341833
120,-33.468326568603516,26.60171081089298,-78.00012639484095,4.0,1.0,-1.0,-8682934.352084672,3073798.296967622,-0.013686742337288393,197.13017106025566,-32.19582609536884,-0.9290854110842209
121,-32.32198715209961,26.60172368738403,-78.00012747120577,4.0,4.0,-1.0,-8682934.471905055,3073799.900075772,0.022059171592747617,198.737353344296,-32.19578553324092,-0.09214305644913762
122,-32.57292175292969,26.601723678474386,-78.00012754322765,4.0,4.0,-1.0,-8682934.479922494,3073799.8989665294,0.013972044823034935,198.7370245071704,-32.19578554154133,-0.27535687362206124
123,-32.007835388183594,26.601723698538073,-78.00012738104097,4.0,4.0,-1.0,-8682934.461867956,3073799.901464434,0.032183511126227415,198.73776501055363,-32.19578552284976,0.1372272402270817
124,-32.644901275634766,26.601723675918674,-78.00012756388702,4.0,4.0,-1.0,-8682934.482222285,3073799.898648347,0.01165226408916098,198.7369301826941,-32.19578554392224,-0.3279109776374657
125,-32.337528228759766,26.601730105017765,-78.0001281785134,4.0,4.0,-1.0,-8682934.550642181,3073800.6990637654,0.020945291292179036,199.54021080870098,-32.19576526627818,-0.10350479472822235
126,-32.439388275146484,26.601762197307234,-78.00013172368797,4.0,4.0,-1.0,-8682934.94528921,3073804.6945174565,0.014468671449005654,203.5551024047648,-32.195663872071414,-0.17794947191386798
127,-32.40835952758789,26.601762198408935,-78.00013171478216,4.0,4.0,-1.0,-8682934.944297818,3073804.694654615,0.015468679230014715,203.55514306296433,-32.19566387104424,-0.15529458389383433
128,-32.409210205078125,26.60176861897292,-78.00013241858288,4.0,4.0,-1.0,-8682935.022644557,3073805.4940076964,0.01477865826328184,204.35832615781294,-32.195643578200574,-0.15593050179542542
129,-32.191837310791016,26.60177504758807,-78.00013305984967,4.0,4.0,-1.0,-8682935.09403005,3073806.29436318,0.021114188157863367,205.16183387411485,-32.19562327420921,0.002764229525041102
130,-32.22147750854492,26.60177504653573,-78.00013306835646,4.0,4.0,-1.0,-8682935.094977021,3073806.2942321664,0.02015898675630723,205.1617950369755,-32.19562327519067,-0.018876842507682724
131,-32.42103576660156,26.60178146064551,-78.0001338293835,4.0,4.0,-1.0,-8682935.179694163,3073807.092781792,0.013050724978306505,205.964794396346,-32.19560298110146,-0.16459429021335856
132,-36.76516342163086,26.601781307431267,-78.00013507631874,2.0,1.0,-1.0,-8682935.31850236,3073807.0737067866,-0.12695145540073938,205.95923016166049,-32.1956031217357,-3.3363538159716324
133,-31.924612045288086,26.601800743589475,-78.00013579869987,4.0,4.0,-1.0,-8682935.398917459,3073809.4934874196,0.026979351219793557,208.37544832371498,-32.19554203930756,0.19781297544728477
134,-32.16704559326172,26.601800734981847,-78.00013586828206,4.0,4.0,-1.0,-8682935.406663312,3073809.4924157793,0.01916617439839996,208.37513065277625,-32.19554204734009,0.020805995996642762
135,-32.151004791259766,26.601820003356373,-78.0001379762248,4.0,4.0,-1.0,-8682935.641318426,3073811.8913079286,0.017559942816319563,210.78547170470407,-32.19548108694252,0.03247329044434543
136,-32.32731628417969,26.601839266763324,-78.00014013999,4.0,4.0,-1.0,-8682935.882187665,3073814.289582026,0.009708942728817505,213.19579844588665,-32.19542010039211,-0.09630080515665085
137,-32.018714904785156,26.60186497463429,-78.00014286992966,4.0,4.0,-1.0,-8682936.186083158,3073817.4901858084,0.01670442994186061,216.410789597514,-32.19533871279844,0.12895759705153148
138,-32.00557327270508,26.60187139989806,-78.00014357092427,4.0,4.0,-1.0,-8682936.26411752,3073818.290124725,0.016381966665335312,217.21452557909308,-32.19531835882824,0.13853778057451105
139,-32.53058624267578,26.601890656447814,-78.00014583614393,4.0,4.0,-1.0,-8682936.51628062,3073820.687546186,-0.002792418075202363,219.62509568458728,-32.19525729538919,-0.2448323119646844
140,-32.086849212646484,26.601890672202174,-78.00014570878537,4.0,4.0,-1.0,-8682936.50210313,3073820.6895075887,0.01150829210778781,219.62567707243753,-32.195257280658545,0.07915152611126489
141,-32.19724655151367,26.601903519737984,-78.00014715040192,4.0,4.0,-1.0,-8682936.66258315,3073822.289013356,0.006436762503255977,221.23320524201304,-32.19521654475995,-0.0014821602812374608
142,-31.924917221069336,26.60191638161885,-78.00014848230683,4.0,4.0,-1.0,-8682936.810850127,3073823.890305246,0.01369375347044155,222.8413302838744,-32.19517578193587,0.19732274478723064
143,-31.97486686706543,26.601929232291802,-78.00014990677104,4.0,4.0,-1.0,-8682936.969420759,3073825.490201946,0.010560465044882505,224.44906293500566,-32.19513501725994,0.1608234567897789
144,-32.455406188964844,26.60193564249448,-78.00015074987783,4.0,4.0,-1.0,-8682937.063274976,3073826.288266218,-0.0056889895282346,225.25246268068804,-32.19511464233193,-0.19004557066328773
145,-31.884521484375,26.601942089640932,-78.00015129117047,4.0,4.0,-1.0,-8682937.123531397,3073827.0909300004,0.011946657223969481,226.05719180792264,-32.19509423073655,0.22675717124991734
