,Unnamed: 0,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface,x,y,labels
2228,170992,-0.5104685163462674,9.52608731601354,138.18046663305904,3.0,2.0,-1.0,POINT (138.180466633059 9.526087316013541),63.99715943261981,849228.768007698,1054621.1239906745,0
2234,171035,-0.4769209124055167,9.526035628108255,138.18046123024143,3.0,2.0,-1.0,POINT (138.1804612302414 9.526035628108255),64.04109362512827,849228.2268053163,1054615.3955035314,0
2235,171036,-0.4542023799813801,9.52603562744979,138.18046122806575,3.0,2.0,-1.0,POINT (138.1804612280658 9.52603562744979),64.04109419509768,849228.2265668544,1054615.3954284254,0
2240,171051,-0.4847487309932259,9.526003331581895,138.18045784684503,3.0,2.0,-1.0,POINT (138.180457846845 9.526003331581895),64.06950738281012,849227.8878157169,1054611.8161240695,0
2245,171070,-0.6060742698070383,9.525977501870209,138.18045514616696,3.0,2.0,-1.0,POINT (138.180455146167 9.525977501870209),64.0927642993629,849227.6172800262,1054608.953458088,0
2246,171071,-0.4228751151590414,9.5259774965608,138.18045512862312,3.0,2.0,-1.0,POINT (138.1804551286231 9.525977496560799),64.09276913106441,849227.6153571592,1054608.9528524827,0
2249,171080,-0.4293391850655688,9.52596458175064,138.18045377150744,3.0,2.0,-1.0,POINT (138.1804537715074 9.525964581750641),64.10457507148385,849227.4793443904,1054607.521517708,0
2250,171081,-0.5106796264731717,9.525964584108053,138.18045377929707,3.0,2.0,-1.0,POINT (138.1804537792971 9.525964584108051),64.1045729033649,849227.4801981624,1054607.5217866008,0
2255,171100,-0.5558098885991384,9.525945215517796,138.1804517451475,3.0,2.0,-1.0,POINT (138.1804517451475 9.525945215517796),64.12250025197864,849227.276342765,1054605.3751873556,0
2261,171115,-0.506530951816718,9.525919393388303,138.18044901918466,3.0,2.0,-1.0,POINT (138.1804490191847 9.525919393388305),64.14681480824947,849227.0030200023,1054602.513335382,0
2263,171127,-0.6151721626689698,9.525900032010858,138.18044698591746,3.0,2.0,-1.0,POINT (138.1804469859175 9.525900032010858),64.16535609215498,849226.7992540917,1054600.367535677,0
2371,172874,-3.237435886649465,9.52382968341776,138.18023038675662,3.0,2.0,-1.0,POINT (138.1802303867566 9.523829683417761),67.68252323567867,849205.100149042,1054370.9140216773,1
2372,172875,-3.257145795132999,9.523829683989272,138.18023038864396,3.0,2.0,-1.0,POINT (138.180230388644 9.523829683989273),67.68252184614539,849205.1003559022,1054370.914086864,1
2374,172894,-3.096307907315975,9.523804217293696,138.18022786818855,3.0,2.0,-1.0,POINT (138.1802278681886 9.523804217293696),67.74471607804298,849204.8492497267,1054368.0917987565,1
2375,172895,-3.3030320918650315,9.523804223287245,138.18022788798115,3.0,2.0,-1.0,POINT (138.1802278879811 9.523804223287243),67.74470138549805,849204.8514190796,1054368.0924823785,1
2377,172921,-3.213042382934752,9.523778755478467,138.18022537697613,3.0,2.0,-1.0,POINT (138.1802253769761 9.523778755478467),67.80735832080245,849204.6013526437,1054365.2700805818,1
2378,172927,-3.111112325916932,9.52377238551612,138.18022474200052,3.0,2.0,-1.0,POINT (138.1802247420005 9.523772385516121),67.82310189306736,849204.538045036,1054364.564139543,1
2383,172951,-3.2502879826451623,9.523753289373202,138.18022288080448,3.0,2.0,-1.0,POINT (138.1802228808045 9.523753289373202),67.87047111988068,849204.3529147357,1054362.4478824092,1
2389,173004,-3.5752524425852887,9.523683237310047,138.18021604865623,3.0,2.0,-1.0,POINT (138.1802160486562 9.523683237310049),68.04645484685898,849203.6732833514,1054354.6846254314,1
2391,173010,-3.3098246940187552,9.523676858753456,138.180215400075,3.0,2.0,-1.0,POINT (138.180215400075 9.523676858753456),68.06265187263489,849203.6084889623,1054353.977719084,1
2392,173022,-3.318354950981719,9.523664116454546,138.18021415490972,3.0,2.0,-1.0,POINT (138.1802141549097 9.523664116454546),68.09509472548962,849203.4846002178,1054352.5655992094,1
2395,173046,-3.6384626812336234,9.52363863728744,138.1802116949438,3.0,2.0,-1.0,POINT (138.1802116949438 9.523638637287439),68.16031201183796,849203.2401545777,1054349.7419914585,1
2398,173064,-3.2948420682903423,9.52361950846567,138.18020979523718,3.0,2.0,-1.0,POINT (138.1802097952372 9.52361950846567),68.20957740023732,849203.0508243197,1054347.6220771908,1
2400,173078,-3.528403119095086,9.523606767562285,138.18020857352613,3.0,3.0,-1.0,POINT (138.1802085735261 9.523606767562285),68.24253502488136,849202.9295119459,1054346.2101355516,1
2401,173080,-3.540765981188931,9.523606767920814,138.18020857471004,3.0,3.0,-1.0,POINT (138.18020857471 9.523606767920814),68.24253409355879,849202.9296417069,1054346.2101764453,1
2403,173099,-3.3918987523651136,9.523587639400976,138.18020669499617,3.0,3.0,-1.0,POINT (138.1802066949962 9.523587639400976),68.2922311462462,849202.7425084927,1054344.0903158265,1
2406,173117,-3.5142325721410157,9.523568516928677,138.18020484211368,3.0,3.0,-1.0,POINT (138.1802048421137 9.523568516928677),68.3421719186008,849202.5583181649,1054341.9711519293,1
2407,173118,-3.54864749120502,9.523568517926565,138.1802048454087,3.0,3.0,-1.0,POINT (138.1802048454087 9.523568517926563),68.3421693071723,849202.5586793139,1054341.9712657474,1
2408,173128,-3.610222499467541,9.523555767719415,138.18020360866802,3.0,3.0,-1.0,POINT (138.180203608668 9.523555767719417),68.37561222538352,849202.435724359,1054340.5582788012,1
2409,173142,-3.697226450913064,9.523536641135726,138.18020175372305,3.0,3.0,-1.0,POINT (138.180201753723 9.523536641135726),68.42599619552493,849202.2513114196,1054338.4386576123,1
2411,173154,-3.5163200916124864,9.523523880807709,138.1802004944905,3.0,3.0,-1.0,POINT (138.1802004944905 9.523523880807709),68.45975424721837,849202.1258945594,1054337.0245273414,1
2412,173155,-3.6364895375602657,9.523523884292247,138.18020050599634,3.0,3.0,-1.0,POINT (138.1802005059963 9.523523884292247),68.45974500849843,849202.1271556487,1054337.0249247844,1
2414,173163,-3.742825449544518,9.5235047512102,138.18019865367677,3.0,3.0,-1.0,POINT (138.1801986536768 9.523504751210201),68.5105788744986,849201.9430377895,1054334.9045867492,1
2415,173164,-3.5871020619506178,9.523504746694565,138.18019863876637,3.0,3.0,-1.0,POINT (138.1801986387664 9.523504746694563),68.51059089973569,849201.9414035454,1054334.9040717,1
2416,173167,-3.7223330360911393,9.523504750615926,138.1801986517145,3.0,3.0,-1.0,POINT (138.1801986517145 9.523504750615926),68.51058045402169,849201.9428227162,1054334.904518967,1
2417,173173,-3.6944354812521865,9.52349837061106,138.1801980283448,3.0,3.0,-1.0,POINT (138.1801980283448 9.52349837061106),68.52758895233274,849201.8808006693,1054334.1974777686,1
2418,173174,-3.612014669844107,9.52349836822098,138.18019802045288,3.0,3.0,-1.0,POINT (138.1801980204529 9.523498368220981),68.52759533375502,849201.8799356814,1054334.1972051586,1
2420,173202,-3.7798309881876153,9.523466472790522,138.1801949338731,3.0,3.0,-1.0,POINT (138.1801949338731 9.523466472790522),68.61305861920118,849201.5731475858,1054330.6625384146,1
2421,173212,-3.8121381678166952,9.523453711639169,138.1801936962679,3.0,3.0,-1.0,POINT (138.1801936962679 9.523453711639167),68.64745404198766,849201.4501085308,1054329.2483388588,1
2422,173217,-3.7842676654066514,9.523447328586984,138.18019307324388,3.0,3.0,-1.0,POINT (138.1801930732439 9.523447328586984),68.66470177099109,849201.3881275267,1054328.5409606113,1
2425,173233,-4.003323944195559,9.523434570424367,138.1801918537145,3.0,3.0,-1.0,POINT (138.1801918537145 9.523434570424367),68.69926238432527,849201.2670721454,1054327.1271102475,1
2426,173236,-3.687465985697446,9.523434561265054,138.18019182347135,3.0,3.0,-1.0,POINT (138.1801918234713 9.523434561265054),68.69928723946214,849201.2637573703,1054327.126065545,1
2427,173239,-3.692347904662175,9.523428178658811,138.18019120374018,3.0,3.0,-1.0,POINT (138.1801912037402 9.523428178658813),68.7166204676032,849201.2021378162,1054326.4187400043,1
2429,173255,-3.9384381549114487,9.52340903605772,138.18018936694273,3.0,3.0,-1.0,POINT (138.1801893669427 9.523409036057719),68.7687792852521,849201.0197354126,1054324.2973637285,1
2431,173262,-3.910036632307039,9.523402651171114,138.18018874414363,3.0,3.0,-1.0,POINT (138.1801887441436 9.523402651171114),68.78623431548476,849200.9577809502,1054323.589782604,1
2432,173264,-3.899971472315265,9.523402650879175,138.18018874317968,3.0,3.0,-1.0,POINT (138.1801887431797 9.523402650879177),68.78623511642218,849200.9576752987,1054323.589749306,1
2433,173265,-3.9284235176290023,9.523402651704272,138.18018874590405,3.0,3.0,-1.0,POINT (138.180188745904 9.523402651704272),68.78623285889626,849200.9579739003,1054323.5898434154,1
2435,173273,-4.032352204069111,9.52339627072639,138.18018813583492,3.0,3.0,-1.0,POINT (138.1801881358349 9.523396270726391),68.80370609462261,849200.8974146367,1054322.8827079395,1
2438,173284,-3.8236652170225183,9.52338987995054,138.18018749582038,3.0,3.0,-1.0,POINT (138.1801874958204 9.523389879950541),68.82123511657119,849200.8335739616,1054322.1744573498,1
2440,173291,-3.9066139288646617,9.523383497300417,138.1801868837505,3.0,3.0,-1.0,POINT (138.1801868837505 9.523383497300417),68.83877076208591,849200.7727964767,1054321.467134699,1
2441,173293,-4.026741349166044,9.523383500784,138.18018689525283,3.0,3.0,-1.0,POINT (138.1801868952528 9.523383500784),68.83876118436456,849200.7740571816,1054321.4675320326,1
2445,173320,-3.945402148046756,9.52335156816254,138.18018378763935,3.0,3.0,-1.0,POINT (138.1801837876394 9.523351568162539),68.92692651972175,849200.4649944591,1054317.9287262477,1
2447,173322,-3.922829357659441,9.523351567507952,138.18018378547796,3.0,3.0,-1.0,POINT (138.180183785478 9.523351567507952),68.92692833766341,849200.4647575628,1054317.9286515862,1
2448,173327,-3.871012314996393,9.52334517895332,138.18018316058465,3.0,3.0,-1.0,POINT (138.1801831605846 9.523345178953319),68.9446538425982,849200.4025765907,1054317.2206622222,1
2451,173352,-4.046116284606921,9.523306857083274,138.18017945805673,3.0,3.0,-1.0,POINT (138.1801794580567 9.523306857083274),69.0515883602202,849200.034628412,1054312.9738205674,1
2452,173356,-4.182410778778374,9.52330047212019,138.18017885122555,3.0,3.0,-1.0,POINT (138.1801788512255 9.523300472120191),69.06950640305877,849199.9744289948,1054312.2662471274,1
2453,173363,-4.090513275225307,9.523294079729084,138.1801782224911,3.0,3.0,-1.0,POINT (138.1801782224911 9.523294079729085),69.08747426047921,849199.911829683,1054311.5578291065,1
