,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface
6952,0.010736290248244311,-18.723621983807462,-178.4581341530068,4.0,4.0,-1.0,POINT (-178.4581341530068 -18.72362198380746),52.49952029299675
6953,0.25664784032953286,-18.72362835653805,-178.45813485925925,4.0,4.0,-1.0,POINT (-178.4581348592592 -18.72362835653805),52.49952044301244
6956,-0.02625731774370048,-18.7236475576606,-178.45813683258183,4.0,4.0,-1.0,POINT (-178.4581368325818 -18.7236475576606),52.49952092860258
6957,0.1553466550542962,-18.723647543365946,-178.45813685845417,4.0,4.0,-1.0,POINT (-178.4581368584542 -18.72364754336595),52.49952092822059
6958,0.24369892409083405,-18.723653927844683,-178.4581375419931,4.0,4.0,-1.0,POINT (-178.4581375419931 -18.72365392784468),52.49952110084996
6959,-0.19298104431270427,-18.723698736877825,-178.45814219118677,4.0,4.0,-1.0,POINT (-178.4581421911868 -18.72369873687783),52.49952246933026
6960,0.1606987019389667,-18.723698709038395,-178.45814224157397,4.0,4.0,-1.0,POINT (-178.458142241574 -18.72369870903839),52.4995224683953
6963,0.2512065267862383,-18.7237114960617,-178.4581435950881,4.0,4.0,-1.0,POINT (-178.4581435950881 -18.7237114960617),52.49952290924921
6964,-0.024621061622686142,-18.72371151777315,-178.45814355579208,4.0,4.0,-1.0,POINT (-178.4581435557921 -18.72371151777315),52.49952291001682
6965,0.1278463276066909,-18.723730699802896,-178.45814558842477,4.0,4.0,-1.0,POINT (-178.4581455884248 -18.7237306998029),52.499523613361816
6966,0.19516408305572408,-18.723756293079134,-178.45814827937,4.0,4.0,-1.0,POINT (-178.45814827937 -18.72375629307913),52.49952463018417
6967,0.1893875598942534,-18.72375629353389,-178.45814827854693,4.0,4.0,-1.0,POINT (-178.4581482785469 -18.72375629353389),52.49952463019872
6968,0.22564779807066054,-18.723769092527093,-178.45814962443953,4.0,4.0,-1.0,POINT (-178.4581496244395 -18.72376909252709),52.49952517231941
6969,-0.18476887900287445,-18.723833159021304,-178.45815627029845,4.0,4.0,-1.0,POINT (-178.4581562702984 -18.7238331590213),52.49952822284831
6970,-0.3622702394173815,-18.72383317299329,-178.45815624501063,4.0,4.0,-1.0,POINT (-178.4581562450106 -18.72383317299329),52.49952822357227
6971,0.19845079275599684,-18.723833128856246,-178.45815632489408,4.0,4.0,-1.0,POINT (-178.4581563248941 -18.72383312885625),52.499528221276705
6972,-0.15431819057422883,-18.723833156624273,-178.45815627463682,4.0,4.0,-1.0,POINT (-178.4581562746368 -18.72383315662427),52.49952822272098
6974,-0.058008698768131625,-18.7238395548258,-178.45815695888191,4.0,4.0,-1.0,POINT (-178.4581569588819 -18.7238395548258),52.49952855821175
6975,-0.05743519509718926,-18.72384596098129,-178.4581576295069,4.0,4.0,-1.0,POINT (-178.4581576295069 -18.72384596098129),52.49952889973065
6977,-0.17204533684950005,-18.723884413076938,-178.4581616365748,4.0,4.0,-1.0,POINT (-178.4581616365748 -18.72388441307694),52.499531067664066
6978,-0.22816757351878245,-18.723890826598645,-178.45816229927462,4.0,4.0,-1.0,POINT (-178.4581622992746 -18.72389082659864),52.499531448942435
6979,0.017537981482743582,-18.723890807257998,-178.45816233427888,4.0,4.0,-1.0,POINT (-178.4581623342789 -18.723890807258),52.49953144778556
6980,-0.06833981598816671,-18.723922865743955,-178.45816567590785,4.0,4.0,-1.0,POINT (-178.4581656759078 -18.72392286574395),52.49953343793459
6981,-0.07751738210129898,-18.723929278022023,-178.45816634545346,4.0,4.0,-1.0,POINT (-178.4581663454535 -18.72392927802202),52.499533852875174
6982,0.06334177070566799,-18.72392926693424,-178.4581663655209,4.0,4.0,-1.0,POINT (-178.4581663655209 -18.72392926693424),52.499533852154855
6983,-0.05861695478940285,-18.7239292765343,-178.45816634814602,4.0,4.0,-1.0,POINT (-178.458166348146 -18.7239292765343),52.49953385278059
6984,0.05528973189675103,-18.72392926756808,-178.45816636437374,4.0,4.0,-1.0,POINT (-178.4581663643737 -18.72392926756808),52.49953385219487
6985,0.026445801913459313,-18.72393568179917,-178.45816703114605,4.0,4.0,-1.0,POINT (-178.458167031146 -18.72393568179917),52.49953427287983
