,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface
931,-0.036793542594450446,-18.63140748604016,-178.52723676477567,4.0,4.0,-1.0,POINT (-178.5272367647757 -18.63140748604016),52.313214627225534
932,0.014474881939732199,-18.631432975072432,-178.5272394324227,4.0,4.0,-1.0,POINT (-178.5272394324227 -18.63143297507243),52.313380987492565
933,0.15761509592607104,-18.631432980182755,-178.52723941970382,4.0,4.0,-1.0,POINT (-178.5272394197038 -18.63143298018275),52.313381020831
934,-2.236170941381655,-18.63143926760247,-178.52724030010054,4.0,1.0,-1.0,POINT (-178.5272403001005 -18.63143926760247),52.313422023667954
935,0.1474772355277771,-18.631439351677283,-178.52724008819735,4.0,4.0,-1.0,POINT (-178.5272400881973 -18.63143935167728),52.31342257187498
936,-3.2056933123430227,-18.631445604678735,-178.52724105363464,4.0,1.0,-1.0,POINT (-178.5272410536346 -18.63144560467873),52.31346333693364
937,-1.723165558508099,-18.631452027156566,-178.52724158887958,4.0,1.0,-1.0,POINT (-178.5272415888796 -18.63145202715657),52.31350519321859
938,0.05310419810090825,-18.63145846193021,-178.5272420980156,4.0,4.0,-1.0,POINT (-178.5272420980156 -18.63145846193021),52.31354711577296
939,0.11603146154791641,-18.63147757821217,-178.52724409215028,4.0,4.0,-1.0,POINT (-178.5272440921503 -18.63147757821217),52.31367157644854
940,0.1481349293407801,-18.63149669002484,-178.52724608687575,4.0,4.0,-1.0,POINT (-178.5272460868757 -18.63149669002484),52.31379588555137
941,-1.780264959255175,-18.631502991392,-178.52724692367732,4.0,1.0,-1.0,POINT (-178.5272469236773 -18.631502991392),52.31383684473258
942,0.10547429789910781,-18.63150305871645,-178.52724675611827,4.0,4.0,-1.0,POINT (-178.5272467561183 -18.63150305871645),52.31383728227229
943,-0.19691535956916703,-18.631509417974453,-178.52724744821614,4.0,4.0,-1.0,POINT (-178.5272474482161 -18.63150941797445),52.313878604101774
944,0.11505068689782859,-18.631515799005832,-178.5272480855008,4.0,4.0,-1.0,POINT (-178.5272480855008 -18.63151579900583),52.313920053784386
945,0.18745774905421306,-18.631515801590904,-178.52724807906702,4.0,4.0,-1.0,POINT (-178.527248079067 -18.6315158015909),52.31392007058457
946,0.05521972589749341,-18.63152853617913,-178.5272494201474,4.0,4.0,-1.0,POINT (-178.5272494201474 -18.63152853617913),52.31400275065971
947,-2.124926739362296,-18.63153482776038,-178.52725027818923,4.0,1.0,-1.0,POINT (-178.5272502781892 -18.63153482776038),52.314043579062854
948,0.09941912570798124,-18.631541276434042,-178.52725074463578,4.0,4.0,-1.0,POINT (-178.5272507446358 -18.63154127643404),52.314085413119756
949,0.15655815561955116,-18.631547647577253,-178.5272514034198,4.0,4.0,-1.0,POINT (-178.5272514034198 -18.63154764757725),52.31412673052546
950,0.02883964026240973,-18.631547643017363,-178.52725141476847,4.0,4.0,-1.0,POINT (-178.5272514147685 -18.63154764301736),52.31412670097052
951,-2.6205030014564885,-18.631553918402055,-178.52725231390875,4.0,1.0,-1.0,POINT (-178.5272523139087 -18.63155391840206),52.314167384080065
952,0.14169677443815618,-18.631554015993938,-178.527252068369,4.0,4.0,-1.0,POINT (-178.527252068369 -18.63155401599394),52.31416801665182
953,0.03818171988000788,-18.63155401229822,-178.52725207756689,4.0,4.0,-1.0,POINT (-178.5272520775669 -18.63155401229822),52.31416799269937
954,0.07910858519497303,-18.631566751189567,-178.52725340048391,4.0,4.0,-1.0,POINT (-178.5272534004839 -18.63156675118957),52.31425053750718
955,-1.5541588336751464,-18.631579429767736,-178.5272548712242,4.0,1.0,-1.0,POINT (-178.5272548712242 -18.63157942976774),52.314332637470216
956,0.14116129834418506,-18.63157949029482,-178.52725472058518,4.0,4.0,-1.0,POINT (-178.5272547205852 -18.63157949029482),52.31433302928053
957,0.10213829223660506,-18.631585856132833,-178.5272553863993,4.0,4.0,-1.0,POINT (-178.5272553863993 -18.63158585613283),52.314374230722024
958,0.09435084960431203,-18.631585855854745,-178.5272553870914,4.0,4.0,-1.0,POINT (-178.5272553870914 -18.63158585585474),52.31437422893214
959,0.022712504909367676,-18.631585853297103,-178.52725539345684,4.0,4.0,-1.0,POINT (-178.5272553934568 -18.6315858532971),52.314374212379334
960,0.0836896265669673,-18.63159222350334,-178.52725605024395,4.0,4.0,-1.0,POINT (-178.5272560502439 -18.63159222350334),52.31441542849643
961,-1.586126352519761,-18.631592163886584,-178.5272561986169,4.0,1.0,-1.0,POINT (-178.5272561986169 -18.63159216388658),52.3144150428343
962,0.154818843400464,-18.631598593922018,-178.52725670588757,4.0,4.0,-1.0,POINT (-178.5272567058876 -18.63159859392202),52.31445663238992
963,-1.6829006376678604,-18.63159852831058,-178.52725686917972,4.0,1.0,-1.0,POINT (-178.5272568691797 -18.63159852831058),52.314456208085176
964,0.26387146368051384,-18.631604966494375,-178.5272573580176,4.0,4.0,-1.0,POINT (-178.5272573580176 -18.63160496649438),52.314497836596274
965,0.22239971092419078,-18.631604965013704,-178.52725736170262,4.0,4.0,-1.0,POINT (-178.5272573617026 -18.6316049650137),52.314497827021114
966,0.14462395509558817,-18.63161769630451,-178.5272586912255,4.0,4.0,-1.0,POINT (-178.5272586912255 -18.63161769630451),52.31458010509232
967,0.11899353748483844,-18.631636796819013,-178.52726067572345,4.0,4.0,-1.0,POINT (-178.5272606757235 -18.63163679681901),52.31470344339323
968,0.05605682330457465,-18.63164316142706,-178.52726134155984,4.0,4.0,-1.0,POINT (-178.5272613415598 -18.63164316142706),52.3147445145878
969,0.07826806611530307,-18.63166226003791,-178.52726331862056,4.0,4.0,-1.0,POINT (-178.5272633186206 -18.63166226003791),52.31486767752358
970,0.13626519024037473,-18.631694092197485,-178.5272666071298,4.0,4.0,-1.0,POINT (-178.5272666071298 -18.63169409219748),52.315072684657935
972,0.027949171013472406,-18.63170045394249,-178.5272672747213,4.0,4.0,-1.0,POINT (-178.5272672747213 -18.63170045394249),52.31511361517187
973,0.07989405257820108,-18.63170682127671,-178.52726792781635,4.0,4.0,-1.0,POINT (-178.5272679278164 -18.63170682127671),52.31515456804482
974,0.15433229201414458,-18.631713188334235,-178.52726857855728,4.0,4.0,-1.0,POINT (-178.5272685785573 -18.63171318833423),52.31519550555822
975,0.15680431501544903,-18.63172591872991,-178.52726989246918,4.0,4.0,-1.0,POINT (-178.5272698924692 -18.63172591872991),52.31527731590177
976,-0.0022100018949905986,-18.631738642848827,-178.52727121969366,4.0,4.0,-1.0,POINT (-178.5272712196937 -18.63173864284883),52.31535903160693
977,0.021194912506458236,-18.63174500839422,-178.52727187377144,4.0,4.0,-1.0,POINT (-178.5272718737714 -18.63174500839422),52.31539989147859
978,0.10067722298067233,-18.631751375817746,-178.5272725226059,4.0,4.0,-1.0,POINT (-178.5272725226059 -18.63175137581775),52.31544074980775
979,0.05482516641267801,-18.63175773871509,-178.52727318232468,4.0,4.0,-1.0,POINT (-178.5272731823247 -18.63175773871509),52.31548156551435
980,-0.07714357716315541,-18.631757734003333,-178.52727319405068,4.0,4.0,-1.0,POINT (-178.5272731940507 -18.63175773400333),52.315481535297295
981,0.1560173573599795,-18.63175774232804,-178.52727317333327,4.0,4.0,-1.0,POINT (-178.5272731733333 -18.63175774232804),52.31548158868827
982,0.15752972550947464,-18.63175774238209,-178.52727317319878,4.0,4.0,-1.0,POINT (-178.5272731731988 -18.63175774238209),52.31548158903752
983,-0.05147897697439619,-18.63177046348264,-178.52727450225723,4.0,4.0,-1.0,POINT (-178.5272745022572 -18.63177046348264),52.31556314963382
985,0.023558042786763104,-18.631795921873177,-178.5272771134152,4.0,4.0,-1.0,POINT (-178.5272771134152 -18.63179592187318),52.315726211665606
986,-0.013479658290951237,-18.631795920550772,-178.5272771167062,4.0,4.0,-1.0,POINT (-178.5272771167062 -18.63179592055077),52.31572620319639
987,-0.04159544912414334,-18.63182137344529,-178.52727973281827,4.0,4.0,-1.0,POINT (-178.5272797328183 -18.63182137344529),52.31588901280338
988,0.08740242149449991,-18.631827741252994,-178.52728037410034,4.0,4.0,-1.0,POINT (-178.5272803741003 -18.63182774125299),52.315929710552155
989,-4.58470013685144,-18.631833938556703,-178.52728144182234,4.0,1.0,-1.0,POINT (-178.5272814418223 -18.6318339385567),52.31596930552769
990,0.014887690723969378,-18.63183410175959,-178.52728103302383,4.0,4.0,-1.0,POINT (-178.5272810330238 -18.63183410175959),52.31597034807055
991,0.07274578961156764,-18.63184046681652,-178.5272816800988,4.0,4.0,-1.0,POINT (-178.5272816800988 -18.63184046681652),52.31601100107946
992,0.04286346574968104,-18.63185955316113,-178.52728363772204,4.0,4.0,-1.0,POINT (-178.527283637722 -18.63185955316113),52.31613282229955
993,0.07063124061810261,-18.63187227733381,-178.52728493711808,4.0,4.0,-1.0,POINT (-178.5272849371181 -18.63187227733381),52.316213968224474
994,-0.08566072791249792,-18.631872271753316,-178.52728495100544,4.0,4.0,-1.0,POINT (-178.5272849510054 -18.63187227175332),52.31621393264504
995,0.07498730652865156,-18.6318722774893,-178.52728493673112,4.0,4.0,-1.0,POINT (-178.5272849367311 -18.6318722774893),52.31621396922128
996,-4.417683701166964,-18.63187848049621,-178.52728598666167,4.0,1.0,-1.0,POINT (-178.5272859866617 -18.63187848049621),52.31625350799732
997,0.029428932827190786,-18.631885000557666,-178.52728624178255,4.0,4.0,-1.0,POINT (-178.5272862417825 -18.63188500055767),52.31629505382443
998,0.06020827069644493,-18.631885001656624,-178.52728623904775,4.0,4.0,-1.0,POINT (-178.5272862390478 -18.63188500165662),52.316295060823904
1000,-0.05791030611045612,-18.631897720816436,-178.52728754939704,4.0,4.0,-1.0,POINT (-178.527287549397 -18.63189772081644),52.31637606625736
1001,-0.044683351490407815,-18.63189772128876,-178.52728754822164,4.0,4.0,-1.0,POINT (-178.5272875482216 -18.63189772128876),52.31637606926961
1002,-5.491826362881404,-18.631916615614895,-178.52728998048252,4.0,1.0,-1.0,POINT (-178.5272899804825 -18.63191661561489),52.31649630279571
1003,-0.02578805039224307,-18.631916808734346,-178.5272894945965,4.0,4.0,-1.0,POINT (-178.5272894945965 -18.63191680873435),52.31649753109377
1004,-0.08781185594462655,-18.631916806519737,-178.52728950010754,4.0,4.0,-1.0,POINT (-178.5272895001075 -18.63191680651974),52.31649751700752
