,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,geometry,sea_surface
153,0.06309070314203097,-18.625175274730974,-178.48987002226173,4.0,4.0,-1.0,POINT (-178.4898700222617 -18.62517527473097),51.800754338502884
157,0.07147853476844415,-18.625340933712508,-178.48988749267414,4.0,4.0,-1.0,POINT (-178.4898874926741 -18.62534093371251),51.80340722051915
158,0.1752079800403146,-18.62534094124127,-178.48988749272715,4.0,4.0,-1.0,POINT (-178.4898874927271 -18.62534094124127),51.803407340848935
159,0.24426443920897986,-18.625455186784578,-178.48989945369604,4.0,4.0,-1.0,POINT (-178.489899453696 -18.62545518678458),51.80523077848193
160,0.0054327151895137375,-18.625718571131635,-178.48992659409527,4.0,4.0,-1.0,POINT (-178.4899265940953 -18.62571857113164),51.80941559081839
162,0.22966205064001574,-18.626113232192743,-178.48996667954123,4.0,4.0,-1.0,POINT (-178.4899666795412 -18.62611323219274),51.815636640647426
163,-1.381871852814553,-18.62611939237311,-178.4899673122008,4.0,3.0,-1.0,POINT (-178.4899673122008 -18.62611939237311),51.81573327243677
164,-0.07209412560296258,-18.62619486775598,-178.4899749134181,4.0,4.0,-1.0,POINT (-178.4899749134181 -18.62619486775598),51.816916042371304
165,-0.05207848183172783,-18.626238892727958,-178.48997934721461,4.0,4.0,-1.0,POINT (-178.4899793472146 -18.62623889272796),51.8176049508038
166,-0.09493498509583755,-18.626264066593507,-178.48998188147803,4.0,4.0,-1.0,POINT (-178.489981881478 -18.62626406659351),51.817998542202986
167,0.14894386411981406,-18.626301879106503,-178.489985684392,4.0,4.0,-1.0,POINT (-178.489985684392 -18.6263018791065),51.818589283298934
168,0.1522900355385562,-18.62634601913754,-178.48999012362765,4.0,4.0,-1.0,POINT (-178.4899901236276 -18.62634601913754),51.81927818816621
170,0.028325382102022584,-18.626434448177243,-178.489999013962,4.0,4.0,-1.0,POINT (-178.489999013962 -18.62643444817724),51.820656085561495
172,0.09017228799542387,-18.626554842231698,-178.49001111519655,4.0,4.0,-1.0,POINT (-178.4900111151966 -18.6265548422317),51.8225272619311
173,-0.21979239329323447,-18.626567519222707,-178.49001239190335,4.0,4.0,-1.0,POINT (-178.4900123919033 -18.62656751922271),51.82272396700864
174,-0.4000954641006387,-18.62667534050342,-178.4900232459864,4.0,4.0,-1.0,POINT (-178.4900232459864 -18.62667534050342),51.82439451791288
175,-0.5808277793505338,-18.627211914865228,-178.49007754321644,4.0,4.0,-1.0,POINT (-178.4900775432164 -18.62721191486523),51.8326420483063
176,-0.36786690376562187,-18.627484331567267,-178.49010553604612,4.0,4.0,-1.0,POINT (-178.4901055360461 -18.62748433156727),51.83678722467448
177,0.06118728126441113,-18.627523241096608,-178.49010956108583,4.0,4.0,-1.0,POINT (-178.4901095610858 -18.62752324109661),51.83737697203469
178,0.19623205188363033,-18.62755563449305,-178.49011291949503,4.0,4.0,-1.0,POINT (-178.490112919495 -18.62755563449305),51.837867514259415
179,-0.7569781942244415,-18.62758793838541,-178.49011628162745,4.0,4.0,-1.0,POINT (-178.4901162816275 -18.62758793838541),51.8383563022071
180,-0.13353752200581356,-18.627730234253196,-178.4901311220983,4.0,4.0,-1.0,POINT (-178.4901311220983 -18.6277302342532),51.84050462915911
181,0.16513000884644435,-18.627762535560286,-178.49013450441245,4.0,4.0,-1.0,POINT (-178.4901345044125 -18.62776253556029),51.84099122515181
182,0.11402015004054665,-18.627768985477818,-178.49013518122194,4.0,4.0,-1.0,POINT (-178.4901351812219 -18.62776898547782),51.841088340835995
183,-0.7569415634752239,-18.627826964521645,-178.49014127767256,4.0,4.0,-1.0,POINT (-178.4901412776726 -18.62782696452165),51.84196061172406
184,0.19258986651696777,-18.627930554926014,-178.4901521335322,4.0,4.0,-1.0,POINT (-178.4901521335322 -18.62793055492601),51.84351589233847
185,-0.6768602596606108,-18.62794326273728,-178.49015349398204,4.0,4.0,-1.0,POINT (-178.490153493982 -18.62794326273728),51.84370640218549
