,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,x,y,labels
48,-1.973170380690135,-18.62879623755597,-178.4893473823911,4.0,4.0,-1.0,52.131107463967055,-19869343.262631495,-2111281.0565887936,-1
52,-1.1640540952728315,-18.629000805798,-178.48936912996876,4.0,4.0,-1.0,52.131135542557786,-19869345.683560766,-2111305.0880940193,-1
59,-1.3415326387947744,-18.62972876450251,-178.4894452156794,4.0,4.0,-1.0,52.1312280378429,-19869354.15338333,-2111390.6047471855,-1
60,-0.6675524982874776,-18.62992002845819,-178.48946474571414,4.0,4.0,-1.0,52.13125041763851,-19869356.327456854,-2111413.0734634628,-1
62,-0.9832715150160993,-18.63004753497503,-178.48947774421174,4.0,4.0,-1.0,52.13126489274282,-19869357.774442986,-2111428.052294298,-1
63,-0.840192293267819,-18.63005391179681,-178.48947839346502,4.0,4.0,-1.0,52.13126560733235,-19869357.846717533,-2111428.8014118713,-1
64,-0.7861622151850725,-18.630092168985353,-178.48948229204683,4.0,4.0,-1.0,52.13126987578062,-19869358.28070567,-2111433.2956782863,-1
70,-0.602528854219031,-18.630213327869427,-178.48949464318497,4.0,4.0,-1.0,52.1312831825785,-19869359.65562808,-2111447.5288349716,-1
79,-0.8037943942201764,-18.6303345161075,-178.48950701536467,4.0,4.0,-1.0,52.131296171460235,-19869361.032892827,-2111461.7654501754,0
80,-0.5660438933847445,-18.630340896938147,-178.4895076664169,4.0,4.0,-1.0,52.1312968464531,-19869361.105367627,-2111462.515039956,0
81,-0.7626330229477389,-18.630372794355928,-178.4895109280203,4.0,4.0,-1.0,52.1313002073548,-19869361.46844766,-2111466.262198028,0
86,-0.7073938964050512,-18.63039193490684,-178.4895128854852,4.0,4.0,-1.0,52.1313022134359,-19869361.686351653,-2111468.5107399356,0
88,-0.8788970526528601,-18.630417453675204,-178.48951549753343,4.0,4.0,-1.0,52.131304875542355,-19869361.977123532,-2111471.508565228,0
91,-0.8823791227858919,-18.630494030762883,-178.4895233431424,4.0,4.0,-1.0,52.131312778542,-19869362.850492727,-2111480.5044852486,0
92,-0.7882786840489189,-18.63051317897642,-178.4895253069494,4.0,4.0,-1.0,52.13131473465637,-19869363.069102723,-2111482.7539289272,0
95,-0.8932262985861144,-18.630545092103098,-178.4895285832921,4.0,4.0,-1.0,52.13131797697224,-19869363.433823526,-2111486.5029362068,0
96,-0.8365718765409156,-18.63057701035103,-178.48953186245384,4.0,4.0,-1.0,52.131321197529815,-19869363.798858143,-2111490.2525458126,0
97,-1.306220237553589,-18.630577007788,-178.4895318641657,4.0,4.0,-1.0,52.13132119727197,-19869363.799048703,-2111490.2522447193,0
99,-0.8309700092528374,-18.630615315245727,-178.48953580211466,4.0,4.0,-1.0,52.13132503308907,-19869364.237419177,-2111494.752430363,0
100,-0.8657867509824655,-18.630628082453423,-178.48953711640013,4.0,4.0,-1.0,52.13132630436985,-19869364.383724764,-2111496.2522639944,0
105,-0.8948089518422648,-18.63066639414881,-178.48954106313715,4.0,4.0,-1.0,52.13133009781768,-19869364.82307352,-2111500.7529488117,0
107,-0.8454992213343075,-18.630666394444813,-178.48954106296014,4.0,4.0,-1.0,52.131330097846785,-19869364.82305382,-2111500.752983584,0
110,-0.9374081361515891,-18.630685551398926,-178.48954303858275,4.0,4.0,-1.0,52.13133198264222,-19869365.04297912,-2111503.00345635,0
115,-1.0221520502918793,-18.63073025676757,-178.4895476532473,4.0,4.0,-1.0,52.13133634985206,-19869365.556681227,-2111508.2552428795,0
116,-0.8186765635188067,-18.63073664511632,-178.48954831233013,4.0,4.0,-1.0,52.13133697035255,-19869365.630049992,-2111509.005717598,0
117,-0.9810519884853193,-18.63074941856265,-178.48954963298192,4.0,4.0,-1.0,52.131338208361285,-19869365.777064275,-2111510.5062851864,0
119,-0.8842587762725316,-18.630762059023464,-178.4895508339591,4.0,4.0,-1.0,52.13133942996819,-19869365.910756446,-2111511.9912303393,0
123,-0.7480596836716131,-18.63080044070377,-178.48955484534878,4.0,4.0,-1.0,52.13134311786098,-19869366.3573023,-2111516.500140225,0
126,-1.123513872729859,-18.630870812170123,-178.4895622158124,4.0,4.0,-1.0,52.13134979580127,-19869367.17777856,-2111524.767071199,0
128,-0.8471160049634818,-18.630909206392406,-178.48956624173167,4.0,4.0,-1.0,52.131353393580866,-19869367.625941843,-2111529.277457345,-1
130,-1.0390686506684688,-18.630922003378345,-178.4895675857703,4.0,4.0,-1.0,52.13135458557554,-19869367.775559537,-2111530.7807917893,-1
140,-1.173171563018741,-18.631325233379414,-178.48961009120873,4.0,4.0,-1.0,52.13139031075025,-19869372.5072433,-2111578.1505626226,-1
143,-0.7419752199214145,-18.63141483487305,-178.48961955922064,4.0,4.0,-1.0,52.131397766373084,-19869373.561217565,-2111588.676585891,-1
145,-0.8461126980688505,-18.631446830704135,-178.48962294130968,4.0,4.0,-1.0,52.13140038616211,-19869373.937709995,-2111592.435328846,-1
148,-0.9112008314832565,-18.631491621098895,-178.4896276749591,4.0,4.0,-1.0,52.131404015952285,-19869374.464657437,-2111597.6971274344,-1
151,-1.085668999753807,-18.631638750036696,-178.489643213355,4.0,4.0,-1.0,52.13141563044974,-19869376.19438376,-2111614.9812634294,-1
153,-2.2236790657806296,-18.632436482959346,-178.48972642942135,4.0,4.0,-1.0,52.13147036244709,-19869385.45795389,-2111708.696088394,-1
158,-1.3286660029383484,-18.632869532276455,-178.48977078217476,4.0,4.0,-1.0,52.13149424577978,-19869390.395279814,-2111759.5693653626,-1
162,-1.7450618926521884,-18.6329396143319,-178.48977794371598,4.0,4.0,-1.0,52.13149772535917,-19869391.192498937,-2111767.802397849,-1
163,-1.1214399276901759,-18.632965107589726,-178.4897805451667,4.0,4.0,-1.0,52.1314989644593,-19869391.482091103,-2111770.7972711786,-1
167,-1.1872447862369881,-18.633169111474302,-178.48980138590048,4.0,4.0,-1.0,52.1315083681402,-19869393.802070975,-2111794.76306677,-1
169,-1.7941832354686085,-18.633201000999428,-178.48980464782255,4.0,4.0,-1.0,52.131509755852676,-19869394.16518648,-2111798.5093599968,-1
170,-1.6408162636355428,-18.633232899261998,-178.4898079082337,4.0,4.0,-1.0,52.13151112169635,-19869394.52813379,-2111802.2566803764,-1
171,-2.1238178263804457,-18.633258416100873,-178.4898105195756,4.0,4.0,-1.0,52.13151219827614,-19869394.81882704,-2111805.2543291133,-1
176,-2.531318437830123,-18.63403246612857,-178.48989029191975,4.0,4.0,-1.0,52.13153808881907,-19869403.69904377,-2111896.1878322465,-1
178,-2.3085378254284024,-18.634525455603896,-178.4899417091262,4.0,4.0,-1.0,52.13154774835766,-19869409.42278101,-2111954.1032453775,-1
