,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
24083,-0.662966729692755,-18.690974872397067,-178.46796061701178,4.0,4.0,-1.0,51.93864313959034,51.0546875,-19866962.498799752,-2118586.7798534883,0
24100,-0.901867584350498,-18.691006715386234,-178.46796386539734,4.0,4.0,-1.0,51.938699981852096,50.736209869384766,-19866962.860408377,-2118590.5219547017,0
24108,-0.9410777893814952,-18.69101945013114,-178.46796516998734,4.0,4.0,-1.0,51.93872271738496,50.68395233154297,-19866963.005634677,-2118592.018507381,0
24113,-0.8889298021920808,-18.69103217838453,-178.46796648317218,4.0,4.0,-1.0,51.93874544304322,50.75350570678711,-19866963.15181774,-2118593.5142973037,0
24121,-0.7886536872329657,-18.691044905888912,-178.46796780109239,4.0,4.0,-1.0,51.93876816907755,50.887229919433594,-19866963.29852795,-2118595.009999318,0
24122,-0.8118594464547186,-18.69104490744238,-178.46796779885634,4.0,4.0,-1.0,51.938768171851734,50.85628890991211,-19866963.298279032,-2118595.0101818773,0
24125,-1.1012490826888666,-18.69104492681439,-178.4679677709719,4.0,2.0,-1.0,51.93876820644323,50.470436096191406,-19866963.295174953,-2118595.012458424,0
24131,-0.846778126024958,-18.691057645998004,-178.46796910381212,4.0,4.0,-1.0,51.93879091933536,50.80975341796875,-19866963.443546046,-2118596.5071827155,0
24136,-0.7740451404555415,-18.691064009396516,-178.46796976494704,4.0,4.0,-1.0,51.93880228322132,50.906742095947266,-19866963.51714325,-2118597.25499226,0
24154,-0.9176110262549173,-18.691095863831606,-178.46797302167678,4.0,4.0,-1.0,51.93885917595708,50.71537780761719,-19866963.879680745,-2118600.9984405385,0
24228,-0.6468745489160597,-18.691197794854716,-178.4679835155233,4.0,4.0,-1.0,51.93904129918951,51.076541900634766,-19866965.047850393,-2118612.977107331,1
24234,-0.6270361366050565,-18.691210541534048,-178.46798482629376,4.0,4.0,-1.0,51.93906408179828,51.1030158996582,-19866965.193764698,-2118614.4750641985,1
24239,-0.6401739178032244,-18.69121691705357,-178.46798547953406,4.0,4.0,-1.0,51.93907547764388,51.08551025390625,-19866965.266483076,-2118615.224298847,1
24244,-0.6314878146652632,-18.69122329137839,-178.46798613491407,4.0,4.0,-1.0,51.9390868717835,51.097103118896484,-19866965.33943964,-2118615.973393122,1
24245,-0.6152657770814471,-18.691229665464316,-178.46798679105945,4.0,4.0,-1.0,51.939098265926305,51.118743896484375,-19866965.41248141,-2118616.722459356,1
24253,-0.639063660979275,-18.69124879179208,-178.46798875251883,4.0,4.0,-1.0,51.93913245821,51.0870475769043,-19866965.630830072,-2118618.970136512,1
24260,-0.6416613715736617,-18.69126792098912,-178.46799071662653,4.0,4.0,-1.0,51.93916665949405,51.0836181640625,-19866965.84947354,-2118621.2181511135,1
24262,-0.6606299241728948,-18.691274299288303,-178.46799136970017,4.0,4.0,-1.0,51.939178064180396,51.0583381652832,-19866965.922173366,-2118621.967712672,1
24265,-0.7239672253292042,-18.69128068082222,-178.46799201855097,4.0,4.0,-1.0,51.939189475080866,50.973899841308594,-19866965.994403105,-2118622.7176543986,1
24266,-0.7032677224333383,-18.69128067943671,-178.46799202054535,4.0,4.0,-1.0,51.939189472603175,51.00149917602539,-19866965.99462512,-2118622.7174915755,1
24267,-0.6860214745472035,-18.69128067828212,-178.46799202220737,4.0,4.0,-1.0,51.93918947053885,51.02449417114258,-19866965.994810134,-2118622.717355891,1
24271,-0.665951367492255,-18.691287054972637,-178.4679926791976,4.0,4.0,-1.0,51.939200873209074,51.051265716552734,-19866966.067945953,-2118623.466728462,1
24272,-0.8448368434516738,-18.691287066947,-178.46799266196092,4.0,4.0,-1.0,51.93920089462176,50.81275177001953,-19866966.066027176,-2118623.4681356573,1
24273,-0.6387916741969093,-18.69128705315455,-178.46799268181468,4.0,4.0,-1.0,51.93920086995786,51.08747863769531,-19866966.068237286,-2118623.466514806,1
