,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
7208,-0.9759333924830571,-18.63080098227879,-178.52322072188147,4.0,4.0,-1.0,51.9392221234084,50.637977600097656,-19873114.025535032,-2111516.563762068,0
7211,-0.7895895065621517,-18.630807366953526,-178.52322141088092,4.0,4.0,-1.0,51.93924535933547,50.88645935058594,-19873114.1022341,-2111517.3138054917,0
7212,-0.8912674167613659,-18.63080737267206,-178.52322141932916,4.0,4.0,-1.0,51.93924538014471,50.75088882446289,-19873114.103174552,-2111517.3144772802,0
7216,-1.0463325914024608,-18.63082017200389,-178.5232228410972,4.0,4.0,-1.0,51.93929194560042,50.54418182373047,-19873114.261445045,-2111518.818086407,0
7219,-0.927108304680587,-18.63082656123072,-178.52322353563915,4.0,4.0,-1.0,51.93931518260797,50.70317077636719,-19873114.338761102,-2111519.5686646765,0
7220,-0.7454647907943581,-18.63082655101484,-178.5232235205467,4.0,4.0,-1.0,51.93931514545693,50.94536209106445,-19873114.33708102,-2111519.5674645584,0
7221,-0.8412575758729872,-18.630826556402354,-178.52322352850595,4.0,4.0,-1.0,51.93931516504745,50.8176383972168,-19873114.33796704,-2111519.5680974605,0
7224,-0.6549565926634386,-18.63083294211575,-178.52322421745723,4.0,4.0,-1.0,51.93933838413068,51.066062927246094,-19873114.414660744,-2111520.3182630134,0
7225,-0.9412162877461014,-18.630832958215592,-178.52322424124233,4.0,4.0,-1.0,51.93933844266212,50.684383392333984,-19873114.41730849,-2111520.320154354,0
7226,-0.6449830651317825,-18.6308329415548,-178.52322421662853,4.0,4.0,-1.0,51.93933838208977,51.07936096191406,-19873114.414568495,-2111520.3181971167,0
7227,-0.9647110118094133,-18.63083295953687,-178.52322424319433,4.0,4.0,-1.0,51.93933844746789,50.65305709838867,-19873114.417525783,-2111520.320309573,0
7230,-0.8737250195990782,-18.630839350870065,-178.5232249400452,4.0,4.0,-1.0,51.93936168181244,50.77439498901367,-19873114.495098867,-2111521.071135343,0
7234,-1.3771337978805605,-18.630845775415438,-178.52322568620806,4.0,1.0,-1.0,51.939385031695565,50.103206634521484,-19873114.57816134,-2111521.8258627625,0
7238,-0.8661578818437192,-18.630845746677263,-178.52322564375166,4.0,4.0,-1.0,51.93938492725647,50.784507751464844,-19873114.573435113,-2111521.8224867284,0
7243,-0.6586054727922601,-18.630858529675553,-178.52322703525294,4.0,4.0,-1.0,51.93943137135648,51.0612907409668,-19873114.728336327,-2111523.3241774025,0
7246,-0.9082786616500016,-18.630864941202884,-178.5232277602989,4.0,4.0,-1.0,51.93945465840443,50.728416442871094,-19873114.809048075,-2111524.077375606,0
7249,-1.3044190787968546,-18.630871361295863,-178.5232284974821,4.0,1.0,-1.0,51.93947797135479,50.200252532958984,-19873114.891110934,-2111524.831580094,0
7251,-0.7682778556654739,-18.630877729143425,-178.52322915716255,4.0,4.0,-1.0,51.93950108945501,50.915130615234375,-19873114.964546222,-2111525.579647044,0
7252,-1.1744373187957535,-18.63087775198667,-178.52322919091017,4.0,1.0,-1.0,51.93950117237546,50.37358474731445,-19873114.968302995,-2111525.582330569,0
7255,-0.7181758641800116,-18.630884124107766,-178.52322985713474,4.0,4.0,-1.0,51.939524300840276,50.981956481933594,-19873115.04246677,-2111526.330899584,0
7261,-0.7464663984856088,-18.63090332201713,-178.52323197177495,4.0,4.0,-1.0,51.93959395123602,50.944305419921875,-19873115.27786744,-2111528.5861864802,0
7264,-0.7611637142763357,-18.630909722128823,-178.52323267699168,4.0,4.0,-1.0,51.9396171606204,50.92473220825195,-19873115.356371813,-2111529.338043822,0
7269,-0.9718702004711304,-18.63092893336478,-178.52323480614245,4.0,4.0,-1.0,51.93968679724276,50.64385986328125,-19873115.59338779,-2111531.5948966066,0
7277,-0.7136868243060235,-18.630960922403805,-178.52323830271948,4.0,4.0,-1.0,51.93980264725178,50.98822021484375,-19873115.982624967,-2111535.352830912,0
7281,-0.9073497072176906,-18.630967334855715,-178.52323902220246,4.0,4.0,-1.0,51.939825854740775,50.73002624511719,-19873116.06271744,-2111536.1061381847,0
7284,-0.9493812033051654,-18.630973737120687,-178.52323972879503,4.0,4.0,-1.0,51.93984902017837,50.674007415771484,-19873116.14137497,-2111536.8582487702,0
7289,-0.895746000377585,-18.630986537987727,-178.52324113064813,4.0,4.0,-1.0,51.93989532228079,50.745567321777344,-19873116.29742854,-2111538.362039718,0
7292,-0.8706464392889757,-18.6309929391261,-178.52324183160928,4.0,4.0,-1.0,51.93991846812423,50.779056549072266,-19873116.37545918,-2111539.1140180393,0
7293,-0.7767390687049556,-18.63099293384451,-178.5232418238064,4.0,4.0,-1.0,51.93991844902848,50.904266357421875,-19873116.374590565,-2111539.11339758,0
7294,-0.795819233664588,-18.630992934917575,-178.5232418253917,4.0,4.0,-1.0,51.939918452910206,50.87882614135742,-19873116.374767043,-2111539.1135236397,0
7296,-0.7704734274911971,-18.63099293349208,-178.52324182328576,4.0,4.0,-1.0,51.93991844775519,50.912620544433594,-19873116.37453261,-2111539.1133561786,0
7300,-0.6898328162033067,-18.630999331751564,-178.52324251953803,4.0,4.0,-1.0,51.93994157801717,51.020164489746094,-19873116.45203906,-2111539.864996327,0
7304,-0.6147109251742222,-18.630999327526578,-178.5232425132961,4.0,4.0,-1.0,51.93994156274857,51.12032699584961,-19873116.45134421,-2111539.8644999946,0
7305,-0.7863809113705429,-18.630999337181766,-178.52324252756046,4.0,4.0,-1.0,51.9399415976477,50.89143371582031,-19873116.45293211,-2111539.865634245,0
7309,-0.6654170319789046,-18.631005732940263,-178.52324322031333,4.0,4.0,-1.0,51.93996471369974,51.05274200439453,-19873116.53004901,-2111540.616980618,0
7311,-0.8558181382750263,-18.63100574364903,-178.5232432361342,4.0,4.0,-1.0,51.939964752400556,50.79887390136719,-19873116.53181018,-2111540.618238637,0
7315,-0.6760144525987926,-18.63101213777223,-178.5232439240554,4.0,4.0,-1.0,51.93998785737131,51.03863525390625,-19873116.608389217,-2111541.3693929305,0
7316,-1.0154691552097574,-18.631012156864227,-178.52324395226148,4.0,4.0,-1.0,51.939987926347385,50.586029052734375,-19873116.611529104,-2111541.371635776,0
7320,-0.812250664158455,-18.631012145434653,-178.5232439353757,4.0,4.0,-1.0,51.939987885056325,50.85698699951172,-19873116.609649386,-2111541.3702930775,0
7330,-0.7117175272660461,-18.631024946591015,-178.52324533217345,4.0,4.0,-1.0,51.9400341261171,50.9910774230957,-19873116.7651402,-2111542.874118355,0
7333,-0.8401547667799605,-18.631031357818184,-178.52324604528636,4.0,4.0,-1.0,51.94005727733747,50.81985092163086,-19873116.844523568,-2111543.627282036,0
7346,-0.8878660315131128,-18.631063383654652,-178.523249559679,4.0,4.0,-1.0,51.94017284629808,50.756351470947266,-19873117.235743966,-2111547.3895414155,0
7347,-0.9727239850981277,-18.631063388427364,-178.52324956673013,4.0,4.0,-1.0,51.940172863513,50.64320755004883,-19873117.236528892,-2111547.3901020945,0
7355,-0.9398683069975959,-18.631076198110375,-178.52325096738338,4.0,4.0,-1.0,51.940219052477914,50.68706130981445,-19873117.392448902,-2111548.894929499,0
7359,-0.8181090241978382,-18.631082596654785,-178.52325165868314,4.0,4.0,-1.0,51.9402421164923,50.849430084228516,-19873117.469404038,-2111549.6466034874,0
7363,-1.021221805706773,-18.631089014175124,-178.52325237689533,4.0,4.0,-1.0,51.94026524370929,50.578636169433594,-19873117.549355052,-2111550.4005067176,0
7366,-0.8800732170529955,-18.631089006236373,-178.52325236516677,4.0,4.0,-1.0,51.940265215103864,50.7668342590332,-19873117.54804944,-2111550.3995741075,0
7368,-0.7570751058783571,-18.63109540564031,-178.5232530561441,4.0,4.0,-1.0,51.94028827186776,50.93085479736328,-19873117.62496868,-2111551.151349127,0
7369,-0.9313200130318364,-18.631095415440498,-178.52325307062273,4.0,4.0,-1.0,51.940288307170704,50.69852828979492,-19873117.626580436,-2111551.152500412,0
7370,-0.9545028855145574,-18.631095416744355,-178.52325307254907,4.0,4.0,-1.0,51.94028831187097,50.66761779785156,-19873117.626794875,-2111551.152653583,0
7376,-0.9590921088583855,-18.63110182354761,-178.5232537739876,4.0,4.0,-1.0,51.94031139009894,50.661521911621094,-19873117.704878654,-2111551.90529787,0
7381,-0.8357336361468697,-18.631114629885918,-178.52325516536675,4.0,4.0,-1.0,51.94035750485273,50.826045989990234,-19873117.85976627,-2111553.409732697,0
7387,-0.7736060796387392,-18.631133544867698,-178.523257149957,4.0,4.0,-1.0,51.940425578515715,50.90895080566406,-19873118.08068985,-2111555.631785502,0
