,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
21884,-3.3000235830593283,-18.69157967204356,-178.4660379415037,4.0,1.0,-1.0,51.93279587889356,47.53276443481445,-19866748.467541236,-2118657.854378204,0
21890,-2.8112579335133887,-18.69159871477746,-178.4660400312784,4.0,1.0,-1.0,51.932784524144154,48.18444061279297,-19866748.70017389,-2118660.0922362474,0
21904,-2.951945939635607,-18.69161138068643,-178.46604138298312,4.0,1.0,-1.0,51.932776979572736,47.996849060058594,-19866748.85064497,-2118661.580704716,0
21905,-3.270357807165965,-18.69161769823381,-178.4660420366768,4.0,1.0,-1.0,51.93277321879941,47.572296142578125,-19866748.92341382,-2118662.3231283827,0
21908,-3.111156246237897,-18.691630385578254,-178.46604341616458,4.0,1.0,-1.0,51.93276567084649,47.7845573425293,-19866749.076977693,-2118663.814116063,0
21909,-1.8520772644224053,-18.69163680692057,-178.46604421249984,4.0,1.0,-1.0,51.93276185305149,49.46332550048828,-19866749.16562533,-2118664.56873756,0
21911,-2.016322874696016,-18.69163679614356,-178.46604419767837,4.0,1.0,-1.0,51.93276185945797,49.24433135986328,-19866749.16397541,-2118664.5674710693,0
21914,-1.4868247590402461,-18.69163683063039,-178.4660442454346,4.0,1.0,-1.0,51.93276183895796,49.9503288269043,-19866749.16929161,-2118664.5715238824,0
21919,-1.5776337017505284,-18.691649504212364,-178.46604560312676,4.0,1.0,-1.0,51.932754308632866,49.82924270629883,-19866749.32042921,-2118666.0608943994,0
21923,-2.0249404232909,-18.691662156336722,-178.46604692915855,4.0,1.0,-1.0,51.93274679729802,49.232826232910156,-19866749.468042392,-2118667.5477433754,0
21926,-1.5178384352007015,-18.691668530682865,-178.4660476582597,4.0,1.0,-1.0,51.932743015326196,49.908958435058594,-19866749.54920556,-2118668.296842127,0
21927,-1.7553948996553572,-18.69166851509549,-178.46604763682285,4.0,1.0,-1.0,51.93274302457303,49.59221649169922,-19866749.546819225,-2118668.295010335,0
21929,-1.79675388907458,-18.691674853606198,-178.46604831651476,4.0,1.0,-1.0,51.93273926542952,49.53706741333008,-19866749.62248218,-2118669.039897815,0
21933,-2.0264111102819697,-18.69168118039261,-178.46604897934793,4.0,1.0,-1.0,51.93273551479979,49.23085403442383,-19866749.69626843,-2118669.7834075126,0
21935,-2.2131386819808085,-18.691687510160286,-178.46604964613547,4.0,1.0,-1.0,51.93273176396269,48.98188018798828,-19866749.770494882,-2118670.527267586,0
21937,-1.5205479482863211,-18.691687555605466,-178.46604970863433,4.0,1.0,-1.0,51.93273173703801,49.90533447265625,-19866749.777452223,-2118670.5326082017,0
21939,-2.1241837971895166,-18.691693858659935,-178.46605033792977,4.0,1.0,-1.0,51.93272800359318,49.10048294067383,-19866749.84750507,-2118671.273329029,0
21943,-1.5529491218162548,-18.691700239217464,-178.4660510733467,4.0,1.0,-1.0,51.932724225816855,49.862125396728516,-19866749.92937131,-2118672.023157871,0
21947,-1.2658054517253277,-18.691706601059586,-178.4660517831769,4.0,4.0,-1.0,51.932720460698874,50.24497985839844,-19866750.008389246,-2118672.770787345,0
21949,-1.6818411158865274,-18.69170657401696,-178.46605174565966,4.0,1.0,-1.0,51.932720476699615,49.69026565551758,-19866750.004212845,-2118672.7676093564,0
21950,-1.4046824168549392,-18.691712936336756,-178.46605245476385,4.0,1.0,-1.0,51.93271671287039,50.05980682373047,-19866750.083149962,-2118673.5152949975,0
21954,-1.3293345615422822,-18.691719285701737,-178.46605314573227,4.0,4.0,-1.0,51.93271295827708,50.1602668762207,-19866750.160068218,-2118674.261458242,0
21956,-1.4554485052026394,-18.69172562197184,-178.46605381858615,4.0,1.0,-1.0,51.93270921299154,49.99211120605469,-19866750.234969966,-2118675.006082637,0
21960,-2.371055983996712,-18.691725562405004,-178.46605373601372,4.0,1.0,-1.0,51.93270924819353,48.77130126953125,-19866750.225778047,-2118674.999082472,0
21966,-1.0684380192299159,-18.691738338020635,-178.4660552222811,4.0,4.0,-1.0,51.93270170142114,50.50811767578125,-19866750.391228575,-2118676.5004445394,0
21967,-1.2177290620820713,-18.6917383282246,-178.4660552088093,4.0,4.0,-1.0,51.932701707206434,50.30906295776367,-19866750.3897289,-2118676.4992933306,0
21970,-1.3862290647944064,-18.691744663288,-178.46605587813787,4.0,1.0,-1.0,51.9326979673333,50.08439254760742,-19866750.464238215,-2118677.2437759987,0
21973,-1.255689219095757,-18.69175101843028,-178.4660565745388,4.0,4.0,-1.0,51.932694217176504,50.25844192504883,-19866750.541761212,-2118677.990618322,0
21975,-1.4619232033548997,-18.691751004897682,-178.46605655592845,4.0,1.0,-1.0,51.93269422516005,49.983463287353516,-19866750.53968952,-2118677.989028,0
21976,-1.6165243048376396,-18.691750995009468,-178.466056542003,4.0,1.0,-1.0,51.93269423099446,49.77732849121094,-19866750.538139343,-2118677.9878659584,0
21978,-1.3599621178038888,-18.691757358390618,-178.4660572498111,4.0,4.0,-1.0,51.93269047754711,50.119407653808594,-19866750.61693218,-2118678.7356765224,0
21984,-1.5399548528321247,-18.691763694342367,-178.46605791838545,4.0,1.0,-1.0,51.93268674184583,49.87941360473633,-19866750.691357534,-2118679.4802636704,0
21985,-1.556660366316919,-18.69176369324626,-178.46605791687807,4.0,1.0,-1.0,51.93268674249157,49.857139587402344,-19866750.691189736,-2118679.4801348583,0
21986,-1.1723763358120323,-18.691763718205795,-178.46605795152976,4.0,4.0,-1.0,51.93268672777867,50.3695182800293,-19866750.695047148,-2118679.483068048,0
21989,-1.4910084707967144,-18.691763697554272,-178.4660579228025,4.0,1.0,-1.0,51.93268673995226,49.94467544555664,-19866750.69184924,-2118679.4806411252,0
21990,-1.4879414541064762,-18.691763697755384,-178.46605792307906,4.0,1.0,-1.0,51.932686739834026,49.94876480102539,-19866750.69188003,-2118679.48066476,0
21995,-1.354695084588002,-18.69177005209293,-178.46605861972145,4.0,4.0,-1.0,51.93268299486408,50.12642288208008,-19866750.769429903,-2118680.227412594,0
21997,-1.4980037281566183,-18.6917700429457,-178.4660586068151,4.0,1.0,-1.0,51.932683000253746,49.93534469604492,-19866750.767993174,-2118680.226337634,0
22001,-2.8744991853411648,-18.69177630133546,-178.4660591675814,4.0,1.0,-1.0,51.93267931336504,48.100013732910156,-19866750.830417395,-2118680.96180992,0
22004,-1.3173989015544976,-18.69178275169928,-178.46605999304776,4.0,4.0,-1.0,51.932675514979564,50.176143646240234,-19866750.92230789,-2118681.7198426104,0
22006,-1.3706968996204978,-18.691782748201977,-178.46605998823824,4.0,4.0,-1.0,51.93267551703957,50.105079650878906,-19866750.921772495,-2118681.719431616,0
22015,-1.2069319992631335,-18.691789108374905,-178.46606068812542,4.0,4.0,-1.0,51.932671773350194,50.323429107666016,-19866750.99968358,-2118682.466865295,0
22016,-1.2055129318393938,-18.691789108468043,-178.46606068825352,4.0,4.0,-1.0,51.932671773295624,50.325321197509766,-19866750.999697838,-2118682.466876241,0
22018,-0.8162850534401969,-18.691789134008285,-178.46606072337656,4.0,4.0,-1.0,51.932671758265315,50.84429168701172,-19866751.00360772,-2118682.469877676,0
22023,-1.4770097714178974,-18.691795440592045,-178.46606134893793,4.0,1.0,-1.0,51.932668047681545,49.963321685791016,-19866751.073244892,-2118683.2110136994,0
22029,-0.8727732108661712,-18.691801831111732,-178.46606208877165,4.0,4.0,-1.0,51.932664289292916,50.76896667480469,-19866751.155602805,-2118683.9620137205,0
22030,-1.3141861493591023,-18.691801802146827,-178.46606204893916,4.0,4.0,-1.0,51.932664306323204,50.180416107177734,-19866751.151168674,-2118683.9586098283,0
22034,-1.357296105384421,-18.691808150001094,-178.46606273035215,4.0,4.0,-1.0,51.93266057459459,50.12293243408203,-19866751.22702322,-2118684.704595932,0
22035,-1.2132779280016166,-18.691808159451192,-178.46606274334786,4.0,4.0,-1.0,51.93266056904122,50.31495666503906,-19866751.228469893,-2118684.7057064855,0
22038,-0.7403852149288923,-18.691814541908364,-178.46606347141875,4.0,4.0,-1.0,51.93265681855428,50.94547653198242,-19866751.30951838,-2118685.455759074,0
