,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
7042,-3.2484618866095616,-18.724424302239438,-178.45821768714296,4.0,1.0,-1.0,52.500010390235275,48.16872787475586,-19865877.92080792,-2122518.0536818686,0
7044,-2.4652191821545557,-18.72446287293432,-178.45822184350004,4.0,1.0,-1.0,52.5000059371273,49.21304702758789,-19865878.383491475,-2122522.5873009744,0
7045,-1.5407339817032835,-18.724462802081867,-178.45822197171532,4.0,1.0,-1.0,52.50000594533094,50.44569396972656,-19865878.397764333,-2122522.5789729403,0
7048,-1.6636738785464331,-18.724475690813893,-178.45822330440674,4.0,1.0,-1.0,52.5000044515873,50.28177261352539,-19865878.546118867,-2122524.0939212926,0
7053,-2.494042393952668,-18.72454660426884,-178.45823061655238,4.0,1.0,-1.0,52.499996181845745,49.17460632324219,-19865879.360103197,-2122532.429128213,0
7078,-3.0641855297822076,-18.727478839910198,-178.4585315832709,4.0,1.0,-1.0,52.49957835652276,48.413997650146484,-19865912.863565046,-2122877.0887975167,1
7080,-2.4548666287435026,-18.727510441303643,-178.45853479927302,4.0,1.0,-1.0,52.49957304649524,49.226417541503906,-19865913.221568767,-2122880.8033084376,1
7081,-2.854598569021391,-18.727523133254678,-178.4585359970768,4.0,1.0,-1.0,52.49957090900443,48.69343948364258,-19865913.354907673,-2122882.295153947,1
7085,-3.2417462227539318,-18.727592769413775,-178.4585428713322,4.0,1.0,-1.0,52.49955913196618,48.17723083496094,-19865914.120146282,-2122890.4803743483,1
7086,-2.8092139164876926,-18.72759273626364,-178.458542931325,4.0,1.0,-1.0,52.499559137592314,48.75394058227539,-19865914.12682465,-2122890.476477792,1
7089,-1.761241304239661,-18.727637063351395,-178.4585474407965,4.0,1.0,-1.0,52.49955159738465,50.15122985839844,-19865914.62881672,-2122895.686804008,1
7090,-3.6157126346341784,-18.72764355204509,-178.45854780773786,4.0,1.0,-1.0,52.499550490791535,47.6786003112793,-19865914.669664446,-2122896.4495027945,1
7092,-2.725006722597641,-18.727649829112934,-178.458548555442,4.0,1.0,-1.0,52.49954941959959,48.866207122802734,-19865914.752898492,-2122897.1873265253,1
7094,-3.3963428900212875,-18.72764988056491,-178.45854846232575,4.0,1.0,-1.0,52.499549410816144,47.971092224121094,-19865914.742532838,-2122897.19337433,1
7096,-3.6270950198786522,-18.7276562449126,-178.45854905473848,4.0,1.0,-1.0,52.49954832403091,47.663421630859375,-19865914.80847992,-2122897.9414572017,1
7098,-3.56216452413139,-18.727675279750795,-178.45855093776532,4.0,1.0,-1.0,52.49954506944732,47.74999237060547,-19865915.018097512,-2122900.1788644264,1
7099,-3.4080404044416355,-18.727681614801863,-178.45855158411285,4.0,1.0,-1.0,52.499543984893535,47.95549011230469,-19865915.090048585,-2122900.923503804,1
7100,-3.7378762928528886,-18.727681640593097,-178.4585515384144,4.0,1.0,-1.0,52.49954398047703,47.515708923339844,-19865915.08496146,-2122900.926535376,1
7102,-3.6628635455385847,-18.72770067889743,-178.45855342493144,4.0,1.0,-1.0,52.49954071696811,47.61572265625,-19865915.294967573,-2122903.1643503546,1
7158,-6.020864336768113,-18.730261347038677,-178.45882227272716,4.0,1.0,-1.0,52.49904485421621,44.47122573852539,-19865945.222967297,-2123204.1546674375,2
7161,-5.521436919511302,-18.7303060880787,-178.45882676959374,4.0,1.0,-1.0,52.49903518589463,45.13711929321289,-19865945.72355619,-2123209.4137337822,2
7163,-5.570731046241576,-18.730331682203634,-178.45882928655692,4.0,1.0,-1.0,52.499029639617675,45.071388244628906,-19865946.003743254,-2123212.422184835,2
7165,-4.9860911514402915,-18.73035722767783,-178.45883188714845,4.0,1.0,-1.0,52.49902409262677,45.85090255737305,-19865946.29323978,-2123215.4249177147,2
7166,-5.203420947978316,-18.73037004005872,-178.4588331153111,4.0,1.0,-1.0,52.499021306288796,45.561126708984375,-19865946.42995822,-2123216.930944237,2
7169,-4.908391991574376,-18.730389211481505,-178.45883504197363,4.0,1.0,-1.0,52.49901713175086,45.95449447631836,-19865946.64443331,-2123219.1844421774,2
7172,-4.797336433735495,-18.73040199936519,-178.4588363134693,4.0,1.0,-1.0,52.49901434369485,46.10256576538086,-19865946.78597556,-2123220.6875894703,2
7173,-4.829158544658071,-18.730408399584846,-178.4588369367408,4.0,1.0,-1.0,52.49901294723941,46.06013488769531,-19865946.855357826,-2123221.439901083,2
7176,-4.85398545394014,-18.730414799808162,-178.4588375608312,4.0,1.0,-1.0,52.49901155007774,46.02703094482422,-19865946.924831253,-2123222.1922131535,2
7179,-4.776600221288049,-18.730433989223524,-178.45883945303154,4.0,1.0,-1.0,52.49900735681831,46.13020706176758,-19865947.135470033,-2123224.4478266225,2
7185,-4.773016879901661,-18.730459581279973,-178.4588419594735,4.0,1.0,-1.0,52.49900175458242,46.134979248046875,-19865947.41448587,-2123227.4560368145,2
7186,-4.766937206210969,-18.730459580814035,-178.4588419603167,4.0,1.0,-1.0,52.499001754684286,46.14308547973633,-19865947.414579738,-2123227.4559820457,2
7187,-6.024314617998584,-18.73047247446508,-178.45884303801282,4.0,1.0,-1.0,52.49899892792064,44.46657943725586,-19865947.53454832,-2123228.971562358,2
7188,-4.810239544805086,-18.730472381417687,-178.45884320640414,4.0,1.0,-1.0,52.49899894833061,46.08534622192383,-19865947.55329356,-2123228.96062513,2
7189,-5.115035759834086,-18.730472404777515,-178.45884316412898,4.0,1.0,-1.0,52.498998943206516,45.678951263427734,-19865947.54858751,-2123228.963370954,2
7190,-4.669196837232789,-18.73047237060823,-178.4588432259664,4.0,1.0,-1.0,52.49899895070166,46.27340316772461,-19865947.55547122,-2123228.9593545347,2
7192,-4.823758632553449,-18.730485180967964,-178.45884445614087,4.0,1.0,-1.0,52.49899613938442,46.067317962646484,-19865947.692413613,-2123230.4651445104,2
7195,-3.9633210490444526,-18.730497912828326,-178.45884582646664,4.0,1.0,-1.0,52.49899334249221,47.21456527709961,-19865947.844957583,-2123231.961707411,2
7197,-4.6294405146759345,-18.730504363180845,-178.45884635941198,4.0,1.0,-1.0,52.49899192443445,46.3264045715332,-19865947.904284783,-2123232.719912305,2
7200,-4.889437777257513,-18.730510782443808,-178.45884694856562,4.0,1.0,-1.0,52.49899051249895,45.979740142822266,-19865947.96986907,-2123233.474462813,2
7203,-4.289535322785127,-18.730529933921197,-178.45884890667767,4.0,1.0,-1.0,52.498986295858685,46.779605865478516,-19865948.187845107,-2123235.7256181533,2
7207,-4.900806859002159,-18.730549180864525,-178.45885069614326,4.0,1.0,-1.0,52.49898205183035,45.96457290649414,-19865948.387047503,-2123237.9879952697,2
7213,-4.482365833425206,-18.730561948572404,-178.4588520032159,4.0,1.0,-1.0,52.4989792329784,46.522491455078125,-19865948.532550164,-2123239.4887724267,2
