,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
562,-1.0972595597493182,-18.63886486215864,-178.52210879130686,4.0,1.0,-1.0,52.12413792943789,50.66112518310547,-19872990.24598967,-2112463.895259328,0
576,-1.0225881836873896,-18.638921873792448,-178.52211446775578,4.0,1.0,-1.0,52.12404814058709,50.760597229003906,-19872990.87788907,-2112470.593053444,0
582,-1.0947634521936607,-18.63897255604593,-178.5221195155611,4.0,1.0,-1.0,52.12396835536629,50.664283752441406,-19872991.439808186,-2112476.5472663697,0
583,-0.819011658994782,-18.63898525083423,-178.52212074995475,4.0,1.0,-1.0,52.12394837613692,51.03193283081055,-19872991.57722026,-2112478.038665853,0
585,-1.2432785119357277,-18.638985218846358,-178.52212078790527,4.0,1.0,-1.0,52.123948426477455,50.466243743896484,-19872991.581444893,-2112478.034907876,0
586,-0.9386132185252336,-18.638997916895473,-178.52212201929436,4.0,1.0,-1.0,52.12392844419901,50.87244415283203,-19872991.7185225,-2112479.5266905567,0
589,-0.7863495635107256,-18.638997928467614,-178.52212200568346,4.0,1.0,-1.0,52.12392842598956,51.075462341308594,-19872991.71700734,-2112479.528050065,0
594,-0.7591542317800304,-18.639023282286242,-178.52212451925138,4.0,1.0,-1.0,52.12388853421908,51.1116828918457,-19872991.99681644,-2112482.506648697,0
600,-0.8285796167207309,-18.639054975823004,-178.52212766900257,4.0,1.0,-1.0,52.1238386792279,51.019065856933594,-19872992.34744514,-2112486.230046047,0
608,-1.0457299698723546,-18.639080324679576,-178.52213020231525,4.0,1.0,-1.0,52.12379881399647,50.7294921875,-19872992.629452217,-2112489.2080627317,0
613,-0.7349299896479806,-18.639105718275644,-178.5221326877944,4.0,1.0,-1.0,52.12375888675069,51.14385223388672,-19872992.90613449,-2112492.1913359137,0
616,-0.7226212139989912,-18.639118406310516,-178.52213394320486,4.0,1.0,-1.0,52.123738940035764,51.16024398803711,-19872993.045886144,-2112493.681943164,0
617,-0.8509964280873419,-18.63912474123534,-178.5221345829798,4.0,1.0,-1.0,52.123728981753175,50.98906707763672,-19872993.117105566,-2112494.426178619,0
628,-0.6080654328602577,-18.639181873750207,-178.5221402158497,4.0,1.0,-1.0,52.12363919490417,51.31288528442383,-19872993.74415377,-2112501.138184256,0
630,-0.6673029183293693,-18.639181869247874,-178.52214022114478,4.0,1.0,-1.0,52.12363920197822,51.23390197753906,-19872993.74474322,-2112501.1376553173,0
635,-0.6377443757610308,-18.639207266516838,-178.52214273247802,4.0,1.0,-1.0,52.12359930236562,51.27327346801758,-19872994.024303555,-2112504.121361779,0
685,-0.8350565638863827,-18.63944887198494,-178.5221667134919,4.0,1.0,-1.0,52.1232201532157,51.00981140136719,-19872996.693857815,-2112532.505530342,1
687,-0.7333397008221709,-18.63945524845554,-178.52216733812395,4.0,1.0,-1.0,52.12321015692305,51.145423889160156,-19872996.763391532,-2112533.2546481085,1
689,-0.6707147638902597,-18.639455253215502,-178.52216733252638,4.0,1.0,-1.0,52.1232101494611,51.22892379760742,-19872996.762768414,-2112533.2552073165,1
706,-0.6515815017598925,-18.639512597202906,-178.52217304390302,4.0,1.0,-1.0,52.1231202758654,51.25434494018555,-19872997.398555953,-2112539.9920701473,1
717,-0.6501747047364006,-18.63955085295813,-178.52217686311997,4.0,1.0,-1.0,52.123060342399185,51.256160736083984,-19872997.82370924,-2112544.486418372,1
2769,-0.7789511285210438,-18.649784549476145,-178.5232484046317,4.0,1.0,-1.0,52.10770856035879,51.06910705566406,-19873117.10716469,-2113746.794057489,2
2770,-0.7375338411876555,-18.649790911298002,-178.52324905463217,4.0,1.0,-1.0,52.10769943880359,51.12432098388672,-19873117.17952241,-2113747.54149979,2
2773,-0.6584872609960257,-18.64980363595461,-178.52325035514684,4.0,4.0,-1.0,52.10768119581371,51.229698181152344,-19873117.324295044,-2113749.036503478,2
2784,-0.7818428019769499,-18.649854507312682,-178.52325559813818,4.0,1.0,-1.0,52.10760828390221,51.06515121459961,-19873117.90794217,-2113755.0133156246,2
2798,-0.6242218778065762,-18.649911774793832,-178.52326147485806,4.0,4.0,-1.0,52.10752624479028,51.275230407714844,-19873118.562135633,-2113761.7416024017,2
2856,-0.6565438959536323,-18.650102744830768,-178.52328117654412,4.0,4.0,-1.0,52.10725297577346,51.23186111450195,-19873120.755317293,-2113784.17845641,3
2859,-0.7661589236196278,-18.65011547509324,-178.52328250415724,4.0,1.0,-1.0,52.10723477617057,51.085689544677734,-19873120.903106507,-2113785.67412147,3
2865,-0.6111671514260024,-18.650140964064093,-178.52328512768935,4.0,4.0,-1.0,52.10719834260772,51.29230880737305,-19873121.195156768,-2113788.6687940084,3
2879,-0.7131141824817178,-18.65017281070135,-178.52328843780288,4.0,1.0,-1.0,52.10715283331547,51.156333923339844,-19873121.56363692,-2113792.41042276,3
2895,-0.658962687749522,-18.65021104751848,-178.52329240030312,4.0,4.0,-1.0,52.10709820972397,51.22848129272461,-19873122.00474043,-2113796.902828117,3
