,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,raw_elev,x,y,labels
213,-0.8778977097838379,-18.6296640136971,-178.49033755457216,4.0,4.0,-1.0,52.08070941789538,50.910179138183594,-19869453.48809449,-2111382.998157778,0
215,-1.0558013993420445,-18.62969600912621,-178.49034089728931,4.0,4.0,-1.0,52.080727905421554,50.67299270629883,-19869453.86020406,-2111386.7568147904,0
216,-1.0684065221394121,-18.62973442398026,-178.49034490717253,4.0,4.0,-1.0,52.080750067849294,50.65620803833008,-19869454.306582216,-2111391.2695934703,0
217,-2.0345622176344023,-18.629753567367455,-178.49034691123512,4.0,4.0,-1.0,52.08076109812191,49.368011474609375,-19869454.529673446,-2111393.518460126,0
219,-0.8825081328468514,-18.6297728626732,-178.490348916103,4.0,4.0,-1.0,52.08077220650739,50.90409469604492,-19869454.752854314,-2111395.785173644,0
221,-0.9816932767228082,-18.629824099372588,-178.49035425937305,4.0,4.0,-1.0,52.080801657782104,50.77187728881836,-19869455.347664416,-2111401.8041994567,1
224,-1.0334684722731708,-18.62986894086245,-178.4903589332585,4.0,4.0,-1.0,52.0808273783141,50.7028694152832,-19869455.867958967,-2111407.0719501963,1
226,-0.9828847039250377,-18.629920203014738,-178.4903642735992,4.0,4.0,-1.0,52.080856719084295,50.77034378051758,-19869456.46244297,-2111413.0939694894,1
227,-1.0998686067330254,-18.629945823618524,-178.49036694300705,4.0,4.0,-1.0,52.080871358456534,50.6143798828125,-19869456.759600095,-2111416.103749577,1
229,-1.0263088479127873,-18.629945828818677,-178.49036694304397,4.0,4.0,-1.0,52.080871361426034,50.712459564208984,-19869456.759604204,-2111416.104360464,1
230,-0.9334052414658345,-18.629971467729582,-178.49036961257477,4.0,4.0,-1.0,52.08088599456187,50.83634567260742,-19869457.056775015,-2111419.1162916343,1
264,-2.149202003352002,-18.632499729315725,-178.4906312560906,4.0,4.0,-1.0,52.08224695824538,49.216644287109375,-19869486.18279797,-2111716.126064099,2
267,-2.449168208378296,-18.632550949009527,-178.49063645407128,4.0,4.0,-1.0,52.08227285164958,48.816715240478516,-19869486.76143453,-2111722.1431887257,2
269,-2.8202120784783347,-18.63258295280066,-178.4906397067542,4.0,4.0,-1.0,52.082288996890384,48.32200622558594,-19869487.123521537,-2111725.902891934,2
273,-2.034290194678306,-18.632608636150913,-178.4906423120021,4.0,4.0,-1.0,52.08230193478266,49.36991500854492,-19869487.413536407,-2111728.920090435,2
274,-2.063025866270209,-18.632615041680253,-178.49064296357702,4.0,4.0,-1.0,52.082305158933195,49.33160400390625,-19869487.486069392,-2111729.6725917696,2
276,-1.9836635098474744,-18.63262145478177,-178.49064361532925,4.0,4.0,-1.0,52.08230838585132,49.43742370605469,-19869487.558622118,-2111730.425982689,2
278,-2.3388962492374503,-18.632627837566307,-178.49064426703288,4.0,4.0,-1.0,52.08231159647676,48.963783264160156,-19869487.631169435,-2111731.175812094,2
282,-2.0301595205853573,-18.632640675442964,-178.49064557138445,4.0,4.0,-1.0,52.08231805096602,49.37543869018555,-19869487.776369188,-2111732.683965453,2
284,-2.0793772512374744,-18.63264708011427,-178.49064622367263,4.0,4.0,-1.0,52.08232126947223,49.309818267822266,-19869487.848981574,-2111733.4363661325,2
285,-1.9715849070091735,-18.632653496284725,-178.49064687621896,4.0,4.0,-1.0,52.08232449271145,49.45354461669922,-19869487.9216227,-2111734.1901177214,2
288,-1.9882204113741864,-18.63267272194661,-178.49064883464752,4.0,4.0,-1.0,52.08233414469032,49.431373596191406,-19869488.139633972,-2111736.4486883758,2
289,-2.4917599877826433,-18.632679095783097,-178.49064948753838,4.0,4.0,-1.0,52.08233734251553,48.75999069213867,-19869488.212313447,-2111737.1974668186,2
290,-2.1141150599430603,-18.632698350252006,-178.49065144800164,4.0,4.0,-1.0,52.08234699642799,49.263526916503906,-19869488.430551223,-2111739.4594219746,2
292,-2.3432253193680026,-18.632704743831468,-178.49065210165867,4.0,4.0,-1.0,52.082350199993925,48.95804977416992,-19869488.50331599,-2111740.2105198726,2
294,-2.2519415235744873,-18.632704750284635,-178.49065210170514,4.0,4.0,-1.0,52.08235020322627,49.07976150512695,-19869488.50332116,-2111740.211277969,2
295,-2.6450333801080887,-18.632762416816757,-178.49065799310523,4.0,4.0,-1.0,52.08237905067472,48.555667877197266,-19869489.15914882,-2111746.985764698,2
296,-2.405796587664554,-18.632775253741652,-178.49065930414665,4.0,4.0,-1.0,52.08238546079883,48.874656677246094,-19869489.30509328,-2111748.4938074434,2
297,-2.67204817549532,-18.632788057853688,-178.4906606158956,4.0,4.0,-1.0,52.08239185036746,48.51966094970703,-19869489.451116506,-2111749.997995546,2
299,-3.1059543065573507,-18.63282008654605,-178.49066389858507,4.0,4.0,-1.0,52.082407815237275,47.94113540649414,-19869489.81654383,-2111753.7606293205,2
300,-2.3843228280832136,-18.632839374024304,-178.4906658708865,4.0,4.0,-1.0,52.08241741661095,48.9033203125,-19869490.036099415,-2111756.026464191,2
302,-2.74274797503449,-18.632852173868265,-178.4906671863094,4.0,4.0,-1.0,52.082423783200284,48.4254264831543,-19869490.182531625,-2111757.5301514626,2
303,-2.6972615492268233,-18.632877828895882,-178.4906698198849,4.0,4.0,-1.0,52.0824365313747,48.486087799072266,-19869490.475699913,-2111760.5440274854,2
305,-2.329241033555718,-18.632897093773018,-178.49067179718716,4.0,4.0,-1.0,52.08244609324356,48.97679138183594,-19869490.69581219,-2111762.807208015,2
308,-2.5011107792977327,-18.632941976403533,-178.49067641745611,4.0,4.0,-1.0,52.08246833357862,48.74765396118164,-19869491.21013818,-2111768.0798870926,2
