Filename, min_x, max_x, min_y, max_y, min_z, max_z
./20131105_ncmp_hi_molokai_4QGJ1841.laz, -156.9004372, -156.8916930, 21.1640253, 21.1663262, -27.23, 119.14
./20131105_ncmp_hi_molokai_4QGJ1828.laz, -156.9021403, -156.8924452, 21.0405481, 21.0489467, -31.84, 0.48
./20131105_ncmp_hi_molokai_4QGJ1743.laz, -156.9099029, -156.9061104, 21.1754546, 21.1762087, -46.17, -43.09
./20131105_ncmp_hi_molokai_4QGJ1742.laz, -156.9100369, -156.9003058, 21.1663334, 21.1754733, -45.43, -2.93
./20131105_ncmp_hi_molokai_4QGJ1741.laz, -156.9100665, -156.9004129, 21.1633356, 21.1664490, -25.23, 171.13
./20131105_ncmp_hi_molokai_4QGJ1728.laz, -156.9117309, -156.9020642, 21.0434440, 21.0490649, -26.48, 0.48
./20131105_ncmp_hi_molokai_4QGJ1643.laz, -156.9195350, -156.9099790, 21.1754932, 21.1798222, -49.94, -34.06
./20131105_ncmp_hi_molokai_4QGJ1642.laz, -156.9196368, -156.9099168, 21.1664502, 21.1755950, -44.18, 121.24
./20131105_ncmp_hi_molokai_4QGJ1641.laz, -156.9142500, -156.9100378, 21.1643482, 21.1665014, -6.34, 61.46
./20131105_ncmp_hi_molokai_4QGJ1628.laz, -156.9213181, -156.9116827, 21.0455519, 21.0491820, -14.19, 0.38
./20131105_ncmp_hi_molokai_4QGJ1543.laz, -156.9291632, -156.9194924, 21.1756016, 21.1841568, -52.42, 110.99
./20131105_ncmp_hi_molokai_4QGJ1542.laz, -156.9292398, -156.9195392, 21.1684473, 21.1757152, -34.77, 125.29
./20131105_ncmp_hi_molokai_4QGJ1529.laz, -156.9309171, -156.9211759, 21.0491842, 21.0583306, -34.47, 0.52
./20131105_ncmp_hi_molokai_4QGJ1442.laz, -156.9388547, -156.9291647, 21.1698385, 21.1758325, -27.20, 97.43
./20131105_ncmp_hi_molokai_4QGJ1429.laz, -156.9405082, -156.9307952, 21.0493099, 21.0584465, -39.75, 0.47
./20131105_ncmp_hi_molokai_4QGJ1342.laz, -156.9476100, -156.9387914, 21.1705907, 21.1759230, -21.18, 83.50
./20131105_ncmp_hi_molokai_4QGJ1329.laz, -156.9500913, -156.9404147, 21.0516084, 21.0585633, -24.48, 0.45
./20131105_ncmp_hi_molokai_4QGJ1229.laz, -156.9596798, -156.9500346, 21.0542788, 21.0586794, -36.05, 0.35
./20131105_ncmp_hi_molokai_4QGJ1130.laz, -156.9692665, -156.9595306, 21.0586809, 21.0678246, -15.96, 20.07
./20131105_ncmp_hi_molokai_4QGJ1030.laz, -156.9788541, -156.9691508, 21.0591655, 21.0679395, -31.31, 0.40
./20131105_ncmp_hi_molokai_4QGJ0930.laz, -156.9884408, -156.9787717, 21.0617451, 21.0680540, -17.39, 0.38
./20131105_ncmp_hi_molokai_4QGJ0831.laz, -156.9980087, -156.9882705, 21.0680546, 21.0771973, -6.18, 26.04
./20131105_ncmp_hi_molokai_4QGJ0830.laz, -156.9980280, -156.9883919, 21.0643168, 21.0681636, -16.39, -0.65
./20131105_ncmp_hi_molokai_4QGJ0731.laz, -157.0076164, -156.9978918, 21.0681729, 21.0773110, -15.46, 11.11
./20131105_ncmp_hi_molokai_4QGJ0631.laz, -157.0172024, -157.0075119, 21.0693863, 21.0774235, -11.84, 0.44
./20131105_ncmp_hi_molokai_4QGJ0531.laz, -157.0267914, -157.0171335, 21.0721121, 21.0775358, -5.45, 0.48
./20131105_ncmp_hi_molokai_4QGJ0432.laz, -157.0363736, -157.0266347, 21.0775374, 21.0866778, -18.55, 16.88
./20131105_ncmp_hi_molokai_4QGJ0332.laz, -157.0459706, -157.0362568, 21.0776492, 21.0867891, -26.59, 0.39
./20131105_ncmp_hi_molokai_4QGJ0232.laz, -157.0555585, -157.0458796, 21.0797066, 21.0868985, -25.10, 0.38
./20131105_ncmp_hi_molokai_4QGJ0043.laz, -157.0734780, -157.0638320, 21.1827196, 21.1864535, 166.47, 220.87
./20131105_ncmp_hi_molokai_4QFJ9943.laz, -157.0822083, -157.0734601, 21.1849452, 21.1865532, 147.42, 176.33
./20131105_ncmp_hi_molokai_4QFJ9643.laz, -157.1109265, -157.1087475, 21.1865246, 21.1868767, 119.69, 128.07
./20131105_ncmp_hi_molokai_4QFJ9546.laz, -157.1213657, -157.1185185, 21.2050383, 21.2061525, -55.72, -51.62
./20131105_ncmp_hi_molokai_4QFJ9544.laz, -157.1215723, -157.1118608, 21.1875928, 21.1960265, -8.91, 111.95
./20131105_ncmp_hi_molokai_4QFJ9444.laz, -157.1311791, -157.1214892, 21.1894160, 21.1961327, 20.07, 82.95
./20131105_ncmp_hi_molokai_4QFJ9344.laz, -157.1408164, -157.1311187, 21.1901185, 21.1962390, 16.79, 55.55
./20131105_ncmp_hi_molokai_4QFJ9244.laz, -157.1504223, -157.1407480, 21.1907480, 21.1963448, 2.88, 39.72
./20131105_ncmp_hi_molokai_4QFJ9144.laz, -157.1600340, -157.1503787, 21.1927189, 21.1964498, 2.37, 32.57
./20131105_ncmp_hi_molokai_4QFJ9045.laz, -157.1696363, -157.1598957, 21.1964510, 21.2055848, -13.90, 34.87
./20131105_ncmp_hi_molokai_4QFJ9044.laz, -157.1696383, -157.1600080, 21.1942651, 21.1965545, 6.64, 33.46
./20131105_ncmp_hi_molokai_4QFJ8945.laz, -157.1792405, -157.1695276, 21.1965556, 21.2056895, -13.64, 116.55
./20131105_ncmp_hi_molokai_4QFJ8944.laz, -157.1700062, -157.1696373, 21.1964117, 21.1965588, 31.13, 36.43
./20131105_ncmp_hi_molokai_4QFJ8845.laz, -157.1888475, -157.1791563, 21.1987690, 21.2057929, -13.14, 164.54
./20131105_ncmp_hi_molokai_4QFJ8745.laz, -157.1984547, -157.1887876, 21.2007539, 21.2058960, -7.01, 169.67
./20131105_ncmp_hi_molokai_4QFJ8646.laz, -157.2080208, -157.1983078, 21.2058973, 21.2150299, -4.76, 203.68
./20131105_ncmp_hi_molokai_4QFJ8645.laz, -157.2047361, -157.1984174, 21.2027705, 21.2059601, 159.26, 185.69
./20131105_ncmp_hi_molokai_4QFJ8546.laz, -157.2176294, -157.2079387, 21.2081866, 21.2151317, 104.28, 183.30
./20131105_ncmp_hi_molokai_4QFJ8446.laz, -157.2272429, -157.2175700, 21.2101130, 21.2152330, 141.70, 177.09
./20131105_ncmp_hi_molokai_4QFJ8346.laz, -157.2368553, -157.2272010, 21.2116977, 21.2153341, 81.24, 180.93
./20131105_ncmp_hi_molokai_4QFJ8333.laz, -157.2383288, -157.2286562, 21.0887988, 21.0930720, 0.92, 67.73
./20131105_ncmp_hi_molokai_4QFJ8233.laz, -157.2479518, -157.2382861, 21.0888975, 21.0928733, 2.14, 78.77
./20131105_ncmp_hi_molokai_4QFJ8133.laz, -157.2575755, -157.2479073, 21.0889972, 21.0948656, 2.39, 87.80
./20131016_ncmp_hi_molokai_4QGJ2129.laz, -156.8732077, -156.8634689, 21.0484677, 21.0569072, -1.89, 32.43
./20131016_ncmp_hi_molokai_4QGJ2128.laz, -156.8733348, -156.8635910, 21.0394391, 21.0485877, -10.00, 3.02
./20131016_ncmp_hi_molokai_4QGJ2029.laz, -156.8828257, -156.8731455, 21.0485883, 21.0538259, 0.62, 32.51
./20131016_ncmp_hi_molokai_4QGJ2028.laz, -156.8829516, -156.8732082, 21.0395602, 21.0487077, -9.53, 26.63
./20131016_ncmp_hi_molokai_4QGJ1930.laz, -156.8923173, -156.8915768, 21.0578485, 21.0578954, 36.15, 62.77
./20131016_ncmp_hi_molokai_4QGJ1929.laz, -156.8924442, -156.8827543, 21.0487088, 21.0578570, -0.38, 61.89
./20131016_ncmp_hi_molokai_4QGJ1830.laz, -156.9019365, -156.8923173, 21.0578577, 21.0603196, 21.90, 109.53
./20131016_ncmp_hi_molokai_4QGJ1829.laz, -156.9020622, -156.8923181, 21.0488283, 21.0579762, -1.26, 73.23
./20131016_ncmp_hi_molokai_4QGJ1730.laz, -156.9115552, -156.9019042, 21.0579770, 21.0627596, 3.48, 87.44
./20131016_ncmp_hi_molokai_4QGJ1729.laz, -156.9116805, -156.9019372, 21.0489476, 21.0580938, -2.29, 46.71
./20131016_ncmp_hi_molokai_4QGJ1630.laz, -156.9211747, -156.9114914, 21.0580956, 21.0652528, 0.11, 118.48
./20131016_ncmp_hi_molokai_4QGJ1629.laz, -156.9213007, -156.9115567, 21.0490657, 21.0582122, -3.78, 30.99
./20131016_ncmp_hi_molokai_4QGJ1531.laz, -156.9306691, -156.9282542, 21.0673310, 21.0681505, 59.98, 99.78
./20131016_ncmp_hi_molokai_4QGJ1530.laz, -156.9307944, -156.9210778, 21.0582134, 21.0673599, -0.20, 124.74
./20131016_ncmp_hi_molokai_4QGJ1443.laz, -156.9387912, -156.9290910, 21.1757182, 21.1834804, -52.98, -16.26
./20131016_ncmp_hi_molokai_4QGJ1431.laz, -156.9402888, -156.9306593, 21.0673606, 21.0706915, 23.01, 105.80
./20131016_ncmp_hi_molokai_4QGJ1430.laz, -156.9404132, -156.9306705, 21.0583310, 21.0674766, -0.92, 85.96
./20131016_ncmp_hi_molokai_4QGJ1345.laz, -156.9481676, -156.9434753, 21.1939547, 21.1983494, -54.82, -25.91
./20131016_ncmp_hi_molokai_4QGJ1344.laz, -156.9482915, -156.9400849, 21.1848895, 21.1940080, -54.30, 3.93
./20131016_ncmp_hi_molokai_4QGJ1343.laz, -156.9484051, -156.9387011, 21.1758359, 21.1849784, -51.86, 62.53
./20131016_ncmp_hi_molokai_4QGJ1331.laz, -156.9499094, -156.9402457, 21.0674787, 21.0730922, 3.80, 94.33
./20131016_ncmp_hi_molokai_4QGJ1330.laz, -156.9500330, -156.9402900, 21.0584486, 21.0675933, -4.88, 40.75
./20131016_ncmp_hi_molokai_4QGJ1246.laz, -156.9576723, -156.9519950, 21.2030954, 21.2103584, -56.80, 9.33
./20131016_ncmp_hi_molokai_4QGJ1245.laz, -156.9577964, -156.9481152, 21.1940109, 21.2031566, -54.89, 62.76
./20131016_ncmp_hi_molokai_4QGJ1244.laz, -156.9579207, -156.9481699, 21.1849821, 21.1941267, -31.75, 77.67
./20131016_ncmp_hi_molokai_4QGJ1243.laz, -156.9579769, -156.9482955, 21.1768590, 21.1850971, -7.95, 114.01
./20131016_ncmp_hi_molokai_4QGJ1231.laz, -156.9595295, -156.9498347, 21.0675944, 21.0754269, 1.07, 128.06
./20131016_ncmp_hi_molokai_4QGJ1230.laz, -156.9596526, -156.9499105, 21.0585647, 21.0677094, -25.42, 33.11
./20131016_ncmp_hi_molokai_4QGJ1147.laz, -156.9671778, -156.9592444, 21.2122093, 21.2188727, -60.02, 4.69
./20131016_ncmp_hi_molokai_4QGJ1146.laz, -156.9673009, -156.9575754, 21.2031576, 21.2123023, -57.22, 29.00
./20131016_ncmp_hi_molokai_4QGJ1145.laz, -156.9674251, -156.9576732, 21.1941280, 21.2032728, -5.93, 89.28
./20131016_ncmp_hi_molokai_4QGJ1144.laz, -156.9675487, -156.9577975, 21.1850990, 21.1942432, 0.74, 137.63
./20131016_ncmp_hi_molokai_4QGJ1143.laz, -156.9675845, -156.9579218, 21.1810181, 21.1852128, 59.52, 124.86
./20131016_ncmp_hi_molokai_4QGJ1132.laz, -156.9690267, -156.9655130, 21.0768133, 21.0780477, 97.28, 132.65
./20131016_ncmp_hi_molokai_4QGJ1131.laz, -156.9691500, -156.9594249, 21.0677103, 21.0768549, -0.23, 135.70
./20131016_ncmp_hi_molokai_4QGJ1048.laz, -156.9743578, -156.9709718, 21.2213844, 21.2218238, -47.90, -33.07
./20131016_ncmp_hi_molokai_4QGJ1047.laz, -156.9767946, -156.9670954, 21.2123041, 21.2214141, -58.59, 14.37
./20131016_ncmp_hi_molokai_4QGJ1046.laz, -156.9769301, -156.9671799, 21.2032737, 21.2124126, -0.90, 72.86
./20131016_ncmp_hi_molokai_4QGJ1045.laz, -156.9770529, -156.9673027, 21.1942435, 21.2033882, 3.35, 71.08
./20131016_ncmp_hi_molokai_4QGJ1044.laz, -156.9771762, -156.9674258, 21.1852140, 21.1943583, 14.79, 141.41
./20131016_ncmp_hi_molokai_4QGJ1032.laz, -156.9786479, -156.9690120, 21.0768568, 21.0806167, 40.56, 122.20
./20131016_ncmp_hi_molokai_4QGJ1031.laz, -156.9787699, -156.9690293, 21.0678253, 21.0769692, -0.73, 106.19
./20131016_ncmp_hi_molokai_4QGJ0947.laz, -156.9859718, -156.9767369, 21.2124207, 21.2187679, -55.99, 1.20
./20131016_ncmp_hi_molokai_4QGJ0946.laz, -156.9865596, -156.9768132, 21.2033895, 21.2125232, -49.41, 18.68
./20131016_ncmp_hi_molokai_4QGJ0945.laz, -156.9866804, -156.9769314, 21.1943594, 21.2035033, -15.08, 32.93
./20131016_ncmp_hi_molokai_4QGJ0932.laz, -156.9882684, -156.9785992, 21.0769716, 21.0832215, 1.74, 96.91
./20131016_ncmp_hi_molokai_4QGJ0931.laz, -156.9883904, -156.9786490, 21.0679404, 21.0770833, -1.84, 48.66
./20131016_ncmp_hi_molokai_4QGJ0846.laz, -156.9916530, -156.9864500, 21.2035052, 21.2121574, -55.10, -12.45
./20131016_ncmp_hi_molokai_4QGJ0845.laz, -156.9962607, -156.9865604, 21.1944760, 21.2035596, -57.77, -2.45
./20131016_ncmp_hi_molokai_4QGJ0832.laz, -156.9978899, -156.9881867, 21.0770867, 21.0858125, -0.10, 74.01
./20131016_ncmp_hi_molokai_4QGJ0745.laz, -156.9976555, -156.9963634, 21.1945954, 21.1951493, -57.56, -52.35
./20131016_ncmp_hi_molokai_4QGJ0733.laz, -157.0073903, -156.9992465, 21.0862459, 21.0885359, 9.18, 65.41
./20131016_ncmp_hi_molokai_4QGJ0732.laz, -157.0075104, -156.9977750, 21.0771994, 21.0863410, -0.37, 65.87
./20131016_ncmp_hi_molokai_4QGJ0633.laz, -157.0170123, -157.0073618, 21.0863417, 21.0909424, 1.20, 43.61
./20131016_ncmp_hi_molokai_4QGJ0632.laz, -157.0171297, -157.0073918, 21.0773117, 21.0864537, -0.73, 28.71
./20131016_ncmp_hi_molokai_4QGJ0533.laz, -157.0266344, -157.0169531, 21.0864557, 21.0955799, -0.32, 37.54
./20131016_ncmp_hi_molokai_4QGJ0532.laz, -157.0267528, -157.0170139, 21.0774253, 21.0865662, -1.82, 27.19
./20131016_ncmp_hi_molokai_4QGJ0434.laz, -157.0361372, -157.0266515, 21.0955985, 21.1007131, 1.38, 45.65
./20131016_ncmp_hi_molokai_4QGJ0433.laz, -157.0362557, -157.0265156, 21.0865670, 21.0957079, -0.44, 28.51
./20131016_ncmp_hi_molokai_4QGJ0334.laz, -157.0457592, -157.0360737, 21.0957086, 21.1038670, 0.17, 37.17
./20131016_ncmp_hi_molokai_4QGJ0333.laz, -157.0458778, -157.0361378, 21.0866786, 21.0958187, -1.17, 28.78
./20131016_ncmp_hi_molokai_4QGJ0234.laz, -157.0553806, -157.0456547, 21.0958203, 21.1049593, 0.07, 33.67
./20131016_ncmp_hi_molokai_4QGJ0233.laz, -157.0554986, -157.0457609, 21.0867895, 21.0959284, -1.22, 11.90
./20131016_ncmp_hi_molokai_4QGJ0134.laz, -157.0649769, -157.0552659, 21.0959326, 21.1050698, -0.07, 33.74
./20131016_ncmp_hi_molokai_4QGJ0133.laz, -157.0651205, -157.0553829, 21.0869007, 21.0959466, -1.30, 0.62
./20131013_ncmp_hi_molokai_4QGJ1043.laz, -156.9772692, -156.9675500, 21.1783176, 21.1853288, 36.31, 200.23
./20131013_ncmp_hi_molokai_4QGJ0944.laz, -156.9868044, -156.9770549, 21.1853297, 21.1944740, -17.83, 61.02
./20131013_ncmp_hi_molokai_4QGJ0943.laz, -156.9868999, -156.9771771, 21.1784198, 21.1854434, -3.69, 216.93
./20131013_ncmp_hi_molokai_4QGJ0844.laz, -156.9964298, -156.9866833, 21.1854445, 21.1945795, -52.98, -1.59
./20131013_ncmp_hi_molokai_4QGJ0843.laz, -156.9965544, -156.9868055, 21.1764483, 21.1855554, -22.51, 347.90
./20131013_ncmp_hi_molokai_4QGJ0744.laz, -157.0060581, -156.9963263, 21.1855609, 21.1946113, -56.90, -22.46
./20131013_ncmp_hi_molokai_4QGJ0743.laz, -157.0061704, -156.9964351, 21.1765300, 21.1856710, -30.51, 484.85
./20131013_ncmp_hi_molokai_4QGJ0644.laz, -157.0156880, -157.0059614, 21.1856741, 21.1933281, -57.67, -5.66
./20131013_ncmp_hi_molokai_4QGJ0643.laz, -157.0157775, -157.0060640, 21.1774996, 21.1857847, -29.64, 484.84
./20131013_ncmp_hi_molokai_4QGJ0544.laz, -157.0253142, -157.0156225, 21.1857868, 21.1926016, -56.86, 0.42
./20131013_ncmp_hi_molokai_4QGJ0543.laz, -157.0253816, -157.0156901, 21.1791601, 21.1858958, -11.65, 437.73
./20131013_ncmp_hi_molokai_4QGJ0444.laz, -157.0349451, -157.0252426, 21.1859013, 21.1945593, -58.81, 148.39
./20131013_ncmp_hi_molokai_4QGJ0443.laz, -157.0350126, -157.0253184, 21.1809345, 21.1860105, -0.22, 383.19
./20131013_ncmp_hi_molokai_4QGJ0345.laz, -157.0444526, -157.0402702, 21.1951162, 21.1976064, -52.97, -40.64
./20131013_ncmp_hi_molokai_4QGJ0344.laz, -157.0445728, -157.0348435, 21.1860111, 21.1951501, -58.60, 303.71
./20131013_ncmp_hi_molokai_4QGJ0343.laz, -157.0446602, -157.0349464, 21.1788970, 21.1861216, 145.41, 359.37
./20131013_ncmp_hi_molokai_4QGJ0245.laz, -157.0540807, -157.0444340, 21.1951546, 21.1987643, -56.73, -38.72
./20131013_ncmp_hi_molokai_4QGJ0244.laz, -157.0542020, -157.0444571, 21.1861226, 21.1952634, -43.28, 264.86
./20131013_ncmp_hi_molokai_4QGJ0243.laz, -157.0542609, -157.0445751, 21.1794478, 21.1862329, -5.40, 289.60
./20131013_ncmp_hi_molokai_4QGJ0145.laz, -157.0637106, -157.0540451, 21.1952659, 21.1987347, -57.52, -43.05
./20131013_ncmp_hi_molokai_4QGJ0144.laz, -157.0638298, -157.0540871, 21.1862344, 21.1953657, -47.05, 201.42
./20131013_ncmp_hi_molokai_4QGJ0143.laz, -157.0638729, -157.0542026, 21.1817329, 21.1863442, -5.82, 255.17
./20131013_ncmp_hi_molokai_4QGJ0045.laz, -157.0733411, -157.0636944, 21.1953820, 21.1985998, -57.85, -43.23
./20131013_ncmp_hi_molokai_4QGJ0044.laz, -157.0734588, -157.0637144, 21.1863449, 21.1954782, -46.42, 208.54
./20131013_ncmp_hi_molokai_4QFJ9945.laz, -157.0829704, -157.0733302, 21.1954859, 21.1990867, -53.35, -39.60
./20131013_ncmp_hi_molokai_4QFJ9944.laz, -157.0830840, -157.0733458, 21.1864544, 21.1955929, -46.08, 185.86
./20131013_ncmp_hi_molokai_4QFJ9845.laz, -157.0925995, -157.0829382, 21.1955992, 21.2003501, -56.67, -4.51
./20131013_ncmp_hi_molokai_4QFJ9844.laz, -157.0926893, -157.0829766, 21.1868690, 21.1957016, -40.53, 158.66
./20131013_ncmp_hi_molokai_4QFJ9745.laz, -157.1022289, -157.0925434, 21.1957042, 21.2022836, -55.88, 32.79
./20131013_ncmp_hi_molokai_4QFJ9744.laz, -157.1022961, -157.0926024, 21.1887649, 21.1958106, -11.43, 140.15
./20131013_ncmp_hi_molokai_4QFJ9645.laz, -157.1118583, -157.1021543, 21.1958140, 21.2042899, -54.27, 3.72
./20131013_ncmp_hi_molokai_4QFJ9644.laz, -157.1119651, -157.1022310, 21.1868542, 21.1959178, -12.68, 127.87
./20131013_ncmp_hi_molokai_4QFJ9545.laz, -157.1214883, -157.1117736, 21.1959204, 21.2050528, -55.27, 45.03
./20131013_ncmp_hi_molokai_4QFJ9446.laz, -157.1310029, -157.1213776, 21.2050643, 21.2105511, -54.42, -33.66
./20131013_ncmp_hi_molokai_4QFJ9445.laz, -157.1311179, -157.1213801, 21.1960269, 21.2051619, -52.22, 35.98
./20131013_ncmp_hi_molokai_4QFJ9347.laz, -157.1405177, -157.1368976, 21.2142761, 21.2157334, -53.34, -43.24
./20131013_ncmp_hi_molokai_4QFJ9346.laz, -157.1406333, -157.1309507, 21.2051671, 21.2142974, -56.63, -14.60
./20131013_ncmp_hi_molokai_4QFJ9345.laz, -157.1407473, -157.1310093, 21.1961337, 21.2052676, -34.15, 34.73
./20131013_ncmp_hi_molokai_4QFJ9247.laz, -157.1501503, -157.1405096, 21.2143038, 21.2190318, -54.06, -37.90
./20131013_ncmp_hi_molokai_4QFJ9246.laz, -157.1502639, -157.1405237, 21.2052753, 21.2144061, -44.05, -7.83
./20131013_ncmp_hi_molokai_4QFJ9245.laz, -157.1503770, -157.1406353, 21.1962404, 21.2053747, -22.54, 27.03
./20131013_ncmp_hi_molokai_4QFJ9147.laz, -157.1597816, -157.1501001, 21.2144079, 21.2210664, -45.90, -32.76
./20131013_ncmp_hi_molokai_4QFJ9146.laz, -157.1598947, -157.1501533, 21.2053770, 21.2145116, -39.73, -6.14
./20131013_ncmp_hi_molokai_4QFJ9145.laz, -157.1600063, -157.1502657, 21.1963468, 21.2054808, -11.39, 20.28
./20131013_ncmp_hi_molokai_4QFJ9047.laz, -157.1694127, -157.1597027, 21.2145134, 21.2230327, -47.88, -28.35
./20131013_ncmp_hi_molokai_4QFJ9046.laz, -157.1695242, -157.1597857, 21.2054817, 21.2146160, -34.49, -6.29
./20131013_ncmp_hi_molokai_4QFJ8948.laz, -157.1789319, -157.1731730, 21.2236918, 21.2246337, -46.42, -42.25
./20131013_ncmp_hi_molokai_4QFJ8947.laz, -157.1790450, -157.1693132, 21.2146180, 21.2237466, -46.59, -19.21
./20131013_ncmp_hi_molokai_4QFJ8946.laz, -157.1791553, -157.1694143, 21.2055866, 21.2147204, -30.38, -9.13
./20131013_ncmp_hi_molokai_4QFJ8848.laz, -157.1885634, -157.1789236, 21.2237557, 21.2265243, -44.84, -34.26
./20131013_ncmp_hi_molokai_4QFJ8847.laz, -157.1886753, -157.1789359, 21.2147216, 21.2238537, -43.08, -19.06
./20131013_ncmp_hi_molokai_4QFJ8846.laz, -157.1887856, -157.1790477, 21.2056914, 21.2148228, -26.73, -5.77
./20131013_ncmp_hi_molokai_4QFJ8748.laz, -157.1981969, -157.1885333, 21.2238557, 21.2285933, -44.15, -21.71
./20131013_ncmp_hi_molokai_4QFJ8747.laz, -157.1983066, -157.1885675, 21.2148256, 21.2239574, -35.04, -1.44
./20131013_ncmp_hi_molokai_4QFJ8746.laz, -157.1984166, -157.1886763, 21.2057945, 21.2149269, -25.31, 203.08
./20131013_ncmp_hi_molokai_4QFJ8648.laz, -157.2078286, -157.1981413, 21.2239607, 21.2302426, -42.34, -19.49
./20131013_ncmp_hi_molokai_4QFJ8647.laz, -157.2079380, -157.1981992, 21.2149286, 21.2240600, -26.09, 128.17
./20131013_ncmp_hi_molokai_4QFJ8548.laz, -157.2174597, -157.2077548, 21.2240619, 21.2315853, -50.41, -4.14
./20131013_ncmp_hi_molokai_4QFJ8547.laz, -157.2175691, -157.2078301, 21.2150311, 21.2241622, -24.40, 163.91
./20131013_ncmp_hi_molokai_4QFJ8448.laz, -157.2270912, -157.2173868, 21.2241659, 21.2319192, -55.11, -18.18
./20131013_ncmp_hi_molokai_4QFJ8447.laz, -157.2272006, -157.2174615, 21.2151331, 21.2242633, -31.74, 163.41
./20131013_ncmp_hi_molokai_4QFJ8348.laz, -157.2367245, -157.2270155, 21.2242647, 21.2316711, -56.49, -26.32
./20131013_ncmp_hi_molokai_4QFJ8347.laz, -157.2368318, -157.2270941, 21.2152336, 21.2243634, -34.28, 166.45
./20131013_ncmp_hi_molokai_4QFJ8248.laz, -157.2463554, -157.2366763, 21.2243664, 21.2307662, -54.27, -25.62
./20131013_ncmp_hi_molokai_4QFJ8049.laz, -157.2607737, -157.2583440, 21.2336416, 21.2342539, -53.85, -49.58
./20131010_ncmp_hi_molokai_4QFJ8332.laz, -157.2384352, -157.2287084, 21.0797678, 21.0888968, -17.63, 18.49
./20131010_ncmp_hi_molokai_4QFJ8331.laz, -157.2385263, -157.2288153, 21.0714187, 21.0798654, -33.31, -12.03
./20131010_ncmp_hi_molokai_4QFJ8242.laz, -157.2469227, -157.2457825, 21.1765157, 21.1793085, 5.83, 22.27
./20131010_ncmp_hi_molokai_4QFJ8232.laz, -157.2480573, -157.2383294, 21.0798666, 21.0889961, -15.45, 49.08
./20131010_ncmp_hi_molokai_4QFJ8231.laz, -157.2481439, -157.2384363, 21.0708539, 21.0799651, -34.09, -8.93
./20131010_ncmp_hi_molokai_4QFJ8230.laz, -157.2424729, -157.2401711, 21.0704768, 21.0708751, -35.61, -31.56
./20131010_ncmp_hi_molokai_4QFJ8140.laz, -157.2567346, -157.2563712, 21.1610109, 21.1613449, 32.06, 39.51
./20131010_ncmp_hi_molokai_4QFJ8132.laz, -157.2576799, -157.2479532, 21.0799666, 21.0890958, -17.88, 56.40
./20131010_ncmp_hi_molokai_4QFJ8131.laz, -157.2577503, -157.2480586, 21.0726491, 21.0800640, -28.18, -9.90
./20131010_ncmp_hi_molokai_4QFJ8033.laz, -157.2671981, -157.2575103, 21.0890964, 21.0952644, -2.62, 78.22
./20131010_ncmp_hi_molokai_4QFJ8032.laz, -157.2673032, -157.2575761, 21.0800651, 21.0891940, -21.47, 19.46
./20131010_ncmp_hi_molokai_4QFJ8031.laz, -157.2673502, -157.2576833, 21.0740274, 21.0801625, -29.46, -15.77
./20131010_ncmp_hi_molokai_4QFJ7933.laz, -157.2768219, -157.2671291, 21.0891950, 21.0970646, -4.78, 77.75
./20131010_ncmp_hi_molokai_4QFJ7932.laz, -157.2769255, -157.2671994, 21.0801644, 21.0892919, -26.58, -0.38
./20131010_ncmp_hi_molokai_4QFJ7931.laz, -157.2769501, -157.2673047, 21.0760907, 21.0802593, -30.28, -19.95
./20131010_ncmp_hi_molokai_4QFJ7833.laz, -157.2864463, -157.2767332, 21.0892928, 21.0984207, -8.79, 71.18
./20131010_ncmp_hi_molokai_4QFJ7832.laz, -157.2865479, -157.2768231, 21.0802644, 21.0893893, -29.38, -0.34
./20131010_ncmp_hi_molokai_4QFJ7831.laz, -157.2865537, -157.2769296, 21.0782196, 21.0803568, -30.31, -25.89
./20131010_ncmp_hi_molokai_4QFJ7733.laz, -157.2960695, -157.2863434, 21.0893907, 21.0985179, -11.09, 63.73
./20131010_ncmp_hi_molokai_4QFJ7732.laz, -157.2961542, -157.2864470, 21.0803592, 21.0894864, -30.80, -7.19
./20131010_ncmp_hi_molokai_4QFJ7731.laz, -157.2878496, -157.2865518, 21.0799972, 21.0803687, -29.97, -28.80
./20131010_ncmp_hi_molokai_4QFJ7632.laz, -157.3057518, -157.2960706, 21.0820973, 21.0895798, -31.99, -10.14
./20131009_ncmp_hi_molokai_4QFJ8247.laz, -157.2464631, -157.2367249, 21.2153345, 21.2244638, -33.01, 116.68
./20131009_ncmp_hi_molokai_4QFJ8246.laz, -157.2465698, -157.2368322, 21.2063554, 21.2154344, 15.48, 100.49
./20131009_ncmp_hi_molokai_4QFJ8245.laz, -157.2466765, -157.2398531, 21.1973245, 21.2064029, 1.23, 57.90
./20131009_ncmp_hi_molokai_4QFJ8244.laz, -157.2467827, -157.2414691, 21.1882899, 21.1973715, 2.72, 52.27
./20131009_ncmp_hi_molokai_4QFJ8243.laz, -157.2468895, -157.2418548, 21.1792983, 21.1883398, 3.71, 56.35
./20131009_ncmp_hi_molokai_4QFJ8148.laz, -157.2559885, -157.2462911, 21.2244670, 21.2331710, -53.91, -1.39
./20131009_ncmp_hi_molokai_4QFJ8147.laz, -157.2560947, -157.2463574, 21.2154348, 21.2245654, -27.47, 79.11
