,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface
65,-0.0829969275446274,-18.6381395597932,-178.5210633499988,4.0,4.0,-1.0,52.16087161546966
66,-1.1267071212587325,-18.6381587704958,-178.52106546453228,4.0,1.0,-1.0,52.16079209185409
67,-0.07950688373330195,-18.638158781636534,-178.52106536676246,4.0,4.0,-1.0,52.16079204574271
68,-0.09400423983925066,-18.63818441326119,-178.5210680601266,4.0,4.0,-1.0,52.160685971315615
69,-0.04131048313820429,-18.638210049273184,-178.52107075012466,4.0,4.0,-1.0,52.1605799117624
70,-0.13551538903948313,-18.638210048224927,-178.5210707589153,4.0,4.0,-1.0,52.16057991609887
71,-0.07126267755984372,-18.638216458179485,-178.5210714270722,4.0,4.0,-1.0,52.16055340243656
72,-0.0391193756922803,-18.638229277284857,-178.52107277285708,4.0,4.0,-1.0,52.16050038463072
73,-0.13823741307533055,-18.63826132381885,-178.5210761567097,4.0,4.0,-1.0,52.160367881333514
74,-0.5357253726779163,-18.638274140803606,-178.52107754488333,4.0,1.0,-1.0,52.16031490120076
75,-0.19419121426290076,-18.638293377346404,-178.52107954073512,4.0,4.0,-1.0,52.16023540075548
76,-0.060741973615677125,-18.638306201080187,-178.52108088080837,4.0,4.0,-1.0,52.16018241338861
77,-0.03561139812791225,-18.638331847285492,-178.52108358521483,4.0,4.0,-1.0,52.16007646866274
78,0.021428818376534764,-18.63833184792013,-178.5210835798921,4.0,4.0,-1.0,52.16007646604157
79,-0.1811891664265204,-18.638344669346385,-178.5210849529997,4.0,4.0,-1.0,52.16002351299903
80,-0.004266528549123905,-18.638351083874117,-178.52108561384856,4.0,4.0,-1.0,52.15999702382396
81,-0.08803156134308665,-18.63835108294213,-178.52108562166532,4.0,4.0,-1.0,52.159997027672944
82,-0.035798723301013524,-18.638383144831867,-178.5210890051838,4.0,4.0,-1.0,52.159864657191065
83,-0.10606866348371113,-18.638395969103062,-178.52109036794445,4.0,4.0,-1.0,52.15981172546526
84,0.004095028968549741,-18.638395970328695,-178.5210903576643,4.0,4.0,-1.0,52.15981172040847
85,-0.6828512653123653,-18.63840878899972,-178.52109177853444,4.0,1.0,-1.0,52.159758820058414
86,-0.08037703271520513,-18.63840879544613,-178.5210917222887,4.0,4.0,-1.0,52.15975879345751
87,-0.01509761724355485,-18.63842803478001,-178.52109375204185,4.0,4.0,-1.0,52.15967941169583
88,-0.04610861813489464,-18.63844086037106,-178.52109511268884,4.0,4.0,-1.0,52.15962650346046
89,-0.10347368149723479,-18.63849216317632,-178.52110055276034,4.0,4.0,-1.0,52.15941495138759
90,-0.13318008261103387,-18.638504990164567,-178.521101915235,4.0,4.0,-1.0,52.159362078735285
91,-0.022221432830519916,-18.638517818050794,-178.5211032648335,4.0,4.0,-1.0,52.15930921065228
92,-0.5730084230208377,-18.638517812180165,-178.52110331625633,4.0,1.0,-1.0,52.15930923484484
93,-0.0604367392597851,-18.63853705781664,-178.52110530892278,4.0,4.0,-1.0,52.15922993253844
94,-0.1407287009292304,-18.638543470136455,-178.5211059967168,4.0,4.0,-1.0,52.15920351448767
95,-0.02387371470877042,-18.638562711969062,-178.5211080272261,4.0,4.0,-1.0,52.159124252668335
96,-0.10957895571664267,-18.63857553779314,-178.52110939646974,4.0,4.0,-1.0,52.159071430294716
97,0.03495112510245235,-18.638581952514897,-178.52111006367042,4.0,4.0,-1.0,52.159045014755975
98,-0.021462748720296076,-18.638588365212282,-178.52111074970497,4.0,4.0,-1.0,52.15901860962185
99,0.0897478544011392,-18.638594779503702,-178.5211114201274,4.0,4.0,-1.0,52.15899219999119
100,-0.3478439005389191,-18.63862684029341,-178.52111486582393,4.0,1.0,-1.0,52.158860226760225
101,-0.10947537159245257,-18.638639669182027,-178.52111620587687,4.0,4.0,-1.0,52.158807433119364
102,-0.06881451204117184,-18.638639669634273,-178.52111620208254,4.0,4.0,-1.0,52.15880743125672
103,-0.16616774500471365,-18.63867173206565,-178.5211196174493,4.0,4.0,-1.0,52.158675523613056
104,-0.15126802946906537,-18.638684557328496,-178.52112097881187,4.0,4.0,-1.0,52.15862277382985
105,-0.01665975690457344,-18.63868455856935,-178.52112096622494,4.0,4.0,-1.0,52.15862276872758
106,-0.2512667625874201,-18.638690966496906,-178.52112166933054,4.0,4.0,-1.0,52.15859641627867
107,-0.032902291053687804,-18.638697381016794,-178.52112233036718,4.0,4.0,-1.0,52.15857003878773
108,-0.2193494402140459,-18.638697379199442,-178.52112234779148,4.0,4.0,-1.0,52.15857004626196
109,0.04675380516164296,-18.63871020616516,-178.52112368585512,4.0,4.0,-1.0,52.158517306008434
110,-0.12379489366639973,-18.638716617082814,-178.52112438334493,4.0,4.0,-1.0,52.15849094953046
111,-0.18393957896296342,-18.63872302816035,-178.52112507044626,4.0,4.0,-1.0,52.15846459446038
112,-0.5041117322020909,-18.63874225971583,-178.5211271449168,4.0,1.0,-1.0,52.15838554853508
113,-0.07792855149455136,-18.638755086999875,-178.52112846821836,4.0,4.0,-1.0,52.158332835912006
114,-0.10629382338220239,-18.638780731163283,-178.52113119712368,4.0,4.0,-1.0,52.15822747821403
115,0.01137492125008066,-18.638832015224093,-178.52113663839617,4.0,4.0,-1.0,52.158016879495335
116,0.016410029055805353,-18.638838425055027,-178.52113731940432,4.0,4.0,-1.0,52.157990566727676
117,-0.21770777940082553,-18.638844832811184,-178.52113802278654,4.0,4.0,-1.0,52.1579642645429
118,-0.39613668250558476,-18.63887046730802,-178.52114076499166,4.0,1.0,-1.0,52.157859062188436
119,-0.040384324879596534,-18.638902511221048,-178.52114413788152,4.0,4.0,-1.0,52.15772760244363
120,-0.20263294109236085,-18.638902509673155,-178.52114415304814,4.0,4.0,-1.0,52.15772760879372
121,-0.01346559240755596,-18.63891532708892,-178.5211454976452,4.0,4.0,-1.0,52.15767503995812
122,-0.08185204524852452,-18.638960176136987,-178.52115027076647,4.0,4.0,-1.0,52.15749116287043
123,-0.07760695865545131,-18.638972988378285,-178.52115163182793,4.0,4.0,-1.0,52.157438652393466
124,-0.32935409860601794,-18.638972985579187,-178.5211516553207,4.0,4.0,-1.0,52.15743866386401
125,-0.1764184510375344,-18.638979392958824,-178.52115232168464,4.0,4.0,-1.0,52.15741240655916
126,-0.20960917940510626,-18.638979392589793,-178.52115232478192,4.0,4.0,-1.0,52.15741240807074
127,-0.020266674943741236,-18.63897939443879,-178.521152307087,4.0,4.0,-1.0,52.15741240049465
128,-0.0740943026057721,-18.638985799812488,-178.5211529927411,4.0,4.0,-1.0,52.15738615347436
129,-0.07756186253755004,-18.638985799773938,-178.52115299306467,4.0,4.0,-1.0,52.157386153630796
130,-0.08823347850238861,-18.638985799655277,-178.5211529940606,4.0,4.0,-1.0,52.157386154116466
131,-0.13143813128544934,-18.63899220444822,-178.52115367861538,4.0,4.0,-1.0,52.15735991153815
132,-0.020239092302290373,-18.638998611450027,-178.52115434877854,4.0,4.0,-1.0,52.15733366196946
133,-0.09536097365889873,-18.638998610871035,-178.5211543558143,4.0,4.0,-1.0,52.15733366434142
134,-0.08525870128005408,-18.638998610983354,-178.5211543548716,4.0,4.0,-1.0,52.15733366388122
135,-0.0028243931319593685,-18.639005016502754,-178.52115502755737,4.0,4.0,-1.0,52.157307422450685
136,-0.07877059869997538,-18.63901142080212,-178.52115571503825,4.0,4.0,-1.0,52.15728118807783
137,-0.21801086834966554,-18.639011419254,-178.52115572803203,4.0,4.0,-1.0,52.15728119442065
138,0.0520468183108278,-18.639011422000376,-178.52115570280475,4.0,4.0,-1.0,52.1572811831702
139,0.015677140832394798,-18.63901782603275,-178.52115638647845,4.0,4.0,-1.0,52.15725495195329
140,0.056171707060457265,-18.63902423094422,-178.52115706293966,4.0,4.0,-1.0,52.15722871919934
141,-0.001291940837745642,-18.639024230305324,-178.5211570683022,4.0,4.0,-1.0,52.157228721816864
142,-0.024406502952842857,-18.639030634054873,-178.52115775060852,4.0,4.0,-1.0,52.15720249588048
143,-0.04156405737876412,-18.639030634120363,-178.52115775223515,4.0,4.0,-1.0,52.15720249561309
144,-0.03677756660817977,-18.639030633917336,-178.52115775176293,4.0,4.0,-1.0,52.15720249644437
145,-0.060378503338142764,-18.639037037938298,-178.52115843409814,4.0,4.0,-1.0,52.15717627145932
146,0.004569580063161993,-18.639037038404155,-178.52115842801163,4.0,4.0,-1.0,52.1571762695512
147,0.004177258549134422,-18.63904344196847,-178.52115910806123,4.0,4.0,-1.0,52.15715004849699
148,-0.015140731914470962,-18.63904984533912,-178.52115978983238,4.0,4.0,-1.0,52.15712383029677
149,-0.05486640121671371,-18.639056248515555,-178.52116047346186,4.0,4.0,-1.0,52.15709761495236
150,-0.08730468052272045,-18.639056248154887,-178.52116047648914,4.0,4.0,-1.0,52.15709761642938
151,-0.031148888795996754,-18.639062651487055,-178.52116115102734,4.0,4.0,-1.0,52.157071402509246
152,-0.001609565748822206,-18.63907545788202,-178.5211625077453,4.0,4.0,-1.0,52.157018981952206
153,-0.010564567885467113,-18.639075457782454,-178.521162508581,4.0,4.0,-1.0,52.15701898235966
154,-0.0288154079130436,-18.639081860046847,-178.521163189882,4.0,4.0,-1.0,52.15699277899148
155,-0.1351539125198542,-18.639081858864596,-178.52116319980547,4.0,4.0,-1.0,52.15699278383181
156,-0.1651088238199918,-18.639081858531586,-178.52116320260072,4.0,4.0,-1.0,52.156992785194234
157,-0.02069085815901417,-18.639094664081334,-178.52116454805744,4.0,4.0,-1.0,52.156940380458764
158,-0.20328134822284483,-18.639094662307574,-178.5211645651224,4.0,4.0,-1.0,52.15694038771835
159,-0.024642311789193627,-18.639101065802645,-178.52116522778567,4.0,4.0,-1.0,52.156914185494315
160,-0.025426232103200164,-18.63910106579394,-178.52116522785877,4.0,4.0,-1.0,52.156914185528876
161,0.006940520839179953,-18.639101065897552,-178.52116522481265,4.0,4.0,-1.0,52.15691418510505
162,0.04245726094222846,-18.63910106629239,-178.5211652214984,4.0,4.0,-1.0,52.15691418348979
163,-0.9186437317107448,-18.6391074576299,-178.52116599051692,4.0,1.0,-1.0,52.15688803306875
164,0.011128289311272965,-18.63911386848718,-178.521166582868,4.0,4.0,-1.0,52.156861804844084
165,-0.13409723975883026,-18.639113867128884,-178.52116659644594,4.0,4.0,-1.0,52.1568618104011
166,-0.0025273736919189105,-18.639113868335354,-178.52116658414243,4.0,4.0,-1.0,52.15686180546618
167,-0.09680133100891908,-18.639120268574434,-178.52116727207522,4.0,4.0,-1.0,52.15683562274171
168,0.0010195106383434904,-18.639126668048732,-178.52116794171752,4.0,4.0,-1.0,52.15680944520682
169,-0.12748333872332296,-18.639126666876347,-178.52116795373502,4.0,4.0,-1.0,52.15680945000349
170,0.08625224822571909,-18.63912666899631,-178.5211679337636,4.0,4.0,-1.0,52.15680944133055
171,0.04179688456315489,-18.639139469109978,-178.52116929567353,4.0,4.0,-1.0,52.156757087672304
172,-0.0004326101725382614,-18.639152268978265,-178.52117065709552,4.0,4.0,-1.0,52.156704743250884
173,0.03570170943476114,-18.639158668937498,-178.5211713323019,4.0,4.0,-1.0,52.156678574025136
174,0.017800288231683226,-18.639158668738496,-178.5211713339724,4.0,4.0,-1.0,52.156678574838224
175,0.051476985997396696,-18.639165068181494,-178.52117200929067,4.0,4.0,-1.0,52.15665240978342
176,0.0048018499110185076,-18.63917146671786,-178.5211726920388,4.0,4.0,-1.0,52.15662625049299
177,-0.029081654397487,-18.639177865161248,-178.52117337349895,4.0,4.0,-1.0,52.15660009364001
178,-0.05079109727557807,-18.639177864919894,-178.52117337552494,4.0,4.0,-1.0,52.1566000946259
179,-0.07244331969332052,-18.639177864679205,-178.5211733775454,4.0,4.0,-1.0,52.156600095609974
180,-0.1342847435917065,-18.639184262539576,-178.52117406151862,4.0,4.0,-1.0,52.156573943197145
181,0.04727005612085122,-18.63918426430171,-178.5211740445502,4.0,4.0,-1.0,52.156573935995766
182,-0.1387708277288766,-18.639184262489692,-178.52117406193736,4.0,4.0,-1.0,52.15657394340087
183,-0.18634719377405418,-18.63919066001478,-178.52117474445717,4.0,4.0,-1.0,52.15654779441684
184,-0.061589838198869984,-18.639197059437347,-178.52117541082214,4.0,4.0,-1.0,52.15652163973391
185,0.014532982753735268,-18.639203457566715,-178.52117608157627,4.0,4.0,-1.0,52.15649549239606
186,-0.07547850501623543,-18.63921625159954,-178.5211774455186,4.0,4.0,-1.0,52.15644321298714
187,-0.01913065611051934,-18.63921625222597,-178.5211774402601,4.0,4.0,-1.0,52.156443210426005
188,-0.002290674458436115,-18.639216252413203,-178.52117743868843,4.0,4.0,-1.0,52.15644320966203
189,-0.08457698378833811,-18.63922264825745,-178.52117812394846,4.0,4.0,-1.0,52.156417077831065
190,-0.03363975510592354,-18.639229046035396,-178.52117879674915,4.0,4.0,-1.0,52.15639094015751
191,-0.02966865511598371,-18.639229046079546,-178.52117879637848,4.0,4.0,-1.0,52.15639093997561
192,-0.09268840976574211,-18.639229045378965,-178.5211788022595,4.0,4.0,-1.0,52.1563909428387
193,-0.24392537848416396,-18.639235440169497,-178.52117949377302,4.0,4.0,-1.0,52.1563648194242
194,0.008585654591115599,-18.639235442976638,-178.5211794702084,4.0,4.0,-1.0,52.15636480795729
195,-0.016923226893140964,-18.639235442693064,-178.52117947258884,4.0,4.0,-1.0,52.156364809115985
196,-0.04233485046461283,-18.63924197406295,-178.52118026074672,4.0,4.0,-1.0,52.15633812988381
197,-0.07304267160179734,-18.639248360984055,-178.5211809338574,4.0,4.0,-1.0,52.15631204276724
198,-0.057888296397777594,-18.639254747905944,-178.5211816025528,4.0,4.0,-1.0,52.15628595769704
199,0.0479724165661537,-18.63925474882648,-178.52118159264828,4.0,4.0,-1.0,52.156285953937186
200,-0.15069988403001844,-18.639254746874187,-178.52118161121425,4.0,4.0,-1.0,52.156285961909816
201,-0.04394127455634589,-18.639261134782156,-178.52118227127602,4.0,4.0,-1.0,52.15625987486419
202,-0.043197408563628414,-18.639261134790416,-178.5211822712067,4.0,4.0,-1.0,52.15625987482963
203,-0.00844170059372118,-18.639261135176756,-178.52118226796335,4.0,4.0,-1.0,52.156259873252566
204,-0.0985558113670777,-18.639267520626973,-178.52118294628863,4.0,4.0,-1.0,52.156233798294124
205,-0.064269311175849,-18.63926752100812,-178.52118294308895,4.0,4.0,-1.0,52.15623379673707
206,-0.008765464071530005,-18.639267521625115,-178.5211829379094,4.0,4.0,-1.0,52.15623379421777
207,-0.036374336471453717,-18.6392675213182,-178.52118294048586,4.0,4.0,-1.0,52.15623379547105
208,0.03069901608841974,-18.639273907753445,-178.52118360398336,4.0,4.0,-1.0,52.15620771853901
209,0.02999520441835557,-18.63927390774561,-178.5211836040491,4.0,4.0,-1.0,52.15620771857175
210,0.10636735362504623,-18.63927390859461,-178.52118359692184,4.0,4.0,-1.0,52.156207715104756
211,0.0650193759679496,-18.63928029405163,-178.52118427047992,4.0,4.0,-1.0,52.15618164421721
212,-0.09530377170995052,-18.639280292525623,-178.52118428546723,4.0,4.0,-1.0,52.15618165044725
213,0.028177506529573293,-18.639286679054727,-178.52118494348565,4.0,4.0,-1.0,52.1561555772314
214,-0.03471350129620987,-18.639286678611857,-178.52118494938028,4.0,4.0,-1.0,52.15615557903948
215,0.006442315229378437,-18.639286679069365,-178.52118494553955,4.0,4.0,-1.0,52.156155577171376
216,0.04663968824843323,-18.639286679259964,-178.52118494176273,4.0,4.0,-1.0,52.15615557639467
217,-0.023847811596624524,-18.639293064593954,-178.52118561790203,4.0,4.0,-1.0,52.15612951010735
218,-0.12082838943979368,-18.6392994486375,-178.5211862963327,4.0,4.0,-1.0,52.156103451137824
219,0.008987670276837889,-18.63929945008062,-178.52118628421798,4.0,4.0,-1.0,52.15610344524612
220,-0.06007218599506814,-18.63930583417183,-178.52118695993795,4.0,4.0,-1.0,52.15607738813014
221,0.08240103889284,-18.63930583549939,-178.52118694661655,4.0,4.0,-1.0,52.15607738271319
222,-0.06754852425638092,-18.639312218448193,-178.52118762978162,4.0,4.0,-1.0,52.15605133230929
223,0.03679298546830978,-18.639312219351876,-178.52118762001862,4.0,4.0,-1.0,52.15605132862038
224,0.010016671559696988,-18.639312219310447,-178.52118762254307,4.0,4.0,-1.0,52.156051328789545
225,-0.12943866144314597,-18.639318602097166,-178.52118830462433,4.0,4.0,-1.0,52.15602528109412
226,-0.029989500344981934,-18.639318603202703,-178.52118829534356,4.0,4.0,-1.0,52.15602527658302
227,-0.0002797531178657664,-18.639344135923533,-178.52119096756982,4.0,4.0,-1.0,52.15592109986028
228,-0.04830488597781368,-18.63934413538963,-178.52119097205184,4.0,4.0,-1.0,52.15592110203943
229,0.04781354453007225,-18.63935051901784,-178.52119163159196,4.0,4.0,-1.0,52.15589506115066
230,-0.11831461890551509,-18.6393505174273,-178.5211916471209,4.0,4.0,-1.0,52.155895067638994
231,-0.0896156967251045,-18.639350517746337,-178.52119164444267,4.0,4.0,-1.0,52.1558950663366
232,-0.0019086747724941233,-18.639356901522298,-178.52119230471928,4.0,4.0,-1.0,52.155869026893924
233,-0.027105704744371906,-18.639356901242184,-178.5211923070708,4.0,4.0,-1.0,52.15586902803807
234,-0.2041010432526491,-18.639369663885887,-178.52119366019292,4.0,4.0,-1.0,52.15581697531343
235,-0.123254762193028,-18.639376046597718,-178.52119432079306,4.0,4.0,-1.0,52.15579094635177
236,-0.05466459567696802,-18.639376047360205,-178.52119431439215,4.0,4.0,-1.0,52.15579094324312
237,-0.37669327429330224,-18.639382426297157,-178.52119501259298,4.0,1.0,-1.0,52.15576493172375
238,0.02522845255498396,-18.63938881208526,-178.52119564303933,4.0,4.0,-1.0,52.15573889431471
239,0.01503021589223863,-18.63940795494763,-178.52119764734363,4.0,4.0,-1.0,52.155660853501104
240,-0.2412693335459153,-18.63941433245024,-178.52119833884566,4.0,4.0,-1.0,52.155634858057965
241,0.0013924806871727924,-18.639433475324665,-178.52120031846982,4.0,4.0,-1.0,52.155556841749785
242,-0.16679328780810465,-18.639439853576228,-178.52120100146755,4.0,4.0,-1.0,52.1555308514362
243,0.05464310616207513,-18.639452614398103,-178.52120231502408,4.0,4.0,-1.0,52.15547885934575
244,-0.1842408741217696,-18.63945261174249,-178.52120233731694,4.0,4.0,-1.0,52.15547887016692
245,0.05942906084146671,-18.639458993406553,-178.52120298157288,4.0,4.0,-1.0,52.155452872084425
246,-0.018385583078725176,-18.639465371269882,-178.52120365574623,4.0,4.0,-1.0,52.15542689153335
247,-0.2006853351394966,-18.63947812578865,-178.52120500630946,4.0,4.0,-1.0,52.15537494148157
248,-0.14505614950394374,-18.639484504227543,-178.52120566775912,4.0,4.0,-1.0,52.15534896471945
249,-0.28732910355347485,-18.639484502645914,-178.52120568103618,4.0,4.0,-1.0,52.15534897116049
250,0.027456719305064325,-18.639497261365836,-178.52120698472848,4.0,4.0,-1.0,52.15529701626838
251,-0.07204326832788865,-18.63955464908614,-178.52121298917302,4.0,4.0,-1.0,52.15506342840854
255,4.703103003657361,-18.64033807838791,-178.5212942702195,4.0,0.0,-1.0,52.15189115503563
303,4.425196261524434,-18.64241022456967,-178.52151191892418,4.0,0.0,-1.0,52.14364929819203
307,3.676714034923407,-18.64248071248703,-178.521519294747,4.0,0.0,-1.0,52.14337273167439
308,4.012047642440393,-18.642487123650344,-178.52151992754958,4.0,0.0,-1.0,52.14334758921359
309,3.975088005881844,-18.642538376595848,-178.52152524369566,4.0,0.0,-1.0,52.14314666639257
310,3.827638261181164,-18.642544780710217,-178.52152592153172,4.0,0.0,-1.0,52.1431215701341
312,3.8126969010968423,-18.642596018421134,-178.52153123552972,4.0,0.0,-1.0,52.14292085550369
313,4.100329445753687,-18.642628035685362,-178.52153452896647,4.0,0.0,-1.0,52.142795500551074
314,4.352356509009951,-18.642660048807485,-178.5215378261599,4.0,0.0,-1.0,52.14267021332853
315,4.048998132755969,-18.64266644692919,-178.5215385186623,4.0,0.0,-1.0,52.142645179681494
316,2.9136880501027917,-18.64270483734768,-178.52154260997034,4.0,0.0,-1.0,52.142495014413726
317,3.1085657150447332,-18.64272403803837,-178.5215445847138,4.0,0.0,-1.0,52.142419938127205
318,3.058018419331347,-18.642775221561696,-178.52154990469987,4.0,0.0,-1.0,52.142219896864844
319,4.4811917938654915,-18.64295424772753,-178.52156838917836,4.0,0.0,-1.0,52.14152124221255
320,3.4104114676965764,-18.64299256982976,-178.52157248238015,4.0,0.0,-1.0,52.1413718984586
323,2.765962072608545,-18.647137928121072,-178.52200567626315,4.0,0.0,-1.0,52.12565301736504
327,0.1398384721023831,-18.647702072746178,-178.52206740790965,4.0,4.0,-1.0,52.12358059473263
328,0.1599602912233422,-18.64770841683529,-178.5220680964555,4.0,4.0,-1.0,52.1235573802569
329,0.10265544345611488,-18.64774648336059,-178.52207224243065,4.0,4.0,-1.0,52.1234181286145
330,0.22563389417973667,-18.647752829701933,-178.52207292068937,4.0,4.0,-1.0,52.12339492006504
331,0.1551363639646297,-18.64777821155225,-178.52207568523662,4.0,4.0,-1.0,52.123302118961874
332,0.22349307900003623,-18.647809945630126,-178.52207912379714,4.0,4.0,-1.0,52.12318613840034
333,0.03422518880688585,-18.647816290839422,-178.52207983008944,4.0,4.0,-1.0,52.12316295423079
334,0.09827535848171465,-18.647828984720096,-178.52208120075414,4.0,4.0,-1.0,52.12311657931605
