,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface
25,-0.10852880802201526,-18.62381205439644,-178.4888267281599,4.0,4.0,-1.0,52.13014056320253
26,-0.12846214314652116,-18.62390772137168,-178.4888363865598,4.0,4.0,-1.0,52.13016423570252
27,-0.0990054843383632,-18.624003362970072,-178.48884604922176,4.0,4.0,-1.0,52.13018770185545
28,-0.15339066952037683,-18.624003362644277,-178.48884604941696,4.0,4.0,-1.0,52.13018770177587
29,-0.10237488988423138,-18.624092604824124,-178.48885507999307,4.0,4.0,-1.0,52.13020941738796
30,0.02108111126312906,-18.62409260556374,-178.48885507955004,4.0,4.0,-1.0,52.13020941756713
31,-0.02073335025738743,-18.624111724074815,-178.48885701693493,4.0,4.0,-1.0,52.130214047087975
32,-0.06324930735172529,-18.624118097027196,-178.48885766308877,4.0,4.0,-1.0,52.13021558851324
33,0.02403811856424909,-18.624226432486253,-178.48886866362875,4.0,4.0,-1.0,52.13024165571642
34,0.05768260455431573,-18.62423280440109,-178.48886931180857,4.0,4.0,-1.0,52.130243180906746
35,-0.22737140234050912,-18.62425828930785,-178.48887190758475,4.0,4.0,-1.0,52.130249272131095
36,-0.010991032980086857,-18.624315632524517,-178.4888777544202,4.0,4.0,-1.0,52.13026292597215
37,-0.1525069450428873,-18.624322000817468,-178.48887840530986,4.0,4.0,-1.0,52.13026443787294
38,0.04269611975519183,-18.62434748511725,-178.48888100862501,4.0,4.0,-1.0,52.13027047924243
39,0.04094803473526554,-18.624347485106764,-178.4888810086313,4.0,4.0,-1.0,52.1302704792397
40,-0.07676130243874013,-18.624353855644397,-178.48888166056614,4.0,4.0,-1.0,52.13027198723603
41,0.027652412502220614,-18.624398462526226,-178.48888611097306,4.0,4.0,-1.0,52.13028252144886
42,0.00885896357931415,-18.624411200865005,-178.48888743534377,4.0,4.0,-1.0,52.130285521705446
43,0.0700533833753525,-18.62441120123173,-178.48888743512435,4.0,4.0,-1.0,52.13028552179185
44,-0.18440426051222403,-18.624417568752712,-178.48888809846582,4.0,4.0,-1.0,52.130287020201195
46,0.06144579489443913,-18.6244366783224,-178.48889008614597,4.0,4.0,-1.0,52.13029151175533
47,0.02759255080445655,-18.624462153992475,-178.4888927402293,4.0,4.0,-1.0,52.130297487192365
48,-1.973170380690135,-18.62879623755597,-178.4893473823911,4.0,4.0,-1.0,52.131107463967055
49,-0.012168302605914505,-18.62885378792271,-178.48935350331422,4.0,4.0,-1.0,52.131115455720646
50,-0.16719280724191776,-18.628936890550328,-178.48936234126563,4.0,4.0,-1.0,52.131126867989224
51,-0.3346746302216843,-18.628968850530928,-178.48936573591237,4.0,4.0,-1.0,52.13113121676042
52,-1.1640540952728315,-18.629000805798,-178.48936912996876,4.0,4.0,-1.0,52.131135542557786
53,0.07290151530435196,-18.62901998789617,-178.48937115856447,4.0,4.0,-1.0,52.13113812851998
54,-0.06801214366169006,-18.629396945155626,-178.4894108672295,4.0,4.0,-1.0,52.13118731378199
