,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface
215,-1.0557182711686437,-18.62969600912621,-178.49034089728931,4.0,4.0,-1.0,52.08061706785702
216,-1.068323732171848,-18.62973442398026,-178.49034490717253,4.0,4.0,-1.0,52.080639681225875
217,-2.0344795961275395,-18.629753567367455,-178.49034691123512,4.0,4.0,-1.0,52.08065093611276
218,-0.03994314036799551,-18.629772921975967,-178.49034891650072,4.0,4.0,-1.0,52.08066230564691
219,-0.8824256810851239,-18.6297728626732,-178.490348916103,4.0,4.0,-1.0,52.08066227082509
220,-2.2733317606755463,-18.62980479019609,-178.49035225516909,4.0,4.0,-1.0,52.08068100520086
221,-0.9816112754447204,-18.629824099372588,-178.49035425937305,4.0,4.0,-1.0,52.08069232274465
222,0.041802397637184185,-18.629830577394415,-178.49035492762533,4.0,4.0,-1.0,52.080696117522166
223,0.12161940696182683,-18.62985620854291,-178.49035759851165,4.0,4.0,-1.0,52.08071112152811
224,-1.0333868649458964,-18.62986894086245,-178.4903589332585,4.0,4.0,-1.0,52.0807185685444
225,0.029180125136463175,-18.629901051822298,-178.49036227163134,4.0,4.0,-1.0,52.08073733152378
226,-0.982803546608011,-18.629920203014738,-178.4903642735992,4.0,4.0,-1.0,52.08074850932826
227,-1.0997876741878372,-18.629945823618524,-178.49036694300705,4.0,4.0,-1.0,52.08076344839628
228,0.08885860572559068,-18.62994590739146,-178.49036694357846,4.0,4.0,-1.0,52.08076349721614
229,-1.0262279154133012,-18.629945828818677,-178.49036694304397,4.0,4.0,-1.0,52.08076345142672
230,-0.933324533807081,-18.629971467729582,-178.49036961257477,4.0,4.0,-1.0,52.0807783843502
231,-0.9528294824401655,-18.630106035772513,-178.49038362414473,4.0,4.0,-1.0,52.08085648521319
232,-0.0667277065460894,-18.63011250646475,-178.49038429176176,4.0,4.0,-1.0,52.08086022900807
233,0.02473978076181993,-18.630157365101315,-178.4903889616819,4.0,4.0,-1.0,52.08088615372708
234,-1.0670480374105864,-18.630253382322444,-178.49039896781687,4.0,4.0,-1.0,52.08094147094198
235,-0.9522568263550966,-18.630330245137124,-178.49040697386337,4.0,4.0,-1.0,52.08098558292659
236,-1.2297958503870632,-18.630343032016718,-178.49040830810264,4.0,4.0,-1.0,52.080992906717256
237,0.027220860839634042,-18.63037513320314,-178.4904116447253,4.0,4.0,-1.0,52.08101127449572
238,-0.763202508559516,-18.630375077584986,-178.4904116443541,4.0,4.0,-1.0,52.08101124269524
239,0.06419397613422007,-18.630381535963327,-178.4904123117812,4.0,4.0,-1.0,52.08101493489721
240,0.129380114324249,-18.630413547659924,-178.49041564808851,4.0,4.0,-1.0,52.0810332199635
241,-1.1934615341267545,-18.630464854190635,-178.4904209143728,4.0,4.0,-1.0,52.08106247152773
242,-0.12269615803438683,-18.630547904342002,-178.4904296585313,4.0,4.0,-1.0,52.08110967840457
243,-1.4593009696075114,-18.630637121051443,-178.4904390725446,4.0,4.0,-1.0,52.0811601937703
244,-0.05082179658188579,-18.63065635288471,-178.49044109018024,4.0,4.0,-1.0,52.081171056331186
246,-0.09092729195390348,-18.63066910411202,-178.4904424346734,4.0,4.0,-1.0,52.08117825328554
247,-1.7274264853210752,-18.630675365783777,-178.49044310613002,4.0,4.0,-1.0,52.0811817859294
248,-1.2009122838401254,-18.630681779145693,-178.490443778539,4.0,4.0,-1.0,52.081185403111704
249,-2.4115738059610976,-18.630694446511207,-178.49044512225342,4.0,4.0,-1.0,52.08119254450412
250,0.03424429703113674,-18.630739246872732,-178.49044982730743,4.0,4.0,-1.0,52.081217768346505
251,-0.20610143725298258,-18.630943136707707,-178.49047129801428,4.0,4.0,-1.0,52.08133191511661
252,-1.0966476537901144,-18.63115960166054,-178.49049402287025,4.0,4.0,-1.0,52.08145193763812
253,0.010416561065312635,-18.631159679664933,-178.4904940233986,4.0,4.0,-1.0,52.08145198067268
254,0.00921630327843559,-18.63119788510684,-178.49049802174932,4.0,4.0,-1.0,52.08147303972055
255,-0.18966343997385593,-18.631236075583598,-178.49050201589077,4.0,4.0,-1.0,52.08149405318454
256,0.031388958609795736,-18.63126792679311,-178.49050534117427,4.0,4.0,-1.0,52.081511550059986
258,-0.09656064028763467,-18.631509923633296,-178.49053051345487,4.0,4.0,-1.0,52.081643638547575
259,-0.14752226253199296,-18.631681967464967,-178.49054828730436,4.0,4.0,-1.0,52.08173663324578
260,-0.20608733893959652,-18.631745682834918,-178.49055492368083,4.0,4.0,-1.0,52.0817708810373
261,-0.011930879509009173,-18.632391035498937,-178.4906202349437,4.0,4.0,-1.0,52.08211191039027
262,-1.987470032780493,-18.632390896606154,-178.49062023401893,4.0,4.0,-1.0,52.08211183814092
263,-2.2451783453229837,-18.632461300315047,-178.49062736245534,4.0,4.0,-1.0,52.082148397605124
264,-2.1491430093844883,-18.632499729315725,-178.4906312560906,4.0,4.0,-1.0,52.082168299622026
266,0.11375668809296258,-18.63253831826472,-178.49063515503224,4.0,3.0,-1.0,52.082188246442456
267,-2.449109644935561,-18.632550949009527,-178.49063645407128,4.0,4.0,-1.0,52.08219476705926
268,-0.11069112266227421,-18.632576736403536,-178.49063905712683,4.0,4.0,-1.0,52.08220806711415
269,-2.820153783853357,-18.63258295280066,-178.4906397067542,4.0,4.0,-1.0,52.08221127072375
270,-0.06609025253442269,-18.632583146727175,-178.49063970807748,4.0,4.0,-1.0,52.08221137064811
271,0.0037562843122032064,-18.632589558534775,-178.4906403591314,4.0,4.0,-1.0,52.08221467389558
272,-0.01604980377874199,-18.632602371159276,-178.49064166155694,4.0,4.0,-1.0,52.08222127157478
273,-2.0342321156772414,-18.632608636150913,-178.4906423120021,4.0,4.0,-1.0,52.08222449611458
274,-2.0629678410318775,-18.632615041680253,-178.49064296357702,4.0,4.0,-1.0,52.08222779194875
275,-0.020578026852263065,-18.632615185551515,-178.4906429645645,4.0,4.0,-1.0,52.08222786596252
276,-1.983605538429856,-18.63262145478177,-178.49064361532925,4.0,4.0,-1.0,52.08223109062783
277,-0.014391716382078812,-18.63262800137689,-178.49064426816395,4.0,4.0,-1.0,52.08223445688509
278,-2.338838331379975,-18.632627837566307,-178.49064426703288,4.0,4.0,-1.0,52.08223437266679
279,-0.23667888836234852,-18.632627985662523,-178.49064426805094,4.0,4.0,-1.0,52.08223444880605
280,0.03389701838113979,-18.632634412358204,-178.49064492017274,4.0,4.0,-1.0,52.08223775234728
281,-0.0017141333960353222,-18.63263441009704,-178.4906449201801,4.0,4.0,-1.0,52.08223775118495
282,-2.0301017104382026,-18.632640675442964,-178.49064557138445,4.0,4.0,-1.0,52.08224097076982
283,0.04689503656231864,-18.63264082150382,-178.4906455723644,4.0,4.0,-1.0,52.082241045814044
284,-2.0793194948169003,-18.63264708011427,-178.49064622367263,4.0,4.0,-1.0,52.082244260911466
285,-1.971527204405902,-18.632653496284725,-178.49064687621896,4.0,4.0,-1.0,52.08224755590709
286,-0.061748267957909775,-18.63266003996738,-178.4906475298351,4.0,4.0,-1.0,52.0822509153013
287,0.052767822777241236,-18.632672865457337,-178.49064883560948,4.0,4.0,-1.0,52.08225749646954
288,-1.9881628699956764,-18.63267272194661,-178.49064883464752,4.0,4.0,-1.0,52.08225742285231
289,-2.4917024998428587,-18.632679095783097,-178.49064948753838,4.0,4.0,-1.0,52.08226069192915
290,-2.1140577333999317,-18.632698350252006,-178.49065144800164,4.0,4.0,-1.0,52.08227056103715
291,-0.11521840913928827,-18.632698491042795,-178.49065144896795,4.0,4.0,-1.0,52.082270633165535
292,-2.3431680464054807,-18.632704743831468,-178.49065210165867,4.0,4.0,-1.0,52.082273836043896
294,-2.251884250666535,-18.632704750284635,-178.49065210170514,4.0,4.0,-1.0,52.082273839349
295,-2.6449765902100353,-18.632762416816757,-178.49065799310523,4.0,4.0,-1.0,52.082303330810646
296,-2.4057399052237542,-18.632775253741652,-178.49065930414665,4.0,4.0,-1.0,52.0823098842111
297,-2.671991600213005,-18.632788057853688,-178.4906606158956,4.0,4.0,-1.0,52.082316416657704
298,0.05830746679157528,-18.63282030945916,-178.49066390012084,4.0,4.0,-1.0,52.08233285230199
299,-3.105897999225135,-18.63282008654605,-178.49066389858507,4.0,4.0,-1.0,52.08233273879432
300,-2.3842666820385148,-18.632839374024304,-178.4906658708865,4.0,4.0,-1.0,52.08234255521802
301,-0.006267025295983331,-18.632845953906997,-178.49066652972962,4.0,4.0,-1.0,52.08234590189204
302,-2.7426919359975273,-18.632852173868265,-178.4906671863094,4.0,4.0,-1.0,52.08234906448433
303,-2.6972057245955057,-18.632877828895882,-178.4906698198849,4.0,4.0,-1.0,52.08236209853294
304,-0.34592473558814163,-18.63289082041104,-178.49067113891178,4.0,4.0,-1.0,52.08236869245411
305,-2.3291853698653995,-18.632897093773018,-178.49067179718716,4.0,4.0,-1.0,52.0823718749898
306,0.0325093244080108,-18.63290367358001,-178.49067245779807,4.0,4.0,-1.0,52.082375211905855
307,0.03795512053352468,-18.632922914320957,-178.49067443734555,4.0,4.0,-1.0,52.08238496339345
308,-2.501055490357203,-18.632941976403533,-178.49067641745611,4.0,4.0,-1.0,52.082394614991244
309,-2.5529621738376136,-18.63295480107468,-178.4906777394115,4.0,4.0,-1.0,52.082401103202756
310,-0.018518911384262537,-18.63296139349301,-178.49067840189994,4.0,4.0,-1.0,52.082404436777324
312,-2.603000606049818,-18.6329676254166,-178.49067906211133,4.0,4.0,-1.0,52.08240758703778
313,-0.14321001183338922,-18.63297421267784,-178.49067972497227,4.0,4.0,-1.0,52.08241091584296
314,-0.10589568905243141,-18.632987043541938,-178.49068104895173,4.0,4.0,-1.0,52.08241739660116
315,-2.865763804149992,-18.632993261379145,-178.49068170970176,4.0,4.0,-1.0,52.082420535660276
316,-0.0027010218964278465,-18.632993462997952,-178.49068171108541,4.0,4.0,-1.0,52.082420637430914
317,-2.6133148131941653,-18.63300597907101,-178.49068297221,4.0,4.0,-1.0,52.08242695307399
318,-2.844296202290707,-18.63301238543252,-178.49068363904084,4.0,4.0,-1.0,52.08243018419034
319,0.07583514774182731,-18.63305112814225,-178.4906876465826,4.0,4.0,-1.0,52.08244970209944
321,-0.13324422929554203,-18.633070381724515,-178.49068965231174,4.0,4.0,-1.0,52.08245938743312
322,-0.008261450593408881,-18.633179578393428,-178.49070105375813,4.0,4.0,-1.0,52.08251413830749
323,0.001953762575340079,-18.63319884611822,-178.49070307173108,4.0,4.0,-1.0,52.08252376741257
324,0.01746703499884461,-18.63325022082258,-178.4907084612682,4.0,4.0,-1.0,52.082549395636306
325,-0.029803377993403046,-18.633320846658403,-178.49071589139672,4.0,4.0,-1.0,52.08258451701204
326,0.07554616053471364,-18.63341071871947,-178.49072537837014,4.0,4.0,-1.0,52.082629024723246
327,0.10460345965634588,-18.63353261136336,-178.49073830209727,4.0,4.0,-1.0,52.082689059813674
328,-0.09947365376888229,-18.6335646582295,-178.4907417113324,4.0,4.0,-1.0,52.08270478054601
331,-3.1093723937524373,-18.633814247757165,-178.49076839510465,4.0,4.0,-1.0,52.08282631829752
332,-0.009226713078305693,-18.633897605245494,-178.49077731746394,4.0,4.0,-1.0,52.08286655412394
333,-2.9665546820151576,-18.633993243700136,-178.49078761811714,4.0,4.0,-1.0,52.08291249879039
334,-0.03421281697114864,-18.634018992597564,-178.49079036750473,4.0,4.0,-1.0,52.08292482855268
336,-0.09016805118858429,-18.634121087847948,-178.49080135961012,4.0,4.0,-1.0,52.08297354945262
337,-0.2755233822140326,-18.634140205973324,-178.49080342023393,4.0,4.0,-1.0,52.08298264316363
339,0.123274819250355,-18.634325080359993,-178.49082331038503,4.0,4.0,-1.0,52.08307009777036
340,-3.204011844964043,-18.63455326588302,-178.49084797316485,4.0,4.0,-1.0,52.08317683454516
341,-2.9854204626035425,-18.63455962053968,-178.49084865631968,4.0,4.0,-1.0,52.0831797879473
342,-3.051433273284374,-18.63469268534995,-178.4908629673914,4.0,4.0,-1.0,52.08324139400156
343,-0.04418856632992174,-18.63469923122574,-178.4908636485731,4.0,4.0,-1.0,52.083244412902786
344,0.014723779260521042,-18.634762570447172,-178.490870437342,4.0,4.0,-1.0,52.083273567756805
345,-3.4325744554466837,-18.634812989960764,-178.49087585454959,4.0,4.0,-1.0,52.08329670231433
346,0.04786479756853623,-18.63483223166171,-178.49087788523605,4.0,4.0,-1.0,52.08330551404924
347,-3.0629533027201887,-18.634838345530145,-178.49087855984735,4.0,4.0,-1.0,52.08330831191142
348,-0.11461131582359485,-18.634844885229004,-178.49087923703493,4.0,4.0,-1.0,52.083311303585106
349,-0.1373020882833771,-18.63484488362491,-178.49087923702368,4.0,4.0,-1.0,52.08331130285114
350,-0.08219454723825947,-18.63485755162332,-178.4908805881086,4.0,4.0,-1.0,52.08331709488539
351,-0.001483709315834858,-18.634870221301686,-178.4908819384586,4.0,4.0,-1.0,52.08332288357997
352,-3.2190300947652304,-18.634869994873732,-178.49088193696292,4.0,4.0,-1.0,52.083322780162234
353,0.004927755969674763,-18.634895550175838,-178.4908846368885,4.0,4.0,-1.0,52.08333444386335
354,-3.205566208189566,-18.634895324244212,-178.49088463539664,4.0,4.0,-1.0,52.08333434081851
355,-3.261573592089462,-18.634895320284926,-178.49088463536881,4.0,4.0,-1.0,52.08333433901316
356,-3.3086238856940327,-18.634914312810658,-178.49088665711295,4.0,4.0,-1.0,52.083342996680585
357,-3.402061334122209,-18.634920638015082,-178.4908873305859,4.0,4.0,-1.0,52.083345877950705
358,-0.047285986008319014,-18.634920874148403,-178.49088733214904,4.0,4.0,-1.0,52.083345985494816
359,-3.511694333055175,-18.634933294174374,-178.49088867701153,4.0,4.0,-1.0,52.08335164003711
360,0.03316947842176887,-18.63495253805085,-178.49089069673192,4.0,4.0,-1.0,52.08336039351707
361,-3.2264732956696207,-18.634958640620646,-178.4908913675601,4.0,4.0,-1.0,52.08336316741952
362,0.04719491498235584,-18.63495887102346,-178.49089136908256,4.0,4.0,-1.0,52.083363272129645
363,0.11712328676298966,-18.634977872672863,-178.4908933850079,4.0,4.0,-1.0,52.08337190304974
364,-2.9683747439894432,-18.634983988469287,-178.49089405520226,4.0,4.0,-1.0,52.08337467899764
365,0.11651813204753125,-18.6350158682516,-178.49089741143425,4.0,4.0,-1.0,52.0833891336697
366,-2.953264295580766,-18.63502198521461,-178.49089808038457,4.0,4.0,-1.0,52.083391904198834
367,-0.006960044685911271,-18.63502219247942,-178.4908980817441,4.0,4.0,-1.0,52.08339199805778
368,-2.9672682919970157,-18.635028316964934,-178.49089875051473,4.0,4.0,-1.0,52.08339477100253
369,-0.034001011078089505,-18.635034856382312,-178.4908994218264,4.0,4.0,-1.0,52.08339773075386
370,-0.1181093617208262,-18.635034850436362,-178.49089942178472,4.0,4.0,-1.0,52.083397728062664
371,-0.017507214171473606,-18.635034857548444,-178.4908994218346,4.0,4.0,-1.0,52.083397731281366
373,-2.689081030864145,-18.635041002388245,-178.49090009031602,4.0,4.0,-1.0,52.08340051144842
374,-2.980839561245375,-18.635040982018243,-178.49090009019682,4.0,4.0,-1.0,52.08340050223342
375,-2.7255354717838145,-18.63504733334912,-178.49090075987442,4.0,4.0,-1.0,52.083403374813315
376,-0.2130152215106591,-18.635060177579913,-178.4909020995823,4.0,4.0,-1.0,52.08340918084559
377,-3.0303388389629617,-18.635059979174642,-178.49090209826147,4.0,4.0,-1.0,52.08340909119215
378,0.07331022642779317,-18.635060197565824,-178.49090209969884,4.0,4.0,-1.0,52.083409189876875
379,-2.7261570323291835,-18.635066334072484,-178.49090276732423,4.0,4.0,-1.0,52.08341196229503
380,-3.0716512943783982,-18.63506630964733,-178.49090276715287,4.0,4.0,-1.0,52.08341195126104
381,-0.05896988036192852,-18.635079189010675,-178.49090410577733,4.0,4.0,-1.0,52.08341776691486
382,0.07921180273251593,-18.6350791987797,-178.49090410584586,4.0,4.0,-1.0,52.08341777132409
383,0.004388188437815188,-18.63508552750806,-178.49090477412867,4.0,4.0,-1.0,52.08342062749307
385,-2.6499722711018876,-18.635104343052138,-178.49090677656108,4.0,4.0,-1.0,52.08342911293403
386,-0.02982176736099973,-18.635104527520966,-178.49090677778395,4.0,4.0,-1.0,52.08342919608094
387,-2.5189831764564588,-18.63512969189986,-178.49090944538494,4.0,4.0,-1.0,52.083440530441294
388,-0.17159973315892785,-18.635129857342285,-178.49090944649802,4.0,4.0,-1.0,52.08344060490526
389,0.0058087444945158495,-18.63514887567233,-178.49091144590923,4.0,4.0,-1.0,52.08344916017268
390,-2.41150595619024,-18.635155041090762,-178.49091211080483,4.0,4.0,-1.0,52.0834519316586
391,-0.004770593058765371,-18.635155210474426,-178.49091211192183,4.0,4.0,-1.0,52.083452007786036
393,-2.555175762372528,-18.63517403730488,-178.49091410739197,4.0,4.0,-1.0,52.08346046473889
394,-2.4399923858559305,-18.635186718534154,-178.49091543763976,4.0,4.0,-1.0,52.083466155994756
395,-2.472978520527022,-18.63519939012009,-178.49091676698302,4.0,4.0,-1.0,52.08347183881142
396,-2.4622775645580077,-18.635205728840102,-178.49091743142725,4.0,4.0,-1.0,52.083474679990104
397,-2.542580754788787,-18.63520572316261,-178.49091743138743,4.0,4.0,-1.0,52.08347467744625
398,0.06787234503917716,-18.635218582417846,-178.49091876074402,4.0,4.0,-1.0,52.08348043814112
399,-2.5706079999558824,-18.635224734483632,-178.49091942324546,4.0,4.0,-1.0,52.08348319264951
400,-2.41233401192153,-18.635243761070623,-178.49092141333045,4.0,4.0,-1.0,52.08349170542988
401,0.03294578728809938,-18.635250271977018,-178.4909220773719,4.0,4.0,-1.0,52.08349461637954
402,0.0781049085912855,-18.635256614447382,-178.49092274011758,4.0,4.0,-1.0,52.08349745097985
403,-2.630014650358362,-18.635319830574854,-178.49092935472544,4.0,4.0,-1.0,52.0835256474993
404,0.027723344575406372,-18.635339045631913,-178.4909313367876,4.0,4.0,-1.0,52.08353419779269
405,-0.07895896422974147,-18.635383444136842,-178.49093595127053,4.0,4.0,-1.0,52.083553918045254
406,-0.16704985884916823,-18.63538343816485,-178.4909359512523,4.0,4.0,-1.0,52.083553915395896
407,-3.208769852531077,-18.635592763726027,-178.4909576436424,4.0,4.0,-1.0,52.08364621084547
408,0.04577910224725201,-18.635694839733297,-178.49096795393717,4.0,4.0,-1.0,52.08369081126148
409,-3.305413201193687,-18.635726454182663,-178.49097116673676,4.0,4.0,-1.0,52.083704570585724
410,-0.1919149243242373,-18.63573941649121,-178.49097245311208,4.0,4.0,-1.0,52.083710204681665
411,-0.04291464360039754,-18.635771292572596,-178.49097566363426,4.0,4.0,-1.0,52.08372404140209
412,0.04088675876118941,-18.63587971880373,-178.49098656275785,4.0,4.0,-1.0,52.08377091222792
413,-0.08759182141238853,-18.63602659746203,-178.49100128749708,4.0,4.0,-1.0,52.083833925538784
414,0.0693062568973346,-18.63604578196637,-178.4910032076072,4.0,4.0,-1.0,52.08384211523389
416,-3.9377932782729204,-18.636160630674663,-178.49101473240034,4.0,4.0,-1.0,52.08389094614449
417,0.09547365260709739,-18.636160914834928,-178.4910147343283,4.0,4.0,-1.0,52.0838910665434
418,0.06374213348158264,-18.636205720149842,-178.4910192212288,4.0,4.0,-1.0,52.083910024824036
419,0.01707241048529795,-18.636244137177094,-178.49102306988394,4.0,4.0,-1.0,52.0839262391446
420,-0.017213940219107826,-18.636288973123765,-178.49102756375626,4.0,4.0,-1.0,52.08394511487222
421,0.03705529319086054,-18.63632101662406,-178.49103077684492,4.0,4.0,-1.0,52.0839585735157
422,-0.08092535222954211,-18.636359466886873,-178.49103463609376,4.0,4.0,-1.0,52.08397468838939
423,-0.0009950150454187678,-18.63641718090378,-178.49104043324607,4.0,4.0,-1.0,52.08399880586785
424,-0.03260159820365516,-18.63647490968756,-178.49104624118283,4.0,4.0,-1.0,52.08402284423573
425,-0.016356517099211487,-18.63660328186699,-178.49105919275962,4.0,4.0,-1.0,52.08407599293241
426,-3.4580656119683226,-18.636654412961796,-178.4910643906123,4.0,4.0,-1.0,52.08409704479891
428,-3.414537108121749,-18.636866328112085,-178.49108586022825,4.0,4.0,-1.0,52.08418358190647
429,-3.5374895667198416,-18.636866319419596,-178.4910858601656,4.0,4.0,-1.0,52.08418357838036
430,-0.2420501615529247,-18.63689873460948,-178.4910891969024,4.0,4.0,-1.0,52.084196714020436
431,-0.026140475067450097,-18.63693736881998,-178.4910932048856,4.0,4.0,-1.0,52.08421233467652
432,-0.24318820351686554,-18.63694379020603,-178.49109387336944,4.0,4.0,-1.0,52.0842149272803
433,-0.10443729734879525,-18.63696311136061,-178.4910958803231,4.0,4.0,-1.0,52.08422272174175
434,-0.033680536164411023,-18.636988863385174,-178.49109855827712,4.0,4.0,-1.0,52.084233095663876
435,0.015137654670070333,-18.63707253890973,-178.49110727719346,4.0,4.0,-1.0,52.084266686269984
436,-3.749039636912812,-18.637085145367376,-178.49110861866768,4.0,4.0,-1.0,52.08427173145992
437,-0.31264980947867116,-18.63709182273591,-178.4911092921153,4.0,4.0,-1.0,52.08427440214018
438,-0.10830604028069502,-18.63709827251189,-178.49110996412918,4.0,4.0,-1.0,52.08427698070955
439,-0.04549520535397278,-18.63711758161935,-178.49111198047135,4.0,4.0,-1.0,52.08428469397131
440,-4.154461011411513,-18.63712372717523,-178.4911126508299,4.0,4.0,-1.0,52.08428714688853
441,-3.0112906787712745,-18.637123807733133,-178.49111265138615,4.0,4.0,-1.0,52.08428717903553
442,-0.05306073984320392,-18.63713044826859,-178.49111332498296,4.0,4.0,-1.0,52.08428982841724
443,-3.9538079569238107,-18.637130173794738,-178.49111332312546,4.0,4.0,-1.0,52.08428971893227
444,0.02637649713005885,-18.6371368883122,-178.4911139975365,4.0,4.0,-1.0,52.084292396730234
